ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,-0.372070,-0.441650,0.822998,1.005394,34.240723,18.005371,-33.081055,-28.220,21.720,-26.337,22.518,7.493,4.472,-29.039,-24.563,-29.481,2.462,87.60,92.40,1527,1527
73,-0.351440,-0.360718,0.819214,0.961634,22.094727,24.719238,-36.987305,-23.765,21.436,-25.235,22.051,24.958,15.336,-25.742,-24.825,-49.925,0.862,73.20,90.86,1687,1510
123,-0.376465,-0.353027,0.819214,0.968228,27.587891,44.677734,-39.672852,-23.313,22.881,-25.045,22.339,25.190,36.675,-25.470,-26.712,-51.899,-0.639,61.20,89.36,1820,1493
173,-0.380493,-0.278687,0.769287,0.902355,8.666992,35.888672,-30.761719,-19.914,24.940,-24.989,23.364,15.845,40.673,-24.971,-28.388,-53.456,-2.916,49.20,87.08,1953,1468
223,-0.467896,-0.339966,0.753296,0.949714,13.305664,10.498047,-22.277832,-24.290,29.516,-25.243,24.438,15.819,25.519,-26.313,-30.146,-56.516,-3.492,37.20,86.51,2087,1461
264,-0.465454,-0.354980,0.707275,0.918094,-14.526367,20.141602,-15.197754,-26.652,30.463,-25.563,25.025,2.560,20.838,-28.258,-30.759,-58.145,-2.782,31.85,87.22,2146,1469
323,-0.482178,-0.452637,0.747803,0.998291,-3.845215,20.019531,-10.925293,-31.186,28.882,-27.145,26.007,-3.780,25.639,-31.607,-31.147,-59.970,0.159,30.03,90.16,2166,1502
373,-0.468628,-0.496582,0.731567,1.000698,-10.742188,2.319336,-9.643555,-34.168,27.924,-28.661,26.520,-6.792,13.097,-34.421,-30.438,-59.999,3.289,30.00,93.29,2167,1537
423,-0.493164,-0.452515,0.796143,1.040107,5.798340,-1.403809,-7.202148,-29.613,28.304,-29.872,26.452,-2.291,5.777,-32.739,-29.956,-60.000,3.946,30.00,93.95,2167,1544
473,-0.404541,-0.489624,0.861572,1.070370,14.465332,3.723145,2.258301,-29.609,22.206,-29.964,25.864,8.539,3.397,-32.169,-27.065,-59.222,5.323,30.78,95.32,2158,1559
514,-0.381958,-0.423096,0.877686,1.046534,9.582520,8.117676,2.197266,-25.737,21.406,-29.539,25.622,9.590,6.755,-30.642,-27.141,-58.187,3.480,31.81,93.48,2147,1539
573,-0.375610,-0.369873,0.839844,0.991578,0.671387,29.235840,-12.207031,-23.769,22.259,-28.796,25.501,8.208,20.006,-29.758,-28.230,-57.851,1.710,32.15,91.71,2143,1519
