ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,-0.375366,0.041016,0.947754,1.020206,-0.427246,-0.366211,0.183105,2.478,21.588,2.414,21.662,-0.243,-0.107,2.511,-23.662,-11.633,-14.395,87.60,87.60,1527,1473
73,-0.380981,0.041016,0.940186,1.015272,-0.366211,-1.464844,-0.854492,2.498,22.040,2.418,21.661,-0.930,-0.496,2.478,-23.758,-21.194,-26.104,73.20,73.20,1687,1313
123,-0.378540,0.037598,0.927490,1.002469,-1.281738,-3.906250,-1.586914,2.321,22.186,2.437,21.599,-1.307,-2.450,2.434,-23.633,-21.145,-26.109,68.86,63.89,1735,1210
173,-0.374756,0.044067,0.950439,1.022604,-0.732422,-4.882812,-1.037598,2.655,21.498,2.398,21.449,-1.591,-4.312,2.452,-23.237,-20.876,-25.754,69.12,64.25,1732,1214
223,-0.365356,0.036987,0.940430,1.009585,-1.220703,-0.549316,0.122070,2.252,21.216,2.369,21.245,-1.616,-2.885,2.342,-23.083,-20.731,-25.439,69.27,64.56,1730,1217
264,-0.375122,0.031128,0.948853,1.020787,-1.281738,-0.915527,0.793457,1.879,21.560,2.332,21.181,-1.910,-1.560,2.213,-23.176,-20.900,-25.413,69.10,64.59,1732,1218
323,-0.364990,0.038818,0.940063,1.009180,0.000000,-1.647949,1.159668,2.365,21.203,2.302,21.103,-1.315,-1.754,2.322,-23.020,-20.740,-25.347,69.26,64.65,1730,1218
373,-0.367188,0.035156,0.939941,1.009729,0.183105,-1.647949,0.610352,2.142,21.324,2.319,21.038,-0.885,-1.622,2.318,-22.994,-20.693,-25.311,69.31,64.69,1730,1219
423,-0.357788,0.039063,0.939453,1.006037,0.122070,-2.014160,0.061035,2.381,20.833,2.368,20.929,-0.579,-2.070,2.429,-22.771,-20.374,-25.218,69.63,64.78,1726,1220
475,-0.353638,0.043945,0.947388,1.012193,0.244141,-2.014160,-0.488281,2.656,20.449,2.424,20.780,-0.508,-2.182,2.534,-22.558,-20.068,-25.096,69.93,64.90,1723,1221
523,-0.360107,0.032715,0.942749,1.009714,-0.305176,-1.464844,-1.159668,1.987,20.894,2.439,20.660,-0.718,-1.905,2.409,-22.548,-20.095,-24.976,69.90,65.02,1723,1222
573,-0.366089,0.032104,0.945923,1.014801,0.122070,-2.258301,-1.403809,1.944,21.146,2.404,20.602,-0.950,-1.862,2.353,-22.550,-20.170,-24.922,69.83,65.08,1724,1223
623,-0.362427,0.029663,0.943604,1.011247,-0.488281,-2.624512,-1.098633,1.801,21.002,2.367,20.528,-0.856,-2.304,2.298,-22.427,-20.098,-24.766,69.90,65.23,1723,1225
673,-0.360107,0.027588,0.943848,1.010587,0.427246,-4.150391,-0.366211,1.674,20.875,2.324,20.435,-0.390,-3.333,2.265,-22.255,-20.017,-24.574,69.98,65.43,1722,1227
715,-0.357788,0.028809,0.951538,1.016989,0.061035,-2.075195,0.000000,1.734,20.598,2.301,20.320,-0.522,-3.039,2.251,-22.113,-19.876,-24.387,70.12,65.61,1721,1229
773,-0.359497,0.036011,0.950073,1.016452,-0.061035,-1.098633,0.305176,2.171,20.712,2.296,20.229,-0.744,-1.745,2.314,-22.130,-19.826,-24.427,70.17,65.57,1720,1229
823,-0.354858,0.042114,0.946167,1.011400,-0.244141,-3.112793,0.000000,2.549,20.540,2.341,20.170,-0.787,-2.355,2.423,-22.006,-19.626,-24.450,70.37,65.55,1718,1228
873,-0.341797,0.044312,0.951050,1.011575,-0.671387,-0.854492,-0.610352,2.668,19.748,2.377,20.041,-0.794,-2.184,2.473,-21.757,-19.338,-24.247,70.66,65.75,1715,1231
