ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,0.229248,-0.010498,0.992187,1.018381,-0.183105,-0.549316,-0.793457,-0.606,-13.009,-0.588,-12.983,-0.364,2.200,-0.511,14.042,7.442,8.004,92.40,92.40,1473,1527
73,0.228638,-0.010498,0.991089,1.017174,-0.183105,-0.610352,-0.854492,-0.607,-12.990,-0.647,-12.625,-1.386,8.139,-0.635,13.299,12.719,13.957,102.72,103.96,1359,1655
123,0.232300,-0.009155,0.989624,1.016564,-0.244141,-1.953125,-1.098633,-0.530,-13.210,-0.707,-12.244,-1.619,8.929,-0.711,12.850,12.208,13.609,102.21,103.61,1364,1651
173,0.231567,-0.011353,0.989380,1.016181,-0.305176,-0.732422,-0.793457,-0.657,-13.172,-0.768,-11.870,-1.736,9.545,-0.788,12.409,11.694,13.245,101.69,103.24,1370,1647
223,0.228882,-0.011230,0.993408,1.019496,-0.183105,-0.366211,-0.854492,-0.648,-12.974,-0.824,-11.513,-1.712,9.901,-0.846,11.993,11.220,12.893,101.22,102.89,1375,1643
264,0.227905,-0.010010,0.993164,1.019027,-0.244141,-0.976562,-0.854492,-0.577,-12.924,-0.864,-11.248,-1.700,9.797,-0.887,11.710,10.886,12.645,100.89,102.64,1379,1640
323,0.229492,-0.011597,0.991699,1.017973,-0.122070,-0.549316,-0.915527,-0.670,-13.029,-0.922,-10.903,-1.696,9.799,-0.951,11.344,10.451,12.337,100.45,102.34,1384,1637
373,0.228638,-0.010376,0.992310,1.018362,-0.244141,-0.671387,-0.854492,-0.599,-12.974,-0.960,-10.638,-1.697,9.832,-0.991,11.053,10.114,12.082,100.11,102.08,1388,1634
423,0.229004,-0.009888,0.993896,1.019986,-0.305176,-0.976562,-0.854492,-0.570,-12.974,-0.995,-10.401,-1.724,9.751,-1.030,10.802,9.816,11.864,99.82,101.86,1391,1632
473,0.228394,-0.010132,0.994141,1.020089,-0.244141,-0.793457,-0.915527,-0.584,-12.938,-1.028,-10.194,-1.717,9.742,-1.066,10.576,9.556,11.675,99.56,101.68,1394,1630
514,0.228760,-0.010132,0.992187,1.018268,-0.366211,-0.549316,-0.854492,-0.585,-12.983,-1.052,-10.038,-1.760,9.848,-1.094,10.406,9.353,11.528,99.35,101.53,1396,1628
573,0.229492,-0.009033,0.983398,1.009862,-0.427246,-0.305176,-0.732422,-0.526,-13.135,-1.083,-9.837,-1.743,9.460,-1.123,10.226,9.127,11.366,99.13,101.37,1399,1626
623,0.228271,-0.009888,0.990479,1.016491,-0.305176,-0.671387,-0.915527,-0.572,-12.977,-1.109,-9.681,-1.747,9.793,-1.154,10.023,8.905,11.203,98.91,101.20,1401,1624
673,0.228760,-0.010132,0.992310,1.018387,-0.244141,-0.732422,-0.793457,-0.585,-12.981,-1.128,-9.537,-1.738,9.801,-1.174,9.868,8.724,11.064,98.72,101.06,1403,1623
715,0.227783,-0.010010,0.992920,1.018762,-0.244141,-0.854492,-0.854492,-0.578,-12.920,-1.143,-9.429,-1.730,9.826,-1.191,9.743,8.582,10.956,98.58,100.96,1405,1622
773,0.228516,-0.009766,0.992310,1.018329,-0.183105,-0.732422,-0.854492,-0.564,-12.968,-1.166,-9.288,-1.695,9.768,-1.213,9.600,8.410,10.831,98.41,100.83,1407,1620
823,0.228638,-0.009277,0.992432,1.018470,-0.244141,-0.732422,-0.854492,-0.536,-12.973,-1.178,-9.185,-1.709,9.791,-1.225,9.488,8.284,10.730,98.28,100.73,1408,1619
873,0.229736,-0.009888,0.989746,1.016107,-0.305176,-0.732422,-0.793457,-0.572,-13.067,-1.194,-9.096,-1.709,9.582,-1.242,9.415,8.184,10.664,98.18,100.66,1409,1618
923,0.229614,-0.010498,0.992554,1.018821,-0.244141,-0.793457,-0.854492,-0.606,-13.025,-1.210,-9.021,-1.722,9.682,-1.261,9.322,8.079,10.596,98.08,100.60,1410,1618
964,0.228882,-0.010254,0.992065,1.018178,-0.305176,-0.854492,-0.854492,-0.592,-12.991,-1.221,-8.955,-1.724,9.750,-1.274,9.244,7.983,10.526,97.98,100.53,1411,1617
1023,0.228394,-0.011230,0.993652,1.019625,-0.183105,-0.732422,-0.915527,-0.648,-12.944,-1.237,-8.866,-1.762,9.842,-1.296,9.137,7.858,10.443,97.86,100.44,1413,1616
1073,0.228882,-0.009888,0.993408,1.019482,-0.244141,-0.976562,-0.915527,-0.570,-12.974,-1.245,-8.800,-1.741,9.724,-1.301,9.077,7.785,10.384,97.79,100.38,1413,1615
1123,0.229248,-0.010742,0.992676,1.018860,-0.183105,-0.854492,-0.854492,-0.620,-13.003,-1.257,-8.744,-1.723,9.802,-1.313,9.015,7.711,10.334,97.71,100.33,1414,1615
1173,0.227905,-0.009277,0.990356,1.016284,-0.305176,-1.098633,-0.915527,-0.537,-12.959,-1.262,-8.696,-1.709,9.590,-1.316,8.971,7.661,10.292,97.66,100.29,1415,1614
1214,0.229370,-0.010132,0.994019,1.020189,-0.305176,-0.854492,-0.793457,-0.584,-12.993,-1.269,-8.665,-1.752,9.718,-1.328,8.933,7.617,10.268,97.62,100.27,1415,1614
1273,0.228760,-0.009399,0.994995,1.020997,-0.427246,-0.610352,-0.854492,-0.541,-12.947,-1.276,-8.606,-1.683,9.997,-1.330,8.848,7.529,10.188,97.53,100.19,1416,1613
1323,0.230469,-0.009277,0.991089,1.017575,-0.305176,-1.159668,-0.915527,-0.536,-13.090,-1.282,-8.567,-1.743,9.654,-1.338,8.843,7.500,10.176,97.50,100.18,1417,1613
1373,0.229126,-0.010376,0.988770,1.015023,-0.244141,-0.976562,-0.854492,-0.601,-13.046,-1.286,-8.538,-1.734,9.612,-1.344,8.809,7.465,10.150,97.46,100.15,1417,1613
1415,0.229248,-0.009766,0.991577,1.017780,-0.244141,-0.915527,-0.854492,-0.564,-13.017,-1.290,-8.524,-1.750,9.610,-1.349,8.790,7.448,10.144,97.45,100.14,1417,1613
1473,0.229614,-0.010132,0.991699,1.017985,-0.305176,-0.732422,-0.854492,-0.585,-13.036,-1.296,-8.495,-1.731,9.784,-1.354,8.751,7.402,10.108,97.40,100.11,1418,1612
1523,0.228394,-0.009277,0.991943,1.017940,-0.305176,-0.732422,-0.854492,-0.536,-12.966,-1.298,-8.471,-1.731,9.818,-1.357,8.715,7.369,10.081,97.37,100.08,1418,1612
1573,0.228271,-0.010498,0.989502,1.015545,-0.183105,-0.854492,-0.854492,-0.608,-12.990,-1.303,-8.446,-1.710,9.742,-1.363,8.695,7.335,10.059,97.34,100.06,1418,1612
1623,0.230591,-0.009888,0.992676,1.019154,-0.366211,-1.037598,-0.854492,-0.571,-13.077,-1.309,-8.428,-1.769,9.745,-1.370,8.687,7.317,10.055,97.32,100.05,1419,1612
1664,0.228882,-0.010864,0.990845,1.016995,-0.122070,-0.732422,-0.915527,-0.628,-13.006,-1.317,-8.412,-1.725,9.780,-1.379,8.659,7.284,10.040,97.28,100.04,1419,1612
1723,0.229492,-0.010010,0.992310,1.018551,-0.244141,-0.549316,-0.854492,-0.578,-13.021,-1.318,-8.399,-1.739,9.806,-1.379,8.644,7.273,10.029,97.27,100.03,1419,1611
1773,0.229858,-0.010254,0.990601,1.016971,-0.183105,-0.854492,-0.915527,-0.593,-13.063,-1.322,-8.385,-1.720,9.762,-1.381,8.638,7.256,10.018,97.26,100.02,1419,1611
1823,0.231689,-0.009766,0.993042,1.019759,-0.122070,-1.892090,-1.098633,-0.563,-13.132,-1.326,-8.373,-1.716,9.511,-1.384,8.648,7.244,10.017,97.24,100.02,1420,1611
1875,0.230713,-0.010254,0.991943,1.018472,-0.183105,-0.732422,-0.854492,-0.592,-13.093,-1.326,-8.371,-1.712,9.705,-1.385,8.629,7.243,10.013,97.24,100.01,1420,1611
1914,0.231445,-0.010864,0.995239,1.021854,-0.061035,-1.281738,-0.976562,-0.625,-13.091,-1.327,-8.360,-1.682,9.739,-1.385,8.615,7.223,9.995,97.22,99.99,1420,1611
1973,0.229980,-0.010254,0.992554,1.018901,-0.244141,-0.732422,-0.915527,-0.592,-13.045,-1.327,-8.350,-1.727,9.800,-1.388,8.595,7.210,9.984,97.21,99.98,1420,1611
2023,0.230103,-0.010254,0.992310,1.018691,-0.244141,-0.732422,-0.854492,-0.592,-13.055,-1.329,-8.341,-1.751,9.804,-1.391,8.587,7.198,9.979,97.20,99.98,1420,1611
2073,0.231079,-0.010132,0.990845,1.017484,-0.183105,-1.281738,-0.854492,-0.586,-13.127,-1.332,-8.340,-1.732,9.478,-1.392,8.614,7.208,9.994,97.21,99.99,1420,1611
2115,0.230591,-0.009399,0.993164,1.019625,-0.244141,-0.793457,-0.915527,-0.542,-13.071,-1.331,-8.340,-1.722,9.703,-1.390,8.593,7.204,9.986,97.20,99.99,1420,1611
2173,0.229370,-0.010498,0.991943,1.018171,-0.305176,-0.427246,-0.854492,-0.606,-13.019,-1.333,-8.328,-1.743,9.963,-1.396,8.558,7.173,9.961,97.17,99.96,1420,1611
2223,0.229004,-0.009155,0.993408,1.019503,-0.244141,-0.671387,-0.854492,-0.528,-12.981,-1.335,-8.312,-1.744,9.858,-1.397,8.543,7.150,9.944,97.15,99.94,1421,1610
2273,0.230103,-0.009644,0.993774,1.020112,-0.305176,-0.793457,-0.854492,-0.556,-13.036,-1.336,-8.304,-1.752,9.794,-1.399,8.545,7.147,9.944,97.15,99.94,1421,1610
2323,0.231079,-0.010376,0.991699,1.018319,-0.244141,-0.366211,-0.854492,-0.599,-13.116,-1.339,-8.301,-1.729,9.930,-1.399,8.543,7.145,9.943,97.14,99.94,1421,1610
2364,0.228394,-0.009888,0.994019,1.019968,-0.366211,-0.732422,-0.793457,-0.570,-12.940,-1.342,-8.283,-1.802,9.997,-1.410,8.499,7.096,9.913,97.10,99.91,1421,1610
2423,0.229614,-0.009399,0.991211,1.017502,-0.183105,-0.976562,-0.854492,-0.543,-13.042,-1.342,-8.278,-1.705,9.662,-1.402,8.525,7.117,9.924,97.12,99.92,1421,1610
2473,0.228516,-0.009888,0.991821,1.017854,-0.305176,-1.037598,-0.854492,-0.571,-12.974,-1.338,-8.281,-1.694,9.605,-1.398,8.523,7.127,9.922,97.13,99.92,1421,1610
2517,0.229980,-0.009521,0.991089,1.017467,-0.244141,-0.732422,-0.854492,-0.550,-13.064,-1.342,-8.264,-1.758,9.691,-1.405,8.511,7.096,9.908,97.10,99.91,1421,1610
2565,0.226807,-0.008179,0.994385,1.019956,-0.366211,-0.732422,-0.854492,-0.471,-12.848,-1.335,-8.279,-1.696,9.942,-1.396,8.486,7.102,9.895,97.10,99.89,1421,1610
2623,0.228027,-0.010376,0.993164,1.019058,-0.305176,-0.854492,-0.854492,-0.599,-12.930,-1.336,-8.271,-1.717,9.807,-1.399,8.495,7.101,9.896,97.10,99.90,1421,1610
2673,0.229736,-0.009399,0.989990,1.016340,-0.122070,-0.732422,-0.915527,-0.544,-13.064,-1.335,-8.272,-1.727,9.656,-1.395,8.522,7.124,9.915,97.12,99.92,1421,1610
2723,0.230103,-0.009644,0.991211,1.017614,-0.244141,-0.610352,-0.854492,-0.557,-13.069,-1.334,-8.275,-1.743,9.770,-1.395,8.519,7.126,9.916,97.13,99.92,1421,1610
2773,0.230347,-0.010498,0.992432,1.018867,-0.305176,-0.793457,-0.793457,-0.606,-13.066,-1.333,-8.274,-1.713,9.711,-1.393,8.522,7.127,9.912,97.13,99.91,1421,1610
2815,0.229370,-0.009033,0.993042,1.019228,-0.366211,-0.549316,-0.854492,-0.521,-13.005,-1.330,-8.269,-1.712,9.874,-1.390,8.499,7.113,9.892,97.11,99.89,1421,1610
2873,0.229858,-0.010376,0.993042,1.019350,-0.488281,-1.220703,-0.854492,-0.599,-13.032,-1.332,-8.266,-1.809,9.684,-1.399,8.510,7.109,9.902,97.11,99.90,1421,1610
2923,0.229614,-0.010132,0.991333,1.017628,-0.244141,-0.671387,-0.854492,-0.586,-13.040,-1.336,-8.269,-1.738,9.769,-1.398,8.509,7.111,9.906,97.11,99.91,1421,1610
2973,0.229980,-0.010254,0.992554,1.018901,-0.244141,-0.854492,-0.793457,-0.592,-13.045,-1.337,-8.267,-1.725,9.766,-1.399,8.507,7.107,9.903,97.11,99.90,1421,1610
3023,0.229492,-0.009033,0.994507,1.020682,-0.244141,-0.976562,-0.854492,-0.520,-12.994,-1.339,-8.266,-1.705,9.765,-1.399,8.501,7.103,9.903,97.10,99.90,1421,1610
3064,0.230835,-0.010132,0.991211,1.017785,-0.183105,-0.488281,-0.793457,-0.586,-13.109,-1.341,-8.267,-1.717,9.798,-1.401,8.514,7.108,9.912,97.11,99.91,1421,1610
3123,0.230591,-0.009888,0.992187,1.018679,-0.366211,-0.915527,-0.854492,-0.571,-13.083,-1.342,-8.263,-1.735,9.729,-1.404,8.510,7.101,9.908,97.10,99.91,1421,1610
3173,0.229492,-0.009521,0.993042,1.019259,-0.427246,-0.793457,-0.854492,-0.549,-13.012,-1.339,-8.263,-1.741,9.809,-1.401,8.497,7.100,9.900,97.10,99.90,1421,1610
3223,0.229004,-0.010132,0.994019,1.020107,-0.305176,-0.793457,-0.915527,-0.584,-12.973,-1.340,-8.265,-1.740,9.789,-1.404,8.495,7.102,9.906,97.10,99.91,1421,1610
3275,0.229614,-0.008911,0.989014,1.015357,-0.244141,-0.732422,-0.793457,-0.516,-13.070,-1.341,-8.265,-1.740,9.756,-1.402,8.510,7.105,9.911,97.11,99.91,1421,1610
3323,0.229858,-0.009277,0.990112,1.016486,-0.244141,-0.610352,-0.793457,-0.537,-13.069,-1.339,-8.267,-1.749,9.849,-1.401,8.506,7.106,9.908,97.11,99.91,1421,1610
3373,0.229614,-0.009399,0.991089,1.017383,-0.305176,-0.671387,-0.854492,-0.543,-13.044,-1.341,-8.263,-1.749,9.895,-1.403,8.495,7.093,9.899,97.09,99.90,1421,1610
3423,0.228882,-0.009399,0.990845,1.016980,-0.183105,-0.732422,-0.915527,-0.544,-13.006,-1.342,-8.262,-1.729,9.841,-1.403,8.493,7.093,9.900,97.09,99.90,1421,1610
3473,0.229492,-0.009033,0.992676,1.018898,-0.427246,-1.037598,-0.915527,-0.521,-13.017,-1.339,-8.261,-1.759,9.751,-1.402,8.499,7.096,9.900,97.10,99.90,1421,1610
3514,0.228149,-0.009766,0.988159,1.014202,-0.366211,-0.366211,-0.793457,-0.566,-13.000,-1.342,-8.261,-1.793,9.878,-1.408,8.489,7.089,9.902,97.09,99.90,1421,1610
3573,0.229370,-0.009277,0.986084,1.012452,-0.305176,-0.366211,-0.793457,-0.539,-13.094,-1.341,-8.265,-1.729,9.671,-1.401,8.518,7.114,9.916,97.11,99.92,1421,1610
3623,0.228271,-0.009399,0.991821,1.017794,-0.183105,-0.610352,-0.854492,-0.543,-12.961,-1.340,-8.263,-1.706,9.832,-1.401,8.489,7.096,9.898,97.10,99.90,1421,1610
3673,0.229736,-0.009399,0.994873,1.021097,-0.366211,-0.793457,-0.854492,-0.541,-13.002,-1.338,-8.262,-1.751,9.857,-1.401,8.492,7.098,9.897,97.10,99.90,1421,1610
3723,0.228638,-0.010254,0.988403,1.014555,-0.244141,-0.549316,-0.854492,-0.594,-13.024,-1.342,-8.270,-1.743,9.700,-1.405,8.512,7.114,9.922,97.11,99.92,1421,1610
3764,0.230713,-0.009277,0.991455,1.017987,-0.244141,-0.732422,-0.854492,-0.536,-13.099,-1.343,-8.276,-1.740,9.759,-1.403,8.524,7.120,9.928,97.12,99.93,1421,1610
3823,0.229614,-0.010498,0.992065,1.018345,-0.244141,-0.854492,-0.915527,-0.606,-13.031,-1.347,-8.275,-1.759,9.783,-1.411,8.514,7.106,9.926,97.11,99.93,1421,1610
3873,0.230469,-0.009766,0.990967,1.017461,-0.305176,-0.793457,-0.854492,-0.565,-13.092,-1.346,-8.280,-1.725,9.757,-1.407,8.528,7.121,9.935,97.12,99.93,1421,1610
3923,0.230591,-0.009766,0.991821,1.018321,-0.305176,-0.793457,-0.854492,-0.564,-13.088,-1.345,-8.282,-1.730,9.774,-1.405,8.529,7.123,9.934,97.12,99.93,1421,1610
3965,0.230103,-0.009766,0.991699,1.018091,-0.305176,-0.854492,-0.854492,-0.564,-13.062,-1.343,-8.283,-1.753,9.760,-1.406,8.528,7.122,9.933,97.12,99.93,1421,1610
4023,0.230713,-0.009399,0.992798,1.019296,-0.305176,-0.732422,-0.793457,-0.542,-13.082,-1.340,-8.284,-1.750,9.790,-1.401,8.529,7.127,9.930,97.13,99.93,1421,1610
4073,0.230957,-0.009155,0.991943,1.018517,-0.183105,-0.671387,-0.915527,-0.529,-13.106,-1.340,-8.278,-1.743,9.879,-1.400,8.521,7.116,9.920,97.12,99.92,1421,1610
4123,0.230347,-0.010010,0.991211,1.017673,-0.244141,-0.732422,-0.854492,-0.579,-13.082,-1.340,-8.275,-1.759,9.784,-1.402,8.519,7.113,9.918,97.11,99.92,1421,1610
4173,0.231079,-0.009644,0.992554,1.019143,-0.244141,-0.732422,-0.854492,-0.557,-13.105,-1.340,-8.278,-1.732,9.789,-1.400,8.525,7.123,9.924,97.12,99.92,1421,1610
4214,0.231079,-0.010254,0.993042,1.019625,-0.305176,-0.793457,-0.854492,-0.592,-13.099,-1.341,-8.278,-1.750,9.776,-1.404,8.526,7.120,9.926,97.12,99.93,1421,1610
4273,0.230713,-0.009766,0.992310,1.018824,-0.305176,-0.732422,-0.915527,-0.564,-13.088,-1.343,-8.281,-1.756,9.778,-1.406,8.527,7.120,9.931,97.12,99.93,1421,1610
4323,0.231934,-0.010132,0.991821,1.018629,-0.244141,-0.732422,-0.915527,-0.585,-13.161,-1.343,-8.285,-1.739,9.817,-1.403,8.539,7.131,9.938,97.13,99.94,1421,1610
4373,0.230469,-0.009888,0.992065,1.018532,-0.305176,-0.732422,-0.854492,-0.571,-13.078,-1.345,-8.283,-1.755,9.788,-1.407,8.528,7.119,9.933,97.12,99.93,1421,1610
4423,0.231934,-0.009766,0.991699,1.018507,-0.244141,-0.793457,-0.854492,-0.564,-13.163,-1.345,-8.285,-1.752,9.749,-1.405,8.543,7.129,9.942,97.13,99.94,1421,1610
4464,0.229980,-0.009155,0.992432,1.018772,-0.244141,-0.732422,-0.854492,-0.529,-13.047,-1.343,-8.281,-1.738,9.788,-1.404,8.522,7.117,9.926,97.12,99.93,1421,1610
4523,0.229980,-0.010620,0.991821,1.018191,-0.244141,-0.549316,-0.854492,-0.613,-13.054,-1.341,-8.280,-1.718,9.859,-1.403,8.517,7.118,9.922,97.12,99.92,1421,1610
4573,0.231079,-0.009766,0.993774,1.020334,-0.244141,-1.037598,-0.915527,-0.563,-13.090,-1.340,-8.278,-1.740,9.757,-1.401,8.526,7.121,9.923,97.12,99.92,1421,1610
4623,0.230591,-0.009033,0.991821,1.018314,-0.244141,-0.793457,-0.854492,-0.522,-13.088,-1.340,-8.281,-1.739,9.772,-1.400,8.528,7.125,9.927,97.13,99.93,1421,1610
4665,0.229492,-0.009521,0.993042,1.019259,-0.366211,-0.671387,-0.854492,-0.549,-13.012,-1.340,-8.275,-1.776,9.880,-1.404,8.506,7.105,9.913,97.11,99.91,1421,1610
4723,0.230591,-0.009766,0.991699,1.018202,-0.244141,-0.732422,-0.854492,-0.564,-13.089,-1.341,-8.272,-1.743,9.832,-1.402,8.515,7.110,9.915,97.11,99.92,1421,1610
4773,0.230469,-0.010376,0.992432,1.018894,-0.305176,-0.793457,-0.854492,-0.599,-13.073,-1.345,-8.271,-1.753,9.792,-1.408,8.514,7.105,9.920,97.10,99.92,1421,1610
4823,0.230347,-0.009888,0.992554,1.018980,-0.305176,-0.793457,-0.915527,-0.571,-13.065,-1.346,-8.274,-1.751,9.773,-1.409,8.517,7.108,9.925,97.11,99.92,1421,1610
4873,0.229126,-0.009888,0.992187,1.018348,-0.183105,-0.793457,-0.915527,-0.571,-13.003,-1.346,-8.269,-1.719,9.778,-1.407,8.504,7.096,9.912,97.10,99.91,1421,1610
4914,0.230957,-0.009888,0.991943,1.018524,-0.305176,-0.793457,-0.915527,-0.571,-13.106,-1.344,-8.273,-1.723,9.751,-1.404,8.523,7.115,9.923,97.11,99.92,1421,1610
4973,0.230347,-0.008789,0.992920,1.019327,-0.305176,-0.732422,-0.915527,-0.507,-13.060,-1.338,-8.277,-1.741,9.826,-1.398,8.517,7.122,9.919,97.12,99.92,1421,1610
5023,0.229004,-0.009033,0.992310,1.018431,-0.305176,-0.671387,-0.854492,-0.522,-12.995,-1.335,-8.275,-1.748,9.830,-1.397,8.506,7.115,9.908,97.12,99.91,1421,1610
5067,0.230225,-0.009644,0.990967,1.017404,-0.305176,-0.732422,-0.854492,-0.558,-13.079,-1.340,-8.242,-1.748,9.822,-1.401,8.482,7.098,9.895,97.10,99.90,1421,1610
5116,0.230103,-0.009888,0.992920,1.019282,-0.305176,-0.732422,-0.915527,-0.571,-13.047,-1.334,-8.274,-1.744,9.810,-1.396,8.513,7.118,9.908,97.12,99.91,1421,1610
5164,0.230225,-0.009766,0.989868,1.016335,-0.244141,-0.854492,-0.915527,-0.565,-13.093,-1.335,-8.274,-1.725,9.716,-1.395,8.525,7.124,9.915,97.12,99.92,1421,1610
5223,0.228882,-0.008911,0.992920,1.018998,-0.183105,-0.549316,-0.854492,-0.514,-12.980,-1.333,-8.274,-1.721,9.803,-1.393,8.505,7.121,9.908,97.12,99.91,1421,1610
5273,0.229248,-0.008423,0.991943,1.018124,-0.305176,-0.610352,-0.854492,-0.487,-13.013,-1.328,-8.276,-1.724,9.836,-1.386,8.509,7.127,9.902,97.13,99.90,1421,1610
5323,0.230347,-0.009033,0.992676,1.019091,-0.244141,-0.976562,-0.915527,-0.521,-13.064,-1.326,-8.274,-1.753,9.778,-1.386,8.517,7.129,9.902,97.13,99.90,1421,1610
5365,0.231323,-0.009155,0.991577,1.018243,-0.305176,-0.732422,-0.854492,-0.529,-13.131,-1.324,-8.278,-1.750,9.785,-1.383,8.529,7.142,9.909,97.14,99.91,1421,1610
5423,0.229858,-0.009521,0.991455,1.017796,-0.305176,-0.793457,-0.854492,-0.550,-13.052,-1.326,-8.278,-1.737,9.790,-1.386,8.519,7.133,9.905,97.13,99.90,1421,1610
5473,0.230713,-0.009644,0.990479,1.017039,-0.244141,-0.793457,-0.854492,-0.558,-13.112,-1.329,-8.277,-1.756,9.807,-1.390,8.525,7.132,9.911,97.13,99.91,1421,1610
5523,0.229980,-0.008911,0.991089,1.017461,-0.244141,-0.793457,-0.854492,-0.515,-13.064,-1.327,-8.275,-1.728,9.795,-1.385,8.517,7.130,9.902,97.13,99.90,1421,1610
5573,0.229980,-0.010010,0.992920,1.019255,-0.305176,-0.793457,-0.854492,-0.578,-13.040,-1.326,-8.279,-1.731,9.761,-1.387,8.520,7.140,9.911,97.14,99.91,1421,1610
5614,0.230591,-0.009521,0.992432,1.018913,-0.244141,-0.732422,-0.854492,-0.550,-13.080,-1.325,-8.281,-1.721,9.777,-1.383,8.527,7.144,9.910,97.14,99.91,1421,1610
5673,0.230957,-0.009644,0.991455,1.018046,-0.244141,-0.671387,-0.854492,-0.557,-13.112,-1.322,-8.285,-1.739,9.795,-1.382,8.534,7.154,9.916,97.15,99.92,1421,1610
