ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,0.625610,-0.154175,0.647339,0.913349,17.822266,-6.469727,65.795898,-13.396,-43.233,-17.291,-41.102,3.194,3.504,-16.049,46.335,16.657,33.000,92.40,92.40,1473,1527
73,1.059326,-0.259033,0.534668,1.214553,16.540527,-12.329102,65.673828,-25.849,-60.715,-17.855,-40.003,22.216,14.933,-18.164,42.999,26.876,59.573,106.80,106.80,1313,1687
123,0.702271,-0.112183,0.673462,0.979449,26.977539,-5.432129,78.430176,-9.457,-45.808,-17.996,-38.575,27.480,16.983,-11.898,46.477,32.251,57.241,118.80,118.80,1180,1820
173,0.462646,-0.111694,0.615845,0.778320,28.625488,18.554687,68.298340,-10.280,-36.471,-18.232,-37.360,28.597,21.917,-18.196,39.673,26.397,58.384,120.01,130.80,1167,1953
223,0.618530,-0.237305,0.629639,0.913968,-12.573242,-31.005859,56.152344,-20.651,-42.590,-19.437,-36.600,6.054,2.765,-21.679,43.956,25.495,59.845,116.82,142.80,1202,2087
264,0.691772,-0.181152,0.639038,0.959028,-0.549316,-69.946289,23.071289,-15.827,-46.164,-20.456,-37.174,1.898,-26.371,-18.935,48.707,28.019,59.994,118.02,149.99,1189,2167
323,0.699707,-0.173584,0.795288,1.073408,-29.907227,-58.105469,-10.925293,-12.313,-40.682,-21.030,-39.121,-18.692,-40.868,-18.678,46.261,26.630,59.996,116.63,150.00,1204,2167
373,0.615479,-0.374634,0.707520,1.009826,-24.902344,-70.312500,-25.695801,-27.901,-37.553,-22.520,-41.257,-33.793,-39.859,-29.620,45.529,18.088,60.000,110.12,150.00,1276,2167
423,0.742310,-0.156738,0.540283,0.931395,-25.146484,-84.777832,-17.333984,-16.178,-52.843,-23.266,-44.348,-23.668,-54.314,-21.785,57.922,33.021,60.000,117.27,150.00,1197,2167
473,0.763794,-0.429687,0.494263,1.006135,-31.860352,-78.430176,14.160156,-41.002,-49.388,-26.122,-47.632,-33.635,-55.145,-41.233,56.765,16.569,60.000,110.07,150.00,1277,2167
514,0.766357,-0.513306,0.442505,1.023033,-23.620605,-80.017090,36.315918,-49.236,-48.513,-29.970,-49.505,-30.303,-55.871,-48.402,56.904,9.610,60.000,100.47,150.00,1384,2167
573,0.921509,-0.483276,0.353638,1.098997,1.586914,-59.997559,65.979004,-53.805,-56.982,-36.619,-51.926,-14.393,-48.340,-53.274,60.000,8.402,60.000,99.21,150.00,1398,2167
623,0.914795,-0.475708,0.387451,1.101484,8.666992,2.258301,77.453613,-50.838,-56.151,-41.018,-51.618,3.569,-7.391,-51.784,60.000,10.100,60.000,100.10,150.00,1388,2167
673,0.832520,-0.485718,0.458862,1.067504,23.742676,10.009766,75.988770,-46.629,-51.249,-43.787,-49.119,13.073,17.496,-49.269,54.396,4.136,60.000,94.14,150.00,1454,2167
715,0.745605,-0.664062,0.518433,1.125024,27.954102,11.169434,63.903809,-52.021,-41.510,-45.200,-46.589,13.421,27.653,-53.648,45.849,-6.069,60.000,86.79,150.00,1536,2167
773,0.685669,-0.655884,0.477173,1.062083,15.869141,-15.014648,50.109863,-53.963,-40.210,-46.415,-42.901,12.400,16.605,-55.566,44.162,-10.675,60.000,79.32,150.00,1619,2167
823,0.706787,-0.589722,0.518433,1.056453,8.666992,-25.878906,41.198730,-48.681,-41.991,-47.134,-41.022,11.304,5.079,-52.132,45.405,-6.915,60.000,83.09,150.00,1577,2167
873,0.714966,-0.638184,0.525024,1.092751,19.714355,-38.024902,31.799316,-50.556,-40.865,-48.060,-39.781,12.971,-7.172,-53.729,44.770,-10.453,60.000,79.55,150.00,1616,2167
923,0.673950,-0.720459,0.480347,1.097271,11.718750,-24.414062,27.465820,-56.308,-37.894,-48.539,-39.300,11.753,-5.152,-58.099,42.340,-12.721,60.000,78.72,150.00,1625,2167
964,0.717041,-0.629761,0.519531,1.086581,27.343750,-28.930664,30.639648,-50.479,-41.293,-48.919,-38.812,17.592,-6.507,-53.727,44.663,-10.713,60.000,79.29,150.00,1619,2167
1014,0.794922,-0.515137,0.494385,1.068496,17.333984,3.723145,29.296875,-46.178,-48.070,-48.266,-38.676,21.648,8.991,-50.157,48.613,-2.325,60.000,87.68,150.00,1526,2167
1073,0.652954,-0.651123,0.492554,1.045428,16.418457,16.418457,8.789063,-52.894,-38.651,-47.198,-37.564,10.790,32.076,-55.199,40.065,-12.748,60.000,78.54,150.00,1627,2167
1123,0.619629,-0.556274,0.531250,0.987729,12.634277,0.000000,-2.807617,-46.318,-38.853,-46.048,-36.622,12.231,27.483,-49.968,40.122,-10.600,60.000,79.40,150.00,1618,2167
1175,0.637329,-0.616943,0.513062,1.024714,3.662109,-0.854492,-9.582520,-50.252,-38.459,-45.113,-36.379,5.002,22.955,-52.855,40.019,-12.087,60.000,77.91,150.00,1634,2167
1214,0.660767,-0.664551,0.534424,1.078818,7.385254,-1.037598,-15.747070,-51.194,-37.770,-44.724,-36.320,3.270,21.077,-53.483,39.616,-14.180,60.000,75.82,150.00,1658,2167
1273,0.843872,-0.536987,0.535156,1.134402,1.708984,75.134277,-29.846191,-45.098,-48.064,-42.877,-36.767,1.896,56.815,-48.495,45.004,-3.959,60.000,86.04,150.00,1544,2167
1323,0.718262,-0.612549,0.439819,1.041421,11.413574,195.556641,-41.381836,-54.321,-43.606,-39.990,-34.983,5.736,151.058,-53.748,35.475,-15.927,60.000,76.18,150.00,1654,2167
1373,0.627319,-0.546509,0.672485,1.069784,13.427734,263.793945,-45.227051,-39.100,-35.902,-35.315,-29.026,9.588,234.444,-40.350,21.791,-19.416,60.000,70.58,150.00,1716,2167
1415,0.484009,-0.500610,0.695557,0.984213,33.142090,371.765137,-55.419922,-35.744,-29.457,-31.190,-21.457,15.083,309.929,-35.603,9.015,-25.493,47.188,64.51,140.83,1783,2065
1473,-0.614014,-0.831665,0.626831,1.208965,4.943848,339.355469,-52.917480,-52.994,30.523,-27.643,-2.927,7.381,385.717,-29.821,-20.031,-52.344,9.981,51.78,126.43,1925,1905
1523,-0.075562,-0.408569,1.070435,1.148246,21.911621,111.999512,-14.160156,-20.891,3.773,-27.118,9.619,17.415,251.133,-27.442,-24.328,-52.583,3.650,39.78,114.43,2058,1771
1573,0.104614,-0.245605,0.628418,0.682770,55.969238,103.454590,9.033203,-21.347,-8.814,-26.217,15.390,38.810,146.357,-26.366,-25.516,-50.577,2.365,39.42,102.43,2062,1638
1623,-0.585083,-0.652222,0.865845,1.231829,39.428711,100.769043,30.700684,-36.990,28.357,-26.826,21.549,27.679,135.435,-27.704,-31.636,-59.254,1.606,30.75,95.97,2158,1566
1664,-0.423340,-0.437500,0.770996,0.982374,35.766602,10.925293,31.494141,-29.573,25.527,-26.004,25.592,34.580,78.530,-27.745,-32.644,-59.937,-5.682,30.06,86.38,2166,1460
1723,-0.397217,-0.394409,0.832397,1.003108,34.973145,8.544922,9.704590,-25.353,23.327,-24.656,27.960,30.286,38.634,-25.363,-31.540,-57.537,-5.007,32.46,84.99,2139,1444
1773,-0.426514,-0.328369,0.889282,1.039501,28.564453,-27.282715,-2.990723,-20.267,24.224,-23.138,28.700,31.572,16.984,-22.653,-31.209,-54.534,-8.011,35.47,81.99,2106,1411
1823,-0.310303,-0.314331,0.721069,0.845596,39.001465,-21.911621,-12.756348,-23.554,21.528,-21.743,27.957,35.480,-2.552,-22.098,-28.882,-51.453,-7.028,38.55,82.97,2072,1422
1875,-0.367432,-0.323120,0.849243,0.980116,28.076172,48.645020,-26.916504,-20.831,22.017,-21.118,27.841,21.951,39.260,-21.707,-31.523,-52.954,-8.878,37.05,81.12,2088,1401
1923,-0.395142,-0.247437,0.943237,1.052168,16.174316,36.254883,-17.395020,-14.699,22.058,-20.639,29.180,22.279,59.513,-19.928,-33.923,-53.444,-13.885,36.56,76.11,2094,1346
1973,-0.476440,-0.370117,0.911621,1.093177,20.202637,33.813477,2.319336,-22.097,25.838,-20.751,30.357,11.278,56.402,-22.410,-35.227,-56.886,-12.965,33.11,77.04,2132,1356
2023,-1.070313,-0.336914,0.629883,1.286791,35.400391,-2.624512,13.061523,-28.142,56.281,-21.344,32.546,17.678,39.163,-22.274,-37.956,-59.918,-14.570,30.08,75.43,2166,1338
2073,-0.478760,-0.239868,0.855835,1.009555,36.254883,-19.592285,7.751465,-15.657,28.309,-20.251,33.652,25.244,8.323,-18.995,-35.434,-55.957,-17.399,34.04,72.60,2122,1307
2114,-0.551880,-0.333984,0.914795,1.119360,33.325195,3.784180,-15.258789,-20.057,29.540,-19.315,33.962,29.117,16.108,-19.638,-36.450,-56.684,-17.359,33.32,72.64,2130,1307
2173,-0.536011,-0.236328,0.813232,1.002250,29.907227,38.391113,-23.376465,-16.204,32.331,-18.494,34.914,31.425,40.316,-17.305,-39.492,-56.881,-21.832,33.12,68.17,2132,1257
2223,-0.587280,-0.170776,0.833008,1.033424,49.865723,26.733398,-19.836426,-11.586,34.631,-18.004,36.549,36.412,53.476,-14.329,-42.277,-56.838,-26.395,33.16,63.61,2132,1207
2273,-0.534790,-0.138428,0.883179,1.041714,72.631836,-10.131836,-23.620605,-8.908,30.889,-16.421,37.454,53.883,26.835,-11.612,-39.929,-52.503,-28.102,37.50,61.90,2083,1188
2323,-0.473022,0.003418,0.829834,0.955189,60.607910,-2.380371,-44.799805,0.236,29.684,-13.640,37.293,61.344,19.317,-5.863,-39.072,-45.753,-32.646,44.25,57.35,2008,1137
2369,-0.474976,0.058960,0.868408,0.991570,65.612793,-18.066406,-61.950684,3.884,28.621,-11.510,36.770,61.583,13.340,-3.279,-38.118,-41.851,-34.744,48.15,55.26,1965,1114
2423,-0.506836,-0.014282,0.882324,1.017636,69.091797,-23.559570,-74.218750,-0.927,29.871,-9.945,35.541,63.588,2.452,-3.489,-36.853,-41.178,-32.820,48.82,57.18,1958,1135
2473,-0.485107,0.026611,0.776245,0.915748,6.958008,-5.249023,-53.405762,1.963,31.988,-8.647,34.885,36.624,11.514,-2.576,-37.615,-38.958,-36.318,51.04,53.68,1933,1096
