ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,-0.142456,0.062622,1.003052,1.015051,-1.342773,-3.723145,-4.638672,3.572,8.068,4.040,8.220,-0.167,-0.784,4.291,-8.887,-2.528,-7.248,87.60,87.60,1527,1473
73,-0.148437,0.073730,1.000610,1.014244,4.943848,-1.525879,2.685547,4.214,8.416,4.084,8.116,3.297,-2.136,4.531,-8.691,-4.213,-13.128,85.79,76.87,1547,1354
123,-0.155518,0.078491,0.988037,1.003277,6.103516,-0.610352,8.300781,4.542,8.917,4.381,8.114,5.470,-0.611,4.988,-8.774,-3.854,-13.677,86.15,76.32,1543,1348
173,-0.139160,0.076294,0.997437,1.009983,3.967285,-2.502441,10.681152,4.374,7.920,4.717,8.045,5.402,-1.588,5.353,-8.646,-3.372,-13.981,86.63,76.02,1537,1345
223,-0.115601,0.100952,1.006348,1.017984,3.417969,2.685547,6.896973,5.728,6.520,5.062,7.856,4.623,0.178,5.686,-8.490,-2.886,-14.146,87.11,75.85,1532,1343
264,-0.131104,0.100220,0.997314,1.010875,2.197266,-1.464844,0.427246,5.738,7.452,5.304,7.791,3.451,0.242,5.882,-8.419,-2.586,-14.276,87.41,75.72,1529,1341
323,-0.130005,0.119751,0.993896,1.009491,0.427246,-1.647949,-5.859375,6.870,7.399,5.603,7.661,1.976,-2.101,6.123,-8.193,-2.124,-14.314,87.88,75.69,1524,1341
373,-0.139282,0.118042,0.981079,0.997923,-1.770020,-1.159668,-6.286621,6.861,8.023,5.766,7.596,0.253,-1.402,6.199,-8.164,-1.969,-14.359,88.03,75.64,1522,1340
423,-0.135986,0.089478,0.996216,1.009428,-2.197266,-0.610352,-3.784180,5.132,7.742,5.694,7.588,-1.122,-0.858,6.053,-8.187,-2.099,-14.265,87.90,75.74,1523,1342
473,-0.144409,0.065674,1.010132,1.022513,-0.854492,0.305176,0.793457,3.720,8.119,5.502,7.614,-1.272,-0.538,5.832,-8.224,-2.350,-14.085,87.65,75.92,1526,1344
