ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,0.306885,0.000610,1.074829,1.117782,6.896973,-70.922852,0.976562,0.033,-15.935,1.196,-14.135,1.295,-17.798,1.135,16.576,9.741,8.493,92.40,92.40,1473,1527
64,0.258179,-0.236694,0.940430,1.003538,-26.245117,43.579102,3.662109,-14.127,-14.908,0.171,-15.769,-27.235,-9.380,-2.188,17.660,16.721,19.404,104.40,104.40,1340,1660
123,0.208252,0.092896,0.944458,0.971596,-0.610352,0.000000,20.568848,5.617,-12.377,-0.050,-14.919,3.899,5.571,0.226,15.948,16.065,15.807,106.07,105.81,1321,1676
173,0.255737,-0.046631,0.877930,0.915607,-13.793945,-82.824707,10.009766,-3.040,-16.219,-0.884,-16.466,-13.092,-51.866,-1.796,21.008,18.590,21.708,108.59,111.71,1293,1741
223,0.438110,0.056396,0.892212,0.995572,-28.198242,-116.699219,-13.854980,3.617,-26.108,-1.677,-20.231,-14.198,-94.235,-0.919,29.511,25.953,28.816,115.13,118.82,1221,1820
265,0.801636,-0.021118,0.797485,1.130950,-7.263184,-73.425293,-9.155273,-1.517,-45.139,-2.379,-25.182,-15.035,-95.590,-2.744,47.510,38.722,44.846,123.73,128.41,1125,1927
323,0.305298,-0.018066,1.173706,1.212897,-20.202637,32.104492,8.789063,-0.882,-14.579,-2.800,-28.205,-10.729,-8.827,-3.565,31.361,28.597,35.422,118.60,125.42,1182,1894
373,0.391724,0.116821,0.590210,0.717943,49.316406,-35.339355,14.282227,11.196,-33.067,-3.183,-27.962,14.282,-9.600,-2.501,31.140,27.820,33.906,117.82,123.91,1191,1877
423,0.380249,-0.095215,1.064087,1.133991,-3.967285,-135.192871,15.930176,-5.113,-19.592,-2.752,-30.272,11.778,-87.483,-2.566,36.597,33.335,37.905,123.33,127.90,1130,1921
473,0.651001,-0.207886,0.659790,0.949917,28.381348,-102.661133,-0.915527,-17.489,-43.261,-3.598,-35.379,11.370,-111.319,-12.541,50.741,37.687,54.435,127.69,138.60,1081,2040
514,0.775269,0.078125,0.778076,1.101157,-8.178711,-56.945801,17.883301,5.734,-44.753,-2.853,-40.179,13.648,-88.879,3.615,52.581,56.379,49.727,137.29,139.73,975,2053
573,0.747437,0.138428,0.783691,1.091786,37.475586,-29.235840,12.451172,10.017,-43.204,-2.950,-44.370,27.643,-58.474,7.021,51.333,53.404,49.930,138.44,144.40,962,2104
623,0.701782,-0.145630,0.709473,1.008493,17.822266,-45.837402,21.728516,-11.600,-44.097,-3.020,-46.116,6.254,-50.040,-8.770,52.131,44.805,55.714,136.12,142.00,988,2078
673,0.662231,-0.040894,0.616821,0.905920,-26.916504,-55.664062,21.789551,-3.793,-46.971,-3.621,-48.830,-2.391,-59.128,-4.090,55.737,54.108,56.864,144.11,145.64,899,2118
725,0.769409,-0.150391,0.591675,0.982185,-12.084961,-21.850586,14.221191,-14.261,-51.570,-6.823,-51.747,-16.165,-48.454,-13.634,59.508,46.206,59.942,136.21,149.94,987,2166
773,0.868408,0.018921,0.655273,1.088060,-8.239746,-80.383301,6.164551,1.654,-52.951,-8.645,-54.143,-6.949,-69.291,-2.404,60.000,54.214,59.999,139.66,150.00,948,2167
823,0.837891,-0.020264,0.542236,0.998244,-54.199219,-59.387207,1.953125,-2.140,-57.073,-10.949,-58.665,-34.493,-86.362,-7.656,60.000,51.649,60.000,141.65,150.00,926,2167
873,1.115845,-0.183594,0.481934,1.229258,15.258789,3.723145,13.427734,-20.854,-65.195,-14.139,-61.354,-17.555,-40.339,-16.448,60.000,43.547,60.000,133.55,150.00,1016,2167
923,0.663818,-0.075195,0.502075,0.835697,-18.310547,-1.586914,7.934570,-8.518,-52.592,-15.266,-61.892,-10.967,-11.118,-12.467,60.000,48.473,60.000,138.47,150.00,961,2167
