ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,0.076294,-0.312744,1.078125,1.125159,-17.272949,-33.752441,-9.765625,-16.176,-3.888,-15.564,-5.227,-3.961,-7.208,-17.254,5.867,-6.263,12.717,87.60,92.40,1527,1527
73,0.123779,-0.208618,1.076904,1.103887,14.404297,15.441895,-14.648438,-10.964,-6.438,-15.382,-5.724,5.672,0.071,-16.436,6.146,-10.348,22.805,79.65,106.80,1615,1687
123,0.140869,-0.125977,1.044800,1.061754,-3.417969,48.522949,-10.986328,-6.875,-7.624,-14.327,-5.076,2.944,30.534,-15.440,3.643,-11.466,19.641,78.53,109.64,1627,1718
173,0.125488,-0.110229,1.064819,1.077839,-11.291504,57.312012,-0.976562,-5.910,-6.686,-13.688,-3.350,-6.776,50.529,-15.304,0.545,-14.282,16.369,75.72,106.37,1659,1682
223,0.032959,-0.168457,1.068237,1.081940,-10.375977,33.203125,12.145996,-8.962,-1.746,-13.600,-1.060,-11.129,45.111,-15.469,-1.649,-16.803,14.091,73.20,104.09,1687,1657
264,0.002930,-0.114014,0.941772,0.948653,-20.202637,18.981934,24.963379,-6.903,-0.177,-13.578,0.461,-15.461,30.478,-15.704,-2.141,-17.682,13.585,72.32,103.58,1696,1651
323,-0.029663,-0.290161,1.052612,1.092276,-17.272949,41.625977,37.658691,-15.411,1.556,-14.436,2.433,-19.907,34.786,-16.987,-4.505,-20.856,12.705,69.14,102.71,1732,1641
373,-0.151611,-0.248047,0.958862,1.001963,-14.770508,50.964355,45.837402,-14.504,8.703,-15.327,5.279,-19.432,47.607,-17.822,-8.655,-25.706,9.721,64.29,99.72,1786,1608
423,-0.214355,-0.247192,0.968506,1.022280,-5.187988,29.968262,47.546387,-14.318,12.104,-15.587,8.503,-11.431,42.246,-17.609,-11.874,-29.029,6.310,60.97,96.31,1823,1570
475,-0.176392,-0.181519,0.941528,0.974956,-6.042480,14.648438,40.832520,-10.912,10.424,-15.473,10.767,-6.947,25.880,-17.278,-13.202,-30.341,4.345,59.66,94.34,1837,1548
514,-0.225830,-0.257080,0.938843,0.999257,-2.319336,1.281738,32.531738,-15.314,13.062,-15.340,12.037,-5.875,13.887,-17.066,-13.953,-30.936,3.271,59.06,93.27,1844,1536
573,-0.179321,-0.182617,0.962646,0.996089,6.713867,-16.845703,17.272949,-10.742,10.371,-14.606,12.537,1.076,-6.751,-15.859,-13.278,-29.461,2.634,60.54,92.63,1827,1529
623,-0.176147,-0.179565,0.968872,1.000992,10.559082,-6.958008,5.493164,-10.500,10.135,-13.780,12.138,6.638,-8.617,-14.616,-12.727,-27.597,2.034,62.40,92.03,1807,1523
673,-0.137939,-0.154297,0.988525,1.009959,7.934570,-4.516602,-3.051758,-8.872,7.850,-12.831,11.652,7.026,-4.989,-13.549,-12.409,-26.190,1.233,63.81,91.23,1791,1514
715,-0.160522,-0.167725,0.956177,0.983958,7.690430,6.286621,-7.812500,-9.949,9.389,-12.239,11.393,7.324,1.087,-12.879,-12.404,-25.397,0.603,64.60,90.60,1782,1507
773,-0.185181,-0.149902,0.952271,0.981622,8.544922,7.812500,-10.314941,-8.946,10.874,-11.500,11.606,8.058,8.649,-12.023,-13.092,-25.134,-0.874,64.87,89.13,1779,1490
823,-0.197388,-0.158691,0.966064,0.998712,10.803223,-2.136230,-9.094238,-9.328,11.399,-10.963,11.871,9.662,5.389,-11.336,-13.187,-24.656,-1.763,65.34,88.24,1774,1480
873,-0.206177,-0.178589,0.958740,0.996788,10.803223,-8.728027,-7.995605,-10.552,11.937,-10.432,11.938,8.618,-0.828,-10.815,-12.974,-23.896,-2.122,66.10,87.88,1766,1476
923,-0.202026,-0.130493,0.948730,0.978740,5.371094,-6.286621,-6.469727,-7.832,11.912,-10.068,11.809,7.214,-2.776,-10.498,-12.715,-23.319,-2.198,66.68,87.80,1759,1476
964,-0.169312,-0.102417,0.918213,0.939293,-1.708984,-6.774902,-4.394531,-6.364,10.385,-9.666,11.537,1.655,-4.317,-10.389,-12.323,-22.810,-1.988,67.19,88.01,1753,1478
1023,-0.194580,-0.206665,0.999756,1.039271,-6.469727,-8.483887,-5.126953,-11.679,10.791,-9.892,11.038,-5.573,-6.467,-11.057,-11.646,-22.675,-0.780,67.33,89.22,1752,1491
1073,-0.175415,-0.149292,1.016357,1.042133,-8.422852,-17.089844,-6.408691,-8.356,9.690,-10.075,10.530,-7.090,-11.558,-11.348,-10.781,-22.247,0.350,67.75,90.35,1747,1504
1123,-0.184937,-0.209961,0.989136,1.027947,-6.774902,-9.826660,-7.629395,-11.984,10.364,-10.499,9.818,-7.436,-13.267,-11.836,-9.896,-21.743,1.760,68.26,91.76,1742,1520
1175,-0.164917,-0.192993,0.970825,1.003467,-3.173828,6.469727,-8.178711,-11.243,9.459,-10.968,9.475,-5.815,-1.407,-12.255,-10.230,-22.347,2.063,67.65,92.06,1748,1523
