ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,-0.179321,-0.270264,0.994995,1.046525,0.427246,4.333496,-10.620117,-15.196,9.866,-14.674,9.924,1.058,0.974,-15.971,-10.777,-14.711,2.857,87.60,92.40,1527,1527
73,-0.209229,-0.343140,0.881714,0.968990,7.385254,0.244141,-2.868652,-21.265,12.470,-14.981,10.116,10.544,-0.276,-16.964,-11.449,-28.288,5.466,73.20,95.47,1687,1561
123,-0.198608,-0.293823,0.951050,1.015024,-0.732422,9.094238,0.427246,-17.168,11.284,-14.997,10.244,7.385,4.940,-16.153,-11.487,-27.735,4.868,62.26,94.87,1808,1554
173,-0.228882,-0.276978,0.923462,0.990901,20.507812,16.296387,9.765625,-16.696,13.355,-14.866,10.762,10.915,11.288,-15.740,-12.585,-28.364,3.645,61.64,93.64,1815,1540
223,-0.212524,-0.303223,0.987183,1.054343,27.832031,48.767090,-8.789063,-17.075,11.629,-14.456,11.629,16.375,27.583,-15.064,-14.252,-29.091,1.447,60.91,91.45,1823,1516
264,-0.258423,-0.287354,0.935791,1.012452,29.663086,31.433105,-18.066406,-17.070,14.788,-14.040,12.966,24.838,35.010,-14.143,-16.369,-30.407,-1.655,59.59,88.35,1838,1482
323,-0.298462,-0.207642,0.975586,1.041135,39.978027,18.188477,-30.517578,-12.015,16.659,-12.958,14.501,33.963,22.572,-11.978,-17.329,-29.647,-4.736,60.35,85.26,1829,1447
373,-0.332764,-0.262573,1.023682,1.107971,37.292480,27.709961,-30.151367,-14.386,17.478,-11.964,15.516,35.612,26.461,-11.168,-18.694,-29.898,-7.017,60.10,82.98,1832,1422
423,-0.325439,-0.162842,0.914795,0.984519,34.118652,12.573242,-15.136719,-10.093,19.303,-10.627,16.639,40.438,18.106,-9.035,-19.617,-29.151,-10.075,60.85,79.93,1824,1388
475,-0.360107,-0.253784,0.996216,1.089279,30.639648,28.503418,-4.089355,-14.292,19.305,-9.213,17.676,32.783,22.571,-8.828,-20.861,-29.343,-11.975,60.66,78.03,1826,1367
514,-0.338867,-0.170654,0.872803,0.951703,31.372070,20.751953,-3.356934,-11.063,20.859,-8.283,18.787,35.896,24.129,-7.348,-22.316,-29.773,-14.478,60.23,75.52,1831,1339
573,-0.351929,-0.184448,0.948608,1.028461,40.466309,9.033203,-3.845215,-11.003,20.010,-6.955,19.951,37.676,13.388,-5.949,-22.565,-28.856,-16.223,61.14,73.78,1821,1320
623,-0.309814,-0.061401,0.934692,0.986613,41.992187,7.995605,-6.469727,-3.758,18.302,-5.144,20.298,44.074,6.520,-2.681,-22.252,-25.633,-19.030,64.37,70.97,1785,1289
673,-0.358643,-0.033813,0.942017,1.008545,27.465820,9.765625,-14.587402,-2.056,20.830,-3.063,20.679,38.764,9.908,-0.707,-23.176,-23.944,-22.112,66.06,67.89,1766,1254
715,-0.392090,-0.087524,0.881470,0.968702,35.034180,9.338379,-13.000488,-5.671,23.876,-1.810,21.030,38.533,10.176,-0.529,-24.281,-24.120,-23.358,65.88,66.64,1768,1240
773,-0.380249,-0.014038,0.863281,0.943420,24.291992,-5.310059,-4.089355,-0.932,23.769,-0.310,21.828,33.204,2.499,1.637,-24.461,-23.743,-25.914,66.26,64.09,1764,1212
823,-0.397217,0.022217,0.927124,1.008877,12.939453,-3.417969,5.432129,1.373,23.186,1.008,21.932,22.984,-3.413,2.417,-24.116,-21.920,-26.510,68.08,63.49,1744,1205
873,-0.393555,0.016968,0.932617,1.012397,5.554199,-3.173828,5.981445,1.042,22.876,1.865,21.947,12.905,-2.438,2.473,-24.106,-21.642,-26.641,68.36,63.36,1740,1204
923,-0.355957,0.049316,0.955566,1.020904,6.469727,-1.708984,0.732422,2.954,20.406,2.443,21.699,10.624,-4.562,3.259,-23.251,-20.278,-26.452,69.72,63.55,1725,1206
964,-0.378662,0.059326,0.905396,0.983181,16.418457,2.502441,-3.356934,3.749,22.652,2.885,21.691,14.210,0.229,4.067,-23.931,-20.157,-27.579,69.84,62.42,1724,1194
1023,-0.378906,0.072632,0.929077,1.005997,19.592285,7.873535,-2.685547,4.470,22.126,3.952,21.885,19.673,2.792,5.482,-24.099,-18.887,-29.282,71.11,60.72,1710,1175
1073,-0.382813,0.032227,0.998535,1.069886,9.948730,6.896973,-0.549316,1.849,20.966,4.763,22.184,17.938,6.697,5.591,-24.373,-18.674,-30.138,71.33,59.86,1707,1165
1123,-0.409668,0.087891,0.864380,0.960575,21.118164,7.446289,2.075195,5.806,25.244,5.543,22.663,24.188,7.466,7.465,-25.924,-18.683,-32.536,71.32,57.46,1708,1138
1175,-0.425537,0.043945,0.973145,1.063025,20.263672,2.563477,1.770020,2.586,23.597,6.641,23.148,22.569,6.433,7.481,-25.768,-18.044,-33.541,71.96,56.46,1700,1127
1223,-0.390381,0.180542,0.945190,1.038450,42.297363,10.131836,-1.342773,10.814,22.082,8.212,23.174,38.430,5.327,11.748,-25.378,-14.230,-36.277,75.77,53.72,1658,1097
1273,-0.428345,0.112793,0.923706,1.024419,41.809082,12.512207,-6.591797,6.962,24.717,10.115,23.810,40.865,12.437,12.551,-26.993,-14.425,-39.251,75.57,50.75,1660,1064
1323,-0.434204,0.148682,0.908813,1.018126,61.035156,22.766113,-7.934570,9.291,25.244,12.161,24.493,53.467,15.106,15.603,-27.870,-12.630,-42.504,77.37,47.50,1640,1028
1373,-0.490601,0.215088,0.802979,0.965260,49.499512,37.780762,-11.962891,14.995,30.548,14.931,26.040,55.733,28.673,19.635,-31.982,-11.845,-50.528,78.15,39.47,1632,939
1414,-0.474731,0.301392,0.912231,1.071622,29.479980,25.268555,-3.479004,18.283,26.296,17.132,27.540,46.523,29.972,21.834,-31.513,-9.985,-53.826,80.02,36.17,1611,902
1473,-0.482300,0.393921,0.767456,0.988320,1.464844,51.757812,-0.061035,27.171,29.209,19.884,29.648,28.979,41.878,26.169,-34.768,-9.167,-59.264,80.83,30.74,1602,842
1523,-0.587402,0.233032,0.766113,0.993114,-35.705566,66.162109,-7.812500,16.918,36.262,20.500,32.194,-8.329,55.841,20.024,-40.708,-18.421,-59.812,72.12,30.19,1699,835
