ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
14,0.029053,0.078613,1.008057,1.011535,-0.366211,-0.366211,-0.671387,4.459,-1.646,4.488,-1.682,-0.006,0.033,4.786,1.699,3.566,-1.698,92.40,88.30,1487,1491
64,0.031494,0.078979,1.007202,1.010785,-0.366211,-0.549316,-0.671387,4.484,-1.786,4.497,-1.681,0.050,-0.019,4.795,1.698,6.438,-3.072,96.44,86.93,1464,1483
124,0.028931,0.079468,1.006104,1.009652,-0.305176,-0.549316,-0.732422,4.516,-1.642,4.502,-1.679,0.023,0.007,4.801,1.695,6.495,-3.104,96.50,86.90,1464,1483
164,0.030640,0.079102,1.000244,1.003835,-0.366211,-0.488281,-0.610352,4.522,-1.749,4.505,-1.681,-0.017,-0.011,4.804,1.698,6.501,-3.107,96.50,86.89,1464,1483
224,0.029785,0.080688,1.007813,1.011476,-0.366211,-0.610352,-0.671387,4.578,-1.687,4.513,-1.678,0.005,-0.034,4.813,1.695,6.506,-3.116,96.51,86.88,1464,1483
265,0.028809,0.080688,1.001953,1.005610,-0.183105,-0.488281,-0.732422,4.604,-1.642,4.512,-1.675,0.063,0.033,4.812,1.691,6.503,-3.119,96.50,86.88,1464,1483
324,0.028687,0.079956,0.995972,0.999588,-0.122070,-0.549316,-0.732422,4.590,-1.645,4.519,-1.671,0.033,0.014,4.820,1.687,6.507,-3.131,96.51,86.87,1464,1483
364,0.029297,0.079834,1.007813,1.011394,-0.549316,-0.549316,-0.671387,4.529,-1.660,4.523,-1.673,-0.009,0.002,4.825,1.689,6.513,-3.135,96.51,86.86,1464,1483
424,0.027344,0.080444,1.007202,1.010780,-0.244141,-0.610352,-0.732422,4.566,-1.550,4.522,-1.664,0.065,-0.039,4.823,1.680,6.503,-3.141,96.50,86.86,1464,1483
466,0.029541,0.078857,1.000366,1.003904,-0.183105,-0.488281,-0.732422,4.507,-1.686,4.523,-1.664,0.043,0.012,4.824,1.679,6.504,-3.144,96.50,86.86,1464,1483
524,0.029419,0.079712,0.995605,0.999225,-0.244141,-0.549316,-0.671387,4.578,-1.687,4.527,-1.666,0.000,-0.020,4.828,1.681,6.508,-3.147,96.51,86.85,1464,1483
