ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,0.113525,0.123535,0.982056,0.996284,-11.047363,-1.403809,-1.586914,7.170,-6.543,6.767,-7.153,-2.431,-0.097,7.155,7.717,8.179,0.309,92.40,90.31,1473,1503
64,0.136963,0.128174,0.970093,0.988062,-6.164551,-10.192871,7.080078,7.527,-7.968,6.631,-7.362,-6.443,-6.842,6.764,8.314,14.895,1.390,104.40,91.39,1340,1515
123,0.136108,0.063110,1.006470,1.017590,-8.056641,3.051758,11.718750,3.588,-7.687,6.011,-7.869,-7.790,-3.237,6.001,8.655,14.805,2.552,104.80,92.55,1336,1528
173,0.090698,0.039185,1.006836,1.011672,-1.342773,3.417969,11.718750,2.229,-5.144,5.336,-7.696,-4.345,3.128,5.465,8.170,13.793,2.712,103.79,92.71,1347,1530
223,0.130737,0.039551,0.972656,0.982200,-0.671387,2.136230,9.582520,2.329,-7.649,4.862,-7.484,-1.109,3.059,5.138,7.940,13.160,2.769,103.16,92.77,1354,1531
265,0.131836,0.012207,1.034546,1.042984,-1.220703,3.479004,8.422852,0.676,-7.262,4.500,-7.431,-1.377,3.184,4.724,7.874,12.712,3.087,102.71,93.09,1359,1534
323,0.177856,0.056641,1.023315,1.040200,3.967285,10.375977,4.516602,3.168,-9.845,4.096,-7.305,1.753,8.070,4.452,7.443,11.955,3.056,101.96,93.06,1367,1534
373,0.134766,0.096558,1.016602,1.030031,9.155273,36.682129,-3.662109,5.426,-7.518,4.325,-6.773,6.299,22.876,4.976,5.970,11.178,1.435,101.18,91.44,1376,1516
423,0.040527,0.079102,0.990356,0.994337,5.004883,33.386230,-8.239746,4.567,-2.336,4.652,-5.116,5.553,33.644,5.291,3.501,9.134,-1.367,99.13,88.63,1399,1485
473,0.009644,0.145630,0.965088,0.976061,12.084961,5.432129,-8.666992,8.581,-0.566,5.197,-3.390,8.831,19.353,6.087,2.460,8.476,-3.367,98.48,86.63,1406,1463
514,0.072388,0.160156,1.001343,1.016650,9.521484,15.136719,-8.911133,9.087,-4.083,5.955,-2.763,9.765,14.452,6.977,2.064,8.987,-4.644,98.99,85.36,1400,1448
573,0.020996,0.115234,1.000000,1.006837,12.939453,15.136719,-5.737305,6.573,-1.195,6.631,-1.715,11.553,17.984,7.829,0.699,8.578,-6.844,98.58,83.16,1405,1424
623,-0.034058,0.148437,0.991211,1.002842,6.164551,3.295898,-6.774902,8.517,1.946,7.308,-0.839,10.233,10.460,8.494,0.187,8.670,-8.154,98.67,81.85,1404,1409
673,-0.042725,0.105591,0.987549,0.994096,-1.098633,-4.028320,-6.958008,6.103,2.463,7.580,-0.251,3.286,2.300,8.376,0.030,8.461,-8.378,98.46,81.62,1406,1407
725,0.045166,0.141479,0.995728,1.006742,4.150391,-9.277344,-3.845215,8.087,-2.571,7.571,-0.245,1.782,-6.229,8.276,0.449,8.601,-7.907,98.60,82.09,1404,1412
773,0.061401,0.137451,1.045776,1.056556,0.183105,0.915527,-6.347656,7.488,-3.332,7.829,-0.697,1.919,-1.534,8.569,0.664,9.210,-7.915,99.21,82.08,1398,1412
823,0.061035,0.153076,1.007935,1.021318,5.004883,-2.563477,-13.977051,8.636,-3.426,7.913,-0.974,3.617,-0.270,8.762,0.921,9.588,-7.829,99.59,82.17,1393,1413
873,0.080566,0.181763,0.935059,0.955962,-3.601074,1.220703,-25.878906,11.000,-4.834,8.252,-1.261,-0.907,-2.469,8.879,1.340,10.176,-7.577,100.18,82.42,1387,1416
923,-0.040405,0.165039,0.979858,0.994481,-14.282227,8.544922,-39.306641,9.561,2.329,8.363,-0.796,-7.658,7.096,8.596,0.341,9.233,-8.168,99.23,81.83,1397,1409
964,0.029419,0.056885,1.008057,1.010089,-17.028809,-25.207520,-48.889160,3.230,-1.669,7.792,-0.446,-11.815,-6.162,7.719,0.666,8.432,-7.442,98.43,82.56,1406,1417
1023,-0.035034,0.075195,0.965820,0.969376,-9.887695,-20.141602,-53.833008,4.452,2.071,6.348,-0.944,-15.370,-19.984,5.918,2.043,8.007,-4.100,98.01,85.90,1411,1454
