ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,-0.158325,-0.124756,0.989014,1.009346,-2.990723,0.305176,0.183105,-7.189,9.025,-7.081,9.109,-0.398,-0.120,-7.654,-9.869,-9.638,-1.218,87.60,88.78,1527,1486
73,-0.152710,-0.145020,1.003418,1.025280,-11.413574,0.122070,-9.338379,-8.224,8.566,-7.411,9.057,-6.446,0.503,-8.380,-9.812,-18.011,-1.564,73.20,88.44,1687,1483
123,-0.143921,-0.156128,1.033203,1.054798,-2.319336,-9.277344,-10.192871,-8.593,7.842,-7.821,8.779,-4.517,-5.842,-8.715,-9.198,-18.011,-0.648,71.99,89.35,1700,1493
173,-0.113892,-0.110718,1.005371,1.017841,1.525879,0.488281,-9.338379,-6.284,6.425,-7.912,8.256,-0.258,-4.532,-8.560,-8.701,-17.354,-0.149,72.65,89.85,1693,1498
223,-0.120728,-0.174927,1.012451,1.034520,7.934570,11.108398,-13.183594,-9.803,6.702,-7.913,8.059,4.938,4.708,-8.264,-8.954,-17.204,-0.578,72.80,89.42,1691,1494
264,-0.164673,-0.183960,1.005493,1.035362,15.380859,4.394531,-15.136719,-10.368,9.152,-7.849,8.239,11.264,5.498,-7.815,-9.199,-17.079,-1.252,72.92,88.75,1690,1486
323,-0.154541,-0.134644,0.958740,0.980405,21.667480,-2.929688,-10.864258,-7.994,9.069,-7.279,8.427,18.948,0.831,-6.727,-9.126,-16.072,-2.267,73.93,87.73,1679,1475
373,-0.107300,-0.075684,1.015381,1.023836,23.803711,-11.291504,-3.540039,-4.263,6.016,-6.116,8.085,22.861,-6.685,-5.212,-8.385,-14.017,-3.078,75.98,86.92,1656,1466
423,-0.077393,-0.087280,1.019043,1.025698,13.610840,-5.676270,2.990723,-4.895,4.327,-5.005,7.342,20.126,-8.487,-4.155,-7.459,-11.872,-3.298,78.13,86.70,1632,1463
475,-0.106201,-0.032837,0.958862,0.965284,13.122559,-2.075195,4.943848,-1.961,6.317,-4.019,6.865,16.903,-5.088,-3.263,-7.138,-10.590,-3.756,79.41,86.24,1618,1458
523,-0.101318,-0.002686,0.976196,0.981444,10.559082,4.516602,0.915527,-0.158,5.925,-2.920,6.668,13.265,-0.683,-2.272,-7.183,-9.585,-4.736,80.41,85.26,1607,1447
573,-0.142090,-0.007813,0.967773,0.978180,0.549316,-6.713867,-4.028320,-0.463,8.352,-2.161,6.744,7.711,-1.886,-1.771,-7.197,-9.030,-5.397,80.97,84.60,1600,1440
623,-0.167603,0.000488,0.949097,0.963782,-1.892090,-13.854980,-10.925293,0.029,10.015,-1.844,6.643,2.859,-9.882,-1.713,-6.607,-8.425,-4.983,81.57,85.02,1594,1445
673,-0.184326,-0.024048,0.979492,0.996975,-2.197266,-6.958008,-14.770508,-1.406,10.654,-1.785,6.454,-0.877,-9.770,-1.857,-6.405,-8.250,-4.573,81.75,85.43,1592,1449
714,-0.132080,-0.015503,1.027100,1.035673,-4.150391,-6.042480,-14.038086,-0.865,7.327,-1.923,6.274,-2.436,-8.079,-2.102,-6.308,-8.409,-4.275,81.59,85.72,1593,1452
773,-0.117798,-0.022949,1.026489,1.033481,-11.108398,6.713867,-9.765625,-1.281,6.545,-2.115,6.008,-6.876,-0.400,-2.580,-6.458,-8.893,-3.907,81.11,86.09,1599,1457
823,-0.140625,-0.096558,1.048462,1.062248,-6.835937,8.666992,-6.347656,-5.262,7.607,-2.673,6.266,-7.268,4.631,-3.218,-6.977,-9.996,-3.767,80.00,86.23,1611,1458
873,-0.177002,-0.073120,0.996826,1.015056,-8.728027,10.803223,-3.906250,-4.195,10.042,-3.276,6.792,-6.963,6.886,-3.863,-7.690,-11.311,-3.788,78.69,86.21,1626,1458
923,-0.185059,-0.095215,0.997070,1.018559,-1.647949,7.629395,-2.441406,-5.455,10.468,-3.705,7.505,-3.952,8.345,-4.154,-8.562,-12.566,-4.324,77.43,85.68,1640,1452
964,-0.140259,-0.038574,0.998779,1.009317,-2.624512,7.202148,-0.915527,-2.212,7.988,-3.864,7.836,-2.443,6.717,-4.238,-8.829,-13.011,-4.536,76.99,85.46,1645,1450
1023,-0.208496,-0.146118,0.990234,1.022441,-2.380371,6.835937,-1.953125,-8.394,11.766,-4.085,8.534,-1.683,6.704,-4.436,-9.595,-13.845,-5.122,76.16,84.88,1654,1443
1073,-0.200317,-0.085327,1.018921,1.041925,1.647949,2.014160,-2.868652,-4.787,11.085,-4.384,8.973,0.738,2.647,-4.634,-9.835,-14.431,-5.165,75.57,84.84,1660,1443
1123,-0.188965,-0.095947,0.989746,1.012181,4.577637,3.479004,-0.793457,-5.537,10.760,-4.358,9.235,3.444,2.140,-4.443,-10.093,-14.524,-5.575,75.48,84.42,1661,1438
1165,-0.180420,-0.047485,0.987061,1.004537,6.286621,8.300781,2.868652,-2.754,10.347,-4.172,9.441,5.295,4.772,-4.127,-10.477,-14.603,-6.184,75.40,83.82,1662,1431
1223,-0.214722,-0.030518,0.934204,0.959049,11.108398,7.873535,6.713867,-1.871,12.938,-3.520,10.103,9.073,7.000,-3.151,-11.397,-14.580,-7.979,75.42,82.02,1662,1411
1273,-0.185059,-0.062500,1.006836,1.025608,12.756348,-6.591797,6.042480,-3.552,10.395,-2.861,10.408,12.342,-0.060,-2.263,-11.298,-13.747,-8.945,76.25,81.05,1653,1401
1323,-0.171631,-0.065918,0.977051,0.994198,9.399414,-9.948730,3.479004,-3.860,9.941,-2.372,10.121,12.307,-7.871,-1.727,-10.553,-12.472,-8.870,77.53,81.13,1639,1401
1373,-0.197998,-0.029785,0.959961,0.980620,9.277344,-3.662109,3.417969,-1.777,11.649,-1.820,9.876,10.989,-6.289,-1.199,-10.378,-11.678,-9.092,78.32,80.91,1630,1399
1414,-0.181763,-0.005371,1.015625,1.031775,6.347656,-2.075195,5.859375,-0.303,10.146,-1.319,9.790,9.655,-4.075,-0.728,-10.417,-11.235,-9.602,78.76,80.40,1625,1393
1473,-0.164551,-0.000732,1.032104,1.045140,1.281738,-2.929688,8.300781,-0.041,9.059,-0.751,9.466,5.276,-4.545,-0.367,-10.032,-10.478,-9.675,79.52,80.32,1616,1392
1523,-0.161133,0.025879,0.994385,1.007688,-0.061035,-0.366211,7.812500,1.491,9.201,-0.377,9.246,2.594,-3.488,-0.115,-9.853,-10.029,-9.707,79.97,80.29,1611,1392
1573,-0.163574,0.016479,1.010010,1.023302,-3.112793,8.544922,4.638672,0.935,9.198,-0.130,9.227,0.155,2.691,0.002,-10.117,-10.054,-10.050,79.95,79.95,1612,1388
1625,-0.188599,0.002930,0.970215,0.988380,-3.112793,6.530762,-1.342773,0.173,11.000,-0.115,9.561,-1.674,5.528,-0.093,-10.655,-10.656,-10.489,79.34,79.51,1618,1383
1664,-0.187500,0.006836,0.968384,0.986392,-4.150391,0.427246,-4.455566,0.404,10.958,-0.178,9.831,-2.344,2.814,-0.177,-10.789,-10.928,-10.619,79.07,79.38,1621,1382
1723,-0.189575,-0.003540,0.979492,0.997675,-4.150391,1.464844,-7.934570,-0.207,10.954,-0.283,9.979,-2.845,0.326,-0.323,-10.825,-11.099,-10.517,78.90,79.48,1623,1383
1773,-0.192871,-0.013306,0.984863,1.003659,-4.028320,-3.112793,-9.399414,-0.774,11.079,-0.523,10.091,-2.876,-1.284,-0.589,-10.915,-11.463,-10.371,78.54,79.63,1627,1385
1823,-0.211304,-0.053711,1.000610,1.024087,-3.479004,-0.793457,-10.314941,-3.073,11.908,-0.915,10.117,-2.467,-2.145,-0.995,-10.892,-11.801,-9.960,78.20,80.04,1631,1389
1865,-0.215576,-0.068115,0.990967,1.016429,-1.708984,-1.037598,-9.704590,-3.932,12.245,-1.279,10.187,-1.455,-2.001,-1.350,-10.989,-12.248,-9.691,77.75,80.31,1636,1392
