ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
30,12502,17310,14370,0,0,1.78368,-1.13964,9.46907,0.002131,-0.006392,0.006392,-6.866,-10.581,0.010,0.0000,0.0000,-0.0013,0.0000,0.0000,-0.0000,0.0049789,-0.0050053,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,2,,,,0
64,17588,33780,25828,0,0,1.78727,-1.15640,9.46907,0.002131,-0.006392,0.006392,-6.913,-10.596,0.012,0.0000,-0.0000,-0.0031,0.0000,-0.0000,-0.0000,0.0049886,-0.0050022,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,2,,,,0
93,34620,28036,20110,0,0,1.78248,-1.15999,9.46308,0.007457,-0.004261,0.005326,-6.934,-10.593,0.009,0.0000,-0.0002,-0.0068,0.0000,-0.0000,-0.0002,0.0050136,-0.0050038,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
116,28264,22176,19176,0,0,1.78248,-1.16478,9.46667,0.002131,-0.005326,0.007457,-6.957,-10.592,0.010,0.0000,-0.0003,-0.0097,0.0000,-0.0000,-0.0005,0.0050479,-0.0050075,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
145,22443,28601,20538,0,0,1.78248,-1.15999,9.47146,0.009587,-0.004261,0.005326,-6.957,-10.589,0.009,0.0000,-0.0003,-0.0120,0.0000,-0.0000,-0.0007,0.0050650,-0.0050129,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
173,29376,27897,20064,0,0,1.77769,-1.13485,9.46907,0.010653,-0.003196,0.005326,-6.928,-10.582,0.006,-0.0000,-0.0002,-0.0151,0.0000,-0.0000,-0.0011,0.0049858,-0.0050319,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,2,,,,0
196,28107,22119,19111,0,0,1.77410,-1.13605,9.46907,0.006392,-0.005326,0.006392,-6.913,-10.576,0.005,-0.0000,-0.0001,-0.0180,0.0000,-0.0001,-0.0016,0.0049150,-0.0050688,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,2,,,,0
224,22299,28324,20463,0,0,1.78727,-1.14084,9.46787,0.000000,-0.006392,0.006392,-6.913,-10.582,0.006,-0.0000,-0.0002,-0.0204,0.0000,-0.0001,-0.0020,0.0048702,-0.0050339,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,2,,,,0
258,37670,24939,15291,0,0,1.78488,-1.15640,9.46428,0.007457,-0.004261,0.006392,-6.915,-10.583,0.006,0.0000,-0.0003,-0.0244,0.0000,-0.0001,-0.0028,0.0049371,-0.0050084,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
281,25164,22074,14637,0,0,1.77291,-1.15161,9.46069,0.005326,-0.005326,0.006392,-6.917,-10.579,0.005,0.0000,-0.0003,-0.0272,0.0000,-0.0001,-0.0035,0.0049691,-0.0050647,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
319,22247,37848,29856,0,0,1.78727,-1.17196,9.46428,0.003196,-0.005326,0.006392,-6.934,-10.583,0.005,-0.0000,-0.0002,-0.0295,0.0000,-0.0000,-0.0041,0.0051500,-0.0050182,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
354,38141,35044,26997,0,0,1.77051,-1.16119,9.47146,0.006392,-0.004261,0.006392,-6.937,-10.574,0.004,-0.0002,-0.0004,-0.0334,0.0000,0.0000,-0.0053,0.0052365,-0.0051224,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
382,35776,27638,24666,0,0,1.78488,-1.16837,9.46428,0.005326,-0.005326,0.006392,-6.947,-10.577,0.004,-0.0001,-0.0005,-0.0371,0.0000,0.0000,-0.0066,0.0054019,-0.0050777,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
411,27881,27946,24928,0,0,1.79565,-1.15879,9.45829,0.006392,-0.004261,0.006392,-6.950,-10.585,0.005,-0.0001,-0.0005,-0.0402,-0.0000,0.0001,-0.0076,0.0054689,-0.0049128,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
439,28127,28573,20606,0,0,1.78009,-1.14443,9.46428,0.005326,-0.004261,0.006392,-6.945,-10.583,0.005,-0.0001,-0.0005,-0.0433,-0.0000,0.0000,-0.0088,0.0053701,-0.0049261,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
471,37200,22616,14647,0,0,1.77769,-1.16957,9.47386,0.002131,-0.005326,0.006392,-6.960,-10.581,0.004,-0.0002,-0.0006,-0.0469,-0.0000,0.0000,-0.0105,0.0055348,-0.0049932,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
499,22832,28316,20291,0,0,1.78009,-1.17076,9.46548,0.008522,-0.004261,0.006392,-6.965,-10.579,0.004,-0.0001,-0.0006,-0.0492,-0.0000,0.0001,-0.0116,0.0057165,-0.0050085,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
527,28506,27984,20044,0,0,1.78248,-1.14443,9.46308,0.008522,-0.004261,0.006392,-6.954,-10.579,0.004,-0.0001,-0.0006,-0.0524,-0.0000,0.0000,-0.0130,0.0055900,-0.0049814,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
550,28171,22657,19647,0,0,1.78368,-1.14084,9.46308,-0.004261,-0.007457,0.007457,-6.962,-10.585,0.006,-0.0001,-0.0005,-0.0555,-0.0001,-0.0000,-0.0146,0.0053989,-0.0049492,0.0064704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
579,28528,23171,20187,0,0,1.79924,-1.18752,9.46548,0.008522,-0.004261,0.005326,-6.974,-10.593,0.005,-0.0001,-0.0006,-0.0583,-0.0001,0.0001,-0.0162,0.0057897,-0.0047543,0.0064703,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,,3,,,,0
