ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
519,501251,17497,14437,0,0,6.72531,-0.91578,7.29513,0.042611,-0.038350,0.047937,-7.323,-42.264,0.261,0.0004,0.0003,0.0020,0.0000,0.0000,0.0000,-0.0022597,0.0000224,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2473,1500,1,19,40.4365419,-86.8936787,160.509,0.030,-0.020,-0.010
574,36334,18132,15099,0,0,6.81150,-0.90501,7.33464,0.024501,-0.091613,0.064981,-7.183,-42.161,0.493,0.0016,0.0008,0.0154,0.0000,0.0000,0.0005,-0.0023520,0.0001373,-0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2470,1500,1,19,40.4365418,-86.8936792,160.354,0.030,-0.020,-0.010
622,29905,17978,14918,0,0,6.65349,-0.98641,7.15747,-0.008522,-0.076699,0.014914,-7.554,-42.529,0.620,0.0015,0.0007,0.0152,0.0000,0.0001,0.0012,-0.0018187,0.0004774,0.0000019,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2467,1500,1,19,40.4365418,-86.8936792,160.354,0.040,0.020,-0.020
682,18156,17890,14855,0,0,6.76482,-0.97444,7.03057,-0.041545,0.003196,-0.013848,-7.660,-42.983,0.704,0.0007,0.0020,0.0144,-0.0004,0.0002,0.0021,-0.0020687,0.0023664,-0.0000023,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2465,1500,1,19,40.4365418,-86.8936792,160.354,0.040,0.020,-0.020
729,28546,18344,15288,0,0,6.77559,-1.11929,7.16824,-0.039415,-0.062851,-0.013848,-7.873,-43.093,0.566,0.0006,-0.0002,0.0190,-0.0003,0.0005,0.0029,-0.0003805,0.0020024,0.0000073,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2459,1500,1,19,40.4365418,-86.8936792,160.354,0.040,0.020,-0.020
778,30421,17984,14741,0,0,6.76482,-1.10732,7.14909,-0.003196,0.024501,-0.036219,-7.999,-43.070,0.407,0.0003,-0.0015,0.0224,-0.0005,0.0010,0.0039,0.0020400,0.0026102,0.0000097,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2457,1500,1,19,40.4365416,-86.8936793,160.333,-0.030,0.030,-0.010
826,29706,18104,15075,0,0,6.99227,-1.13725,7.33943,0.073503,0.006392,-0.023436,-7.946,-43.111,0.278,0.0004,-0.0029,0.0404,-0.0006,0.0014,0.0054,0.0047673,0.0030211,0.0000124,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2454,1500,1,19,40.4365416,-86.8936793,160.333,-0.030,0.030,-0.010
885,18083,18006,14998,0,0,7.16465,-1.19231,7.12993,0.209857,-0.140615,-0.024501,-7.470,-43.599,-0.061,-0.0020,-0.0116,0.0649,-0.0017,0.0011,0.0085,0.0108592,0.0051665,0.0001088,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2451,1500,1,19,40.4365416,-86.8936793,160.333,-0.030,0.030,-0.010
936,32417,18267,14899,0,0,7.15747,-0.91818,6.87375,0.269512,-0.110788,-0.023436,-6.413,-44.349,-0.820,-0.0048,-0.0389,0.0740,-0.0049,-0.0042,0.0121,0.0146261,0.0116225,0.0003990,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2446,1500,1,19,40.4365417,-86.8936794,160.334,0.032,0.003,-0.062
985,29734,18127,15093,0,0,7.03776,-0.68235,6.83066,0.278034,-0.111853,-0.035154,-5.349,-44.904,-1.451,-0.0082,-0.0609,0.0773,-0.0071,-0.0106,0.0158,0.0169152,0.0146436,0.0006266,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2443,1500,1,19,40.4365417,-86.8936794,160.334,0.030,0.000,-0.060
1024,18345,38723,30683,0,0,6.92643,-0.50757,6.83305,0.267381,-0.109722,-0.042611,-5.016,-45.057,-1.457,-0.0080,-0.0596,0.0762,-0.0074,-0.0117,0.0172,0.0154569,0.0151651,0.0006124,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2443,1500,1,19,40.4365417,-86.8936794,160.334,0.030,0.000,-0.060
1079,35718,18834,14773,0,0,6.85340,-0.17837,7.01980,0.161920,-0.004261,-0.018109,-4.242,-45.154,-0.907,-0.0011,-0.0174,0.0684,-0.0061,-0.0088,0.0225,0.0058178,0.0152010,0.0003090,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2438,1500,1,19,40.4365417,-86.8936794,160.334,0.030,0.000,-0.060
1127,29821,18617,15529,0,0,6.79953,0.02155,7.06050,0.078830,-0.098004,0.015979,-4.684,-45.012,1.090,0.0157,0.0848,0.0689,0.0011,0.0168,0.0259,-0.0096872,0.0101775,-0.0005992,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2435,1500,1,19,40.4365417,-86.8936794,160.334,0.030,0.000,-0.060
