ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
518,500943,16543,13507,0,0,1.68432,0.95050,9.31943,1.442368,-0.376038,-0.094809,41.213,-7.309,-5.127,0.0028,-0.0690,-0.0245,0.0001,-0.0004,-0.0002,0.0000000,0.0001335,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2473,1500,0,,,,,,,
569,33531,17142,14112,0,0,3.10648,1.71185,8.47547,1.171791,-0.144876,-0.224771,45.063,-8.453,-11.078,0.0171,-0.3455,-0.1383,0.0003,-0.0111,-0.0043,0.0000200,0.0037937,0.0001095,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2470,1500,0,,,,,,,
630,17142,16974,13987,0,0,2.35589,2.72939,9.56843,0.924650,0.288687,-0.040480,48.658,-6.424,-17.561,-0.0280,-0.7146,-0.2415,-0.0011,-0.0440,-0.0163,0.0000772,0.0115093,0.0005723,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2467,1500,0,,,,,,,
669,21478,17010,14009,0,0,1.42814,4.13359,9.25359,0.744620,0.221575,-0.034088,50.401,-3.776,-21.217,-0.0607,-0.9213,-0.2718,-0.0035,-0.0767,-0.0267,0.0001207,0.0180993,0.0011249,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2462,1500,0,,,,,,,
733,17327,17005,13989,0,0,2.40138,2.59771,9.59596,0.615723,-1.057808,-0.129962,51.515,0.416,-32.593,-0.1119,-1.2985,-0.3938,-0.0080,-0.1487,-0.0492,0.0004296,0.0363978,0.0030170,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2459,1500,0,,,,,,,
778,27678,16952,13692,0,0,3.01550,3.87741,9.26317,0.435693,-0.483630,-0.050067,48.644,7.939,-46.847,-0.0792,-1.6246,-0.4845,-0.0057,-0.2198,-0.0728,0.0010049,0.0687564,0.0066257,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2454,1500,0,,,,,,,
833,17191,17006,14006,0,0,2.92093,3.83192,8.84418,0.191748,-0.490022,-0.038350,25.316,10.526,-55.543,0.3198,-1.1471,-0.0055,0.0285,-0.1891,-0.0118,0.0109109,0.0892261,0.0095636,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2451,1500,0,,,,,,,
879,28067,16936,13848,0,0,3.21781,3.84509,7.81467,-0.033023,-0.630637,-0.085221,25.073,8.901,-56.459,0.4357,-1.3128,-0.0775,0.0455,-0.2441,-0.0130,0.0106561,0.0893003,0.0094995,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2446,1500,0,,,,,,,
919,23050,16773,13676,0,0,3.87023,3.76608,8.64187,-0.234358,-0.358994,-0.015979,24.451,7.902,-57.137,0.5471,-1.4837,-0.1264,0.0657,-0.3003,-0.0172,0.0110143,0.0892250,0.0095600,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2443,1500,0,,,,,,,
981,17287,16888,13591,0,0,3.27527,2.77368,9.25598,-0.504935,-0.312122,0.035154,20.537,7.328,-59.926,0.7280,-1.7414,-0.1692,0.1196,-0.3959,-0.0232,0.0222630,0.0870419,0.0114312,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2441,1500,0,,,,,,,
