ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
519,501254,17433,14352,0,0,-0.92416,3.94924,8.99262,-0.056459,0.036219,-0.069242,23.696,5.443,-0.156,0.0001,0.0000,0.0007,0.0000,0.0000,0.0000,0.0835698,0.0000054,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2473,1500,1,16,40.4365227,-86.8936857,164.498,0.760,0.420,0.050
573,30096,18006,14957,0,0,-0.84036,3.71939,8.96988,-0.139550,-0.036219,-0.078830,22.857,5.257,-0.468,0.0011,-0.0007,-0.0017,0.0000,0.0000,-0.0000,0.0837208,0.0001588,-0.0000007,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2470,1500,1,16,40.4365227,-86.8936857,164.498,0.760,0.420,0.050
622,31067,17884,14862,0,0,-0.80565,3.69904,8.95431,-0.149137,-0.107592,-0.087352,22.250,4.997,-0.793,0.0014,-0.0004,-0.0051,0.0000,-0.0001,-0.0002,0.0835309,0.0003600,-0.0000044,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2467,1500,1,16,40.4365256,-86.8936830,164.347,-0.090,-0.080,0.030
681,18021,17813,14455,0,0,-0.53032,3.46202,9.17219,-0.090547,-0.037284,-0.049002,21.587,4.480,-0.844,-0.0025,-0.0003,-0.0159,-0.0007,-0.0000,-0.0009,0.0838310,0.0024172,-0.0000419,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2465,1500,1,16,40.4365256,-86.8936830,164.347,-0.090,-0.080,0.030
729,24219,17967,14962,0,0,-0.81403,3.83791,9.39844,-0.055394,0.077764,-0.038350,21.369,4.779,-0.856,-0.0022,0.0007,-0.0058,-0.0008,-0.0005,-0.0015,0.0822130,0.0022462,-0.0000338,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2459,1500,1,16,40.4365256,-86.8936830,164.347,-0.090,-0.080,0.030
776,29285,17947,14644,0,0,-1.07380,3.91931,9.45111,0.012783,0.160855,-0.034088,21.428,5.370,-0.952,-0.0001,0.0025,0.0154,-0.0001,-0.0014,-0.0013,0.0790084,0.0011282,0.0000274,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2457,1500,1,16,40.4365256,-86.8936830,164.347,-0.090,-0.080,0.030
825,30797,18071,15070,0,0,-0.89902,3.59849,9.00220,0.073503,0.100135,-0.027697,21.532,5.760,-1.031,0.0035,0.0027,0.0180,0.0004,-0.0018,-0.0004,0.0769629,0.0007829,0.0000730,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2454,1500,1,17,40.4365253,-86.8936830,164.466,-0.120,-0.010,-0.100
885,18038,17929,14927,0,0,-1.20548,3.89896,8.96868,0.086286,0.006392,-0.017044,21.955,6.194,-1.419,0.0136,0.0038,0.0216,0.0034,-0.0037,0.0007,0.0695962,-0.0019023,0.0002303,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2451,1500,1,17,40.4365253,-86.8936830,164.466,-0.120,-0.010,-0.100
932,29267,17966,14947,0,0,-1.07260,3.66672,8.85376,0.039415,-0.015979,-0.010653,22.010,6.256,-1.547,0.0162,0.0046,0.0139,0.0048,-0.0042,0.0016,0.0673404,-0.0026699,0.0002660,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2446,1500,1,17,40.4365253,-86.8936830,164.466,-0.120,-0.010,-0.100
980,29542,17642,14535,0,0,-1.14084,3.57335,8.92439,-0.027697,-0.005326,0.005326,21.832,6.349,-1.575,0.0174,0.0048,0.0079,0.0064,-0.0041,0.0021,0.0667010,-0.0039503,0.0002889,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2443,1500,1,17,40.4365253,-86.8936830,164.466,-0.120,-0.010,-0.100
