ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
32,12500,18950,14361,0,0,0.23104,1.99078,9.72884,0.013848,0.039415,0.067112,11.418,-0.829,-0.568,0.0011,0.0003,0.0018,0.0000,0.0000,0.0000,-0.0118975,0.0000561,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
84,34401,17518,14531,0,0,0.04908,1.73819,9.77912,-0.007457,-0.024501,-0.027697,11.025,-0.645,-0.522,-0.0003,-0.0028,0.0067,0.0001,-0.0000,0.0002,-0.0114814,-0.0001205,0.0000002,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
147,17509,17321,14391,0,0,0.11492,1.95846,9.63666,0.092678,0.098004,0.042611,10.792,-0.617,-0.465,0.0005,-0.0024,0.0111,-0.0000,-0.0000,0.0008,-0.0108178,0.0004475,0.0000043,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
188,17981,17882,14934,0,0,0.05746,1.89980,9.52773,-0.116114,-0.138484,-0.027697,10.704,-0.620,-0.429,0.0003,-0.0028,0.0081,0.0002,-0.0002,0.0012,-0.0111576,-0.0003383,0.0000008,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
243,35343,18866,14725,0,0,0.21907,1.45328,9.78391,-0.070307,0.013848,-0.029827,10.225,-0.865,-0.530,0.0011,-0.0077,0.0166,-0.0000,-0.0001,0.0019,-0.0097856,0.0005991,-0.0000038,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
290,28987,17452,14499,0,0,0.05866,1.50835,9.70370,-0.010653,-0.015979,-0.009587,10.049,-0.812,-0.508,0.0006,-0.0091,0.0186,0.0002,0.0002,0.0028,-0.0074620,0.0000366,0.0000045,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
348,17503,17332,14398,0,0,-0.11013,-0.13408,10.07839,1.073786,0.010653,0.217314,9.853,-0.789,-0.154,0.0015,-0.0024,0.0269,0.0011,0.0101,0.0042,0.0244260,-0.0023424,-0.0000003,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
395,28954,18125,15155,0,0,0.36990,4.38977,8.89326,0.823449,-0.287621,-0.202400,13.576,-1.456,1.626,-0.0121,0.0185,0.0173,-0.0009,0.0044,0.0051,0.0049525,-0.0052829,-0.0007344,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
444,23426,20108,14708,0,0,0.31244,2.58933,9.50019,-0.125701,0.011718,-0.001065,14.622,-1.679,1.104,-0.0082,0.0252,0.0237,-0.0023,-0.0005,0.0060,-0.0138144,-0.0011731,-0.0006714,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
490,28140,17430,14472,0,0,0.35793,3.29322,9.35534,-0.036219,-0.008522,-0.014914,14.875,-1.729,1.238,-0.0108,0.0317,0.0261,-0.0033,-0.0006,0.0071,-0.0185214,-0.0012623,-0.0007609,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
555,37693,26357,18428,0,0,0.27414,2.75094,9.45590,-0.005326,-0.010653,-0.010653,15.114,-1.770,1.309,-0.0135,0.0346,0.0290,-0.0044,0.0000,0.0087,-0.0225288,-0.0012874,-0.0008174,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
583,26543,28188,20345,0,0,0.32322,2.74974,9.47505,-0.007457,-0.008522,-0.010653,15.225,-1.790,1.316,-0.0140,0.0355,0.0307,-0.0049,0.0003,0.0094,-0.0245788,-0.0010921,-0.0008320,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
656,23514,18843,14685,0,0,0.28850,2.75094,9.46069,-0.006392,-0.009587,-0.010653,15.577,-1.827,1.382,-0.0170,0.0382,0.0350,-0.0068,0.0016,0.0122,-0.0302578,-0.0012963,-0.0008965,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
685,19081,28799,21012,0,0,0.28252,2.75333,9.46548,-0.005326,-0.009587,-0.011718,15.656,-1.827,1.412,-0.0179,0.0380,0.0361,-0.0073,0.0020,0.0128,-0.0314504,-0.0016339,-0.0009191,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
742,17472,17343,14415,0,0,0.30406,2.74136,9.46428,-0.004261,-0.009587,-0.011718,15.862,-1.835,1.425,-0.0197,0.0384,0.0397,-0.0089,0.0040,0.0155,-0.0335748,-0.0021829,-0.0009524,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
789,28815,17946,14983,0,0,0.29209,2.74974,9.45710,-0.004261,-0.009587,-0.010653,15.985,-1.837,1.419,-0.0205,0.0385,0.0420,-0.0099,0.0055,0.0174,-0.0345016,-0.0025222,-0.0009671,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
