ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
30,12506,17296,14370,0,0,0.17717,3.60567,9.15543,-0.002131,-0.009587,-0.010653,21.501,-1.038,0.010,-0.0000,-0.0000,0.0004,-0.0000,-0.0000,0.0000,-0.0029970,-0.0101354,-0.0096789,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
82,34315,17495,14523,0,0,0.18076,3.60686,9.15303,-0.003196,-0.010653,-0.010653,21.495,-1.064,-0.003,-0.0000,0.0000,0.0023,0.0000,-0.0000,0.0001,-0.0030000,-0.0101330,-0.0096789,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
148,17634,17386,14439,0,0,0.18914,3.61884,9.15902,-0.003196,-0.010653,-0.010653,21.520,-1.078,-0.011,0.0000,0.0001,0.0048,-0.0000,-0.0000,0.0003,-0.0030674,-0.0100970,-0.0096789,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365560,-86.8937435,147.317,0.200,-0.110,0.510
189,23734,17406,14462,0,0,0.18316,3.60686,9.15662,-0.003196,-0.010653,-0.010653,21.519,-1.074,-0.012,0.0000,0.0000,0.0063,0.0000,-0.0000,0.0005,-0.0030579,-0.0101165,-0.0096789,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365560,-86.8937435,147.317,0.200,-0.110,0.510
245,37553,17611,14706,0,0,0.18316,3.61285,9.16261,-0.003196,-0.010653,-0.010653,21.513,-1.071,-0.014,0.0000,0.0001,0.0086,0.0000,0.0000,0.0009,-0.0030143,-0.0101409,-0.0096789,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365560,-86.8937435,147.317,0.200,-0.110,0.510
293,30094,18125,15106,0,0,0.18914,3.62123,9.15902,-0.002131,-0.010653,-0.009587,21.518,-1.074,-0.016,0.0001,0.0002,0.0107,0.0000,-0.0000,0.0014,-0.0030720,-0.0101100,-0.0096789,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365560,-86.8937435,147.317,0.200,-0.110,0.510
341,24852,17457,14497,0,0,0.18794,3.60686,9.15902,-0.003196,-0.009587,-0.010653,21.517,-1.076,-0.020,0.0001,0.0002,0.0126,-0.0000,0.0000,0.0020,-0.0030506,-0.0100545,-0.0096789,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365476,-86.8937435,148.090,0.110,-0.100,0.480
383,23870,17412,14459,0,0,0.18914,3.61644,9.16022,-0.003196,-0.010653,-0.010653,21.515,-1.080,-0.024,0.0001,0.0002,0.0142,-0.0000,0.0000,0.0025,-0.0030327,-0.0099814,-0.0096789,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365476,-86.8937435,148.090,0.110,-0.100,0.480
456,25611,17623,14718,0,0,0.18675,3.61644,9.16381,-0.003196,-0.010653,-0.010653,21.519,-1.078,-0.027,0.0002,0.0003,0.0175,-0.0000,0.0000,0.0037,-0.0031173,-0.0100264,-0.0096790,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365476,-86.8937435,148.090,0.110,-0.100,0.480
487,17873,30493,22534,0,0,0.18435,3.61524,9.15902,-0.002131,-0.010653,-0.010653,21.521,-1.078,-0.028,0.0002,0.0003,0.0182,0.0000,0.0000,0.0040,-0.0031532,-0.0100369,-0.0096790,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365476,-86.8937435,148.090,0.110,-0.100,0.480
