ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
519,500952,17150,14084,0,0,-9.39604,1.35751,-3.74453,-0.560329,0.687096,0.536893,17.950,66.224,3.944,-0.0855,0.0248,-0.0307,-0.0006,0.0002,-0.0002,0.0000000,-0.0000788,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2473,1500,0,,,,,,,
571,28737,17303,14212,0,0,-8.31985,1.10133,-2.91614,-0.452737,0.336624,0.550742,21.487,68.417,9.753,-0.3732,0.0876,-0.1816,-0.0126,0.0031,-0.0058,0.0000088,-0.0008193,0.0000081,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2470,1500,0,,,,,,,
633,17281,17127,14098,0,0,-8.64187,2.49715,-3.68946,-0.443150,0.171508,0.607201,28.200,65.381,16.675,-0.7790,0.2221,-0.3652,-0.0491,0.0125,-0.0234,-0.0001800,0.0043373,-0.0001353,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2467,1500,0,,,,,,,
672,21833,17204,14140,0,0,-8.29112,2.58334,-4.25091,-0.136354,0.651942,0.651942,36.093,63.157,22.716,-1.0597,0.2966,-0.5052,-0.0862,0.0220,-0.0412,-0.0006119,0.0116051,-0.0003710,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2462,1500,0,,,,,,,
737,18412,17276,13899,0,0,-8.91242,3.42012,-4.00191,-0.140615,0.519849,0.590156,43.982,61.998,29.946,-1.4501,0.4348,-0.6567,-0.1666,0.0454,-0.0787,-0.0010668,0.0169112,-0.0005363,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2459,1500,0,,,,,,,
782,28114,17194,14116,0,0,-8.15106,2.97240,-4.75488,0.019175,0.515588,0.614658,52.002,59.604,34.136,-1.7513,0.5487,-0.7805,-0.2377,0.0700,-0.1103,-0.0022193,0.0276477,-0.0007721,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2454,1500,0,,,,,,,
821,21866,17154,13746,0,0,-8.12712,3.28963,-4.87340,0.129962,0.302535,0.561394,57.582,57.754,35.926,-1.9888,0.6807,-0.8783,-0.3067,0.1004,-0.1406,-0.0034030,0.0369967,-0.0008123,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2451,1500,0,,,,,,,
884,17375,17212,14160,0,0,-7.69856,3.91931,-4.93684,0.335558,0.189617,0.362190,63.748,56.253,35.602,-2.2942,1.0011,-1.0097,-0.4282,0.1770,-0.1947,-0.0053998,0.0516077,-0.0003145,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2449,1500,0,,,,,,,
924,21764,17708,14631,0,0,-7.19577,4.16950,-4.89734,0.322775,0.147006,0.234358,67.520,56.684,32.569,-2.3734,1.3894,-1.0609,-0.4966,0.2704,-0.2272,-0.0076175,0.0689742,0.0008504,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2443,1500,0,,,,,,,
970,23004,17297,14227,0,0,-6.56610,3.59968,-4.80277,0.306796,0.193878,0.132093,70.515,58.980,27.542,-2.3642,1.9807,-1.1320,-0.5666,0.4354,-0.2662,-0.0103067,0.0937698,0.0031285,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1725,1650,2441,1500,0,,,,,,,
