ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
519,501231,17396,14353,0,0,1.41856,-4.21140,8.89207,0.037284,0.258859,-0.123571,-25.036,-7.263,1.552,0.0021,-0.0005,0.0021,0.0001,-0.0001,0.0000,0.0631125,0.0000719,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2474,1500,1,17,40.4365209,-86.8936950,159.763,0.050,-0.140,-0.020
573,35151,18098,15013,0,0,0.91818,-3.95043,9.37450,0.021305,0.328101,-0.044741,-23.989,-6.278,0.706,-0.0030,0.0042,0.0212,0.0001,0.0000,0.0006,0.0624435,-0.0004272,0.0000049,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2473,1500,1,17,40.4365209,-86.8936950,159.763,0.050,-0.140,-0.020
621,30024,17878,14800,0,0,0.79607,-4.26766,9.20930,-0.013848,0.123571,-0.038350,-23.783,-5.704,0.208,-0.0061,0.0012,0.0369,-0.0000,0.0001,0.0019,0.0622289,-0.0009611,0.0000118,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2471,1500,1,17,40.4365209,-86.8936950,159.763,0.050,-0.140,-0.020
682,18214,17811,14800,0,0,1.26294,-4.13838,8.52216,-0.052198,0.030893,-0.094809,-24.808,-5.984,0.468,-0.0015,0.0045,0.0341,-0.0007,0.0012,0.0043,0.0653347,0.0018844,-0.0000438,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2470,1500,1,17,40.4365203,-86.8936948,159.829,-0.020,0.080,-0.020
730,29299,17996,14968,0,0,1.23182,-4.46997,8.96988,-0.020240,-0.169377,-0.052198,-25.471,-6.406,0.578,0.0016,0.0045,0.0424,-0.0006,0.0024,0.0060,0.0683337,0.0021553,-0.0000478,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2467,1500,1,17,40.4365203,-86.8936948,159.829,-0.020,0.080,-0.020
777,29293,18020,14723,0,0,0.91818,-3.73256,9.01656,0.086286,-0.115049,0.063916,-24.992,-6.527,0.823,-0.0001,0.0067,0.0439,-0.0002,0.0009,0.0081,0.0625538,0.0010726,-0.0001025,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2465,1500,1,17,40.4365203,-86.8936948,159.829,-0.020,0.080,-0.020
826,30360,18195,15145,0,0,1.88304,-4.35625,9.31344,0.026632,0.151268,0.172573,-25.189,-6.629,1.650,0.0139,0.0102,0.0720,-0.0017,0.0017,0.0109,0.0631145,0.0096272,-0.0001565,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2464,1500,1,16,40.4365203,-86.8936950,159.826,0.008,-0.080,-0.017
886,18048,17946,14940,0,0,1.53588,-3.94564,9.76715,-0.165116,0.241815,0.069242,-24.725,-6.052,1.229,0.0009,0.0067,0.0926,-0.0056,-0.0041,0.0156,0.0453634,0.0164460,0.0001270,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2462,1500,1,16,40.4365203,-86.8936950,159.826,0.010,-0.080,-0.020
933,29190,18001,14969,0,0,1.21266,-5.20260,9.18296,-0.092678,0.271642,0.058590,-25.930,-5.236,2.686,0.0488,0.0149,0.1312,0.0014,0.0025,0.0208,0.0568304,0.0249696,-0.0006111,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2459,1500,1,16,40.4365203,-86.8936950,159.826,0.010,-0.080,-0.020
981,29654,17649,14560,0,0,-0.09337,-3.71700,8.40844,-0.055394,-0.086286,0.236489,-26.078,-4.950,1.843,0.0028,0.0062,0.1092,-0.0011,0.0003,0.0268,0.0550834,0.0112225,-0.0000431,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2458,1500,1,16,40.4365203,-86.8936950,159.826,0.010,-0.080,-0.020
1020,17860,38820,30440,0,0,0.32441,-3.73256,8.59638,-0.014914,-0.224771,0.246076,-25.895,-5.091,1.496,-0.0180,-0.0017,0.1013,-0.0045,-0.0026,0.0287,0.0504725,0.0056272,0.0002685,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2458,1500,1,16,40.4365203,-86.8936950,159.826,0.010,-0.080,-0.020
1076,36198,19087,15144,0,0,0.89902,-3.96600,8.56406,0.152333,-0.427171,0.145941,-25.447,-6.131,2.754,-0.0283,0.0038,0.0799,-0.0058,-0.0042,0.0356,0.0454482,0.0011510,0.0002373,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2455,1500,1,17,40.4365203,-86.8936950,159.852,0.060,-0.010,-0.040
1124,29604,18076,15039,0,0,1.29766,-4.10246,9.29908,0.079895,-0.031958,0.154463,-25.219,-6.267,3.599,-0.0143,0.0091,0.1004,-0.0037,-0.0043,0.0400,0.0415120,0.0024811,0.0000026,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2453,1500,1,17,40.4365203,-86.8936950,159.852,0.060,-0.010,-0.040
1171,29298,17984,14962,0,0,1.00676,-3.26569,9.68455,-0.103331,0.133158,0.156594,-24.887,-5.412,4.607,0.0220,0.0261,0.1176,0.0087,-0.0062,0.0451,0.0241821,0.0003820,-0.0006687,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2452,1500,1,17,40.4365203,-86.8936950,159.852,0.060,-0.010,-0.040
1237,18212,18389,15035,0,0,0.73263,-4.30956,8.93277,-0.128897,0.003196,0.176834,-25.490,-4.597,4.705,0.0096,0.0230,0.1302,0.0077,-0.0056,0.0533,0.0241799,-0.0052420,-0.0004906,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2449,1500,1,17,40.4365203,-86.8936950,159.852,0.060,-0.010,-0.040
1287,29730,18360,15324,0,0,0.76614,-4.18626,8.82144,-0.070307,0.078830,0.283360,-25.963,-4.106,5.453,0.0210,0.1670,0.0669,0.0032,0.0583,0.0213,0.0272992,-0.0044253,-0.0005702,-0.000200,-0.009749,-0.000065,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2446,1500,1,17,40.4365203,-86.8936945,159.878,0.020,0.180,-0.060
1335,29661,18335,15303,0,0,0.64883,-4.38259,8.43358,-0.148072,-0.078830,0.340885,-26.491,-3.811,6.302,0.0208,0.1649,0.0553,0.0043,0.0663,0.0243,0.0280466,-0.0047232,-0.0005425,-0.000264,-0.009718,-0.000044,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2444,1500,1,17,40.4365203,-86.8936945,159.878,0.020,0.180,-0.060
1383,30013,18358,15319,0,0,0.59496,-4.29520,9.03093,-0.187487,-0.090547,0.357929,-26.969,-3.600,7.367,0.0203,0.1728,0.0604,0.0050,0.0749,0.0270,0.0237078,-0.0050299,-0.0006051,0.000002,-0.009978,-0.000189,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2443,1500,1,17,40.4365203,-86.8936945,159.878,0.020,0.180,-0.060
1439,25689,24308,21261,0,0,0.20830,-4.06775,8.85017,-0.056459,-0.021305,0.377104,-26.956,-3.103,7.852,0.0117,0.0852,0.0826,-0.0003,0.0503,0.0431,0.0171174,-0.0104459,-0.0000417,-0.000911,0.005405,0.006042,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2440,1500,1,17,40.4365202,-86.8936945,159.911,0.020,-0.010,-0.090
1481,24125,18240,14883,0,0,0.37469,-4.38977,9.37809,-0.078830,-0.429302,0.338754,-27.027,-3.355,8.837,-0.0042,0.0902,0.0981,-0.0004,0.0550,0.0473,0.0130941,-0.0170411,0.0002790,-0.000941,0.004588,0.005688,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2437,1500,1,17,40.4365202,-86.8936945,159.911,0.020,-0.010,-0.090
1520,18451,33440,30436,0,0,0.62369,-4.43885,9.27155,-0.118244,-0.311057,0.280165,-27.070,-3.408,9.438,-0.0019,0.0932,0.1071,-0.0008,0.0568,0.0492,0.0106783,-0.0173069,-0.0000108,0.000059,0.004457,0.005529,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2437,1500,1,17,40.4365202,-86.8936945,159.911,0.020,-0.010,-0.090
1595,36889,38050,30008,0,0,0.32920,-4.34428,9.27274,-0.241815,0.175769,0.215183,-27.830,-2.201,10.540,0.0126,0.1079,0.1476,-0.0003,0.0641,0.0590,0.0059457,-0.0149207,-0.0005178,0.001520,0.004284,0.005296,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2434,1500,1,17,40.4365202,-86.8936945,159.911,0.020,-0.010,-0.090
1624,38468,28731,25680,0,0,0.22027,-4.37181,9.34936,-0.305731,-0.035154,0.137419,-28.227,-2.056,10.752,0.0051,0.1200,0.1669,0.0002,0.0681,0.0650,0.0007260,-0.0165522,-0.0003571,0.001520,0.003708,0.005036,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2433,1500,1,17,40.4365202,-86.8936945,159.911,0.020,-0.010,-0.090
1679,30134,18410,14987,0,0,0.08859,-4.58131,8.58202,-0.470847,0.263120,0.198139,-29.463,-1.255,10.608,-0.0069,0.0698,0.1289,-0.0067,0.0531,0.0634,-0.0044381,-0.0174858,0.0003862,0.003101,0.013919,0.027052,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2430,1500,1,17,40.4365201,-86.8936945,159.921,0.000,-0.020,-0.070
1727,30052,18331,15300,0,0,-0.06225,-4.84826,8.64666,-0.566721,0.259925,0.226901,-30.708,-0.564,9.536,-0.0358,0.0680,0.1333,-0.0075,0.0565,0.0698,-0.0087064,-0.0214567,0.0026993,-0.005086,0.010856,0.026301,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2428,1500,1,17,40.4365201,-86.8936945,159.921,0.000,-0.020,-0.070
1775,29302,18317,15289,0,0,-0.12450,-5.52941,8.45512,-0.471912,0.281230,0.266316,-32.270,0.642,10.026,-0.0283,0.0649,0.1472,-0.0088,0.0600,0.0765,-0.0048923,-0.0215511,0.0020283,-0.002554,0.012476,0.026863,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2427,1500,1,17,40.4365201,-86.8936945,159.921,0.000,-0.020,-0.070
1830,30711,24434,21360,0,0,-0.18794,-5.94121,7.83862,-0.406931,0.063916,0.076699,-33.776,1.339,10.244,-0.0079,0.0574,0.1058,-0.0121,0.0632,0.0698,0.0010918,-0.0238353,0.0015161,-0.005700,0.004987,0.046488,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2425,1500,1,17,40.4365200,-86.8936943,159.924,0.017,0.058,-0.026
1873,23507,18276,15270,0,0,-0.56144,-5.09247,7.76440,-0.306796,0.077764,0.041545,-34.741,1.571,9.844,-0.0186,0.0538,0.0799,-0.0126,0.0658,0.0743,0.0010702,-0.0246659,0.0023081,-0.009684,0.004473,0.046486,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2422,1500,1,17,40.4365200,-86.8936943,159.924,0.020,0.060,-0.030
1921,30041,17948,14899,0,0,-0.15203,-6.30752,8.15585,-0.141680,0.053263,-0.025566,-35.517,1.879,9.820,-0.0110,0.0462,0.0896,-0.0133,0.0686,0.0783,0.0048847,-0.0254553,0.0019546,-0.007157,0.006925,0.047625,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2421,1500,1,17,40.4365200,-86.8936943,159.924,0.020,0.060,-0.030
1969,29631,18311,15283,0,0,-0.33160,-5.99987,7.69736,-0.092678,-0.002131,-0.082025,-36.024,2.019,9.915,-0.0006,0.0411,0.0947,-0.0130,0.0716,0.0828,0.0081698,-0.0257317,0.0012801,-0.003133,0.009135,0.048534,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2419,1500,1,17,40.4365200,-86.8936943,159.924,0.020,0.060,-0.030
2035,34155,26546,21296,0,0,-0.47285,-6.29316,8.04811,-0.168312,0.113983,-0.075634,-36.879,2.016,9.225,-0.0356,-0.0363,0.0986,-0.0307,0.0488,0.0892,0.0122468,-0.0253241,0.0019445,0.012634,0.037641,0.076156,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2418,1500,1,17,40.4365197,-86.8936946,159.966,-0.080,-0.170,-0.070
2071,31852,30210,26837,0,0,-0.57940,-5.80474,7.89129,-0.133158,0.035154,-0.077764,-37.094,1.954,8.766,-0.0475,-0.0381,0.0974,-0.0322,0.0475,0.0923,0.0115686,-0.0261609,0.0026038,0.008723,0.036602,0.075724,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2416,1500,1,17,40.4365197,-86.8936946,159.966,-0.080,-0.170,-0.070
2137,18404,18306,14971,0,0,0.25738,-6.42484,7.75841,-0.064981,-0.067112,-0.126766,-38.225,1.137,9.768,0.0015,-0.0558,0.1529,-0.0328,0.0451,0.1025,0.0186018,-0.0224902,-0.0000480,0.024406,0.044427,0.079646,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2413,1500,1,17,40.4365197,-86.8936946,159.966,-0.080,-0.170,-0.070
2186,29968,18349,15324,0,0,-0.42138,-7.10120,7.95593,0.083091,-0.129962,-0.110788,-38.569,0.829,9.552,-0.0025,-0.0701,0.1801,-0.0327,0.0440,0.1105,0.0240659,-0.0235000,0.0002863,0.025216,0.048866,0.082291,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2410,1500,1,17,40.4365197,-86.8936946,159.966,-0.080,-0.170,-0.070
2228,23471,18495,15497,0,0,0.29808,-6.25365,7.45914,0.153398,-0.074569,-0.044741,-38.443,0.486,9.910,0.0116,-0.0728,0.1772,-0.0327,0.0422,0.1180,0.0265186,-0.0202356,-0.0004824,0.027059,0.051107,0.083483,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2409,1500,1,17,40.4365197,-86.8936946,159.966,-0.080,-0.170,-0.070
2284,31359,18394,15361,0,0,0.18196,-5.76763,6.82587,0.077764,-0.350472,0.001065,-38.191,-0.285,10.188,-0.0046,-0.1141,0.1158,-0.0450,0.0215,0.1200,0.0265431,-0.0178678,0.0001048,0.029117,0.055382,0.111181,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2407,1500,1,17,40.4365196,-86.8936949,159.999,-0.030,-0.170,-0.080
2332,30003,18310,15290,0,0,0.29808,-6.71933,7.78834,-0.150202,-0.735032,-0.041545,-38.970,-1.932,10.878,-0.0189,-0.1306,0.1241,-0.0468,0.0163,0.1256,0.0307980,-0.0190034,0.0018145,0.021196,0.060414,0.114783,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2406,1500,1,17,40.4365196,-86.8936949,159.999,-0.030,-0.170,-0.080
2381,25142,17957,14903,0,0,0.82839,-5.76284,6.61877,-0.371777,-0.033023,0.092678,-40.156,-2.727,11.434,-0.0159,-0.1401,0.1032,-0.0500,0.0101,0.1316,0.0332916,-0.0149767,0.0021723,0.010745,0.063304,0.116890,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2403,1500,1,17,40.4365196,-86.8936949,159.999,-0.030,-0.170,-0.080
2430,24589,24441,21410,0,0,0.13408,-6.43681,7.53695,-0.518784,-0.393083,0.155529,-41.639,-2.620,11.963,0.0095,-0.0722,0.0955,-0.0424,0.0327,0.1413,0.0347134,-0.0193775,0.0027233,-0.004741,0.030533,0.094296,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2401,1500,1,17,40.4365197,-86.8936946,160.033,0.065,0.081,-0.093
2478,23890,18490,15017,0,0,0.34357,-6.02142,6.82108,-0.547546,-0.450607,0.094809,-43.137,-3.164,13.249,0.0013,-0.0674,0.0762,-0.0412,0.0287,0.1463,0.0316013,-0.0225585,0.0024377,0.007798,0.025565,0.090536,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2399,1500,1,17,40.4365197,-86.8936946,160.033,0.070,0.080,-0.090
2544,38279,27237,19251,0,0,0.90022,-7.37534,7.28196,-0.508131,-0.627441,-0.071373,-45.310,-5.006,13.957,-0.0151,-0.0790,0.0901,-0.0443,0.0246,0.1506,0.0340512,-0.0216026,0.0047943,-0.011870,0.028754,0.093209,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2397,1500,1,17,40.4365197,-86.8936946,160.033,0.070,0.080,-0.090
2579,27500,34763,26748,0,0,0.91099,-7.05092,7.82904,-0.395213,-0.331297,-0.080960,-45.739,-5.005,14.705,0.0061,-0.0674,0.1092,-0.0403,0.0223,0.1534,0.0316597,-0.0230903,0.0022153,0.010614,0.026084,0.090857,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2396,1500,1,17,40.4365197,-86.8936946,160.033,0.070,0.080,-0.090
2629,24933,24446,21404,0,0,-0.45969,-5.23851,6.46794,-0.273773,-0.296144,-0.334493,-45.986,-4.924,14.763,0.0230,-0.0137,0.0808,-0.0301,0.0357,0.1819,0.0240995,-0.0316180,0.0008735,0.041256,0.014271,0.050560,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2393,1500,1,17,40.4365197,-86.8936943,160.090,0.043,0.072,-0.167
2693,38118,25951,17964,0,0,1.38265,-8.93037,7.24246,-0.102265,-0.334493,-0.366451,-46.195,-6.681,15.398,0.0639,-0.0301,0.1542,-0.0234,0.0356,0.1887,0.0209811,-0.0325680,-0.0041416,0.084260,0.009469,0.046065,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2390,1500,1,17,40.4365197,-86.8936943,160.090,0.040,0.070,-0.170
2723,26210,29680,21534,0,0,1.29646,-5.39533,7.16225,-0.064981,-0.139550,-0.516653,-45.628,-6.360,16.270,0.1130,-0.0059,0.1306,-0.0130,0.0352,0.1926,0.0159374,-0.0346465,-0.0112151,0.147025,0.002434,0.039483,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2388,1500,1,17,40.4365197,-86.8936943,160.090,0.040,0.070,-0.170
2771,29588,18336,15313,0,0,1.85790,-7.26760,6.47392,-0.068177,-0.675378,-0.769121,-45.974,-9.504,15.796,0.0971,-0.0143,0.1003,-0.0082,0.0346,0.1989,0.0161851,-0.0346246,-0.0101260,0.139516,0.002511,0.039696,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1519,1444,2385,1500,1,17,40.4365197,-86.8936943,160.090,0.040,0.070,-0.170
