ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
32,12502,19078,14423,0,0,-0.29449,2.62764,9.47386,-0.004261,-0.009587,-0.011718,15.508,1.737,-0.034,0.0000,-0.0000,0.0004,0.0000,-0.0000,0.0000,-0.0056684,-0.0087990,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936775,159.213,0.020,0.000,-0.030,3,0.37,0.51,0.08,0
67,19367,34392,26365,0,0,-0.28730,2.63482,9.47745,-0.005326,-0.008522,-0.010653,15.521,1.708,-0.041,0.0001,0.0000,0.0010,0.0000,-0.0000,0.0000,-0.0056716,-0.0087917,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936775,159.213,0.020,0.000,-0.030,3,0.37,0.51,0.08,0
96,34613,29001,20947,0,0,-0.30047,2.63841,9.46907,-0.005326,-0.009587,-0.010653,15.537,1.720,-0.038,-0.0000,0.0001,0.0020,0.0000,0.0000,0.0001,-0.0056868,-0.0088056,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936775,159.213,0.020,0.000,-0.030,3,0.37,0.51,0.08,0
126,29205,29525,26504,0,0,-0.32202,2.63362,9.46667,-0.006392,-0.009587,-0.010653,15.539,1.756,-0.027,-0.0002,0.0001,0.0027,0.0000,0.0000,0.0001,-0.0056916,-0.0088788,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936775,159.213,0.020,0.000,-0.030,3,0.37,0.51,0.08,0
156,30358,29116,26103,0,0,-0.31963,2.62405,9.47026,-0.006392,-0.009587,-0.011718,15.528,1.776,-0.023,-0.0003,0.0001,0.0035,0.0000,0.0000,0.0002,-0.0056604,-0.0089450,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936775,159.210,0.020,0.000,-0.030,3,0.37,0.51,0.08,0
179,29385,23090,15019,0,0,-0.30526,2.61926,9.47505,-0.006392,-0.009587,-0.010653,15.514,1.776,-0.023,-0.0003,0.0000,0.0043,0.0000,0.0000,0.0003,-0.0056043,-0.0089477,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936775,159.210,0.020,0.010,0.000,3,0.37,0.51,0.06,0
208,23303,29049,21084,0,0,-0.30646,2.62644,9.47266,-0.005326,-0.008522,-0.010653,15.512,1.778,-0.022,-0.0003,0.0000,0.0050,0.0000,0.0000,0.0005,-0.0055895,-0.0089558,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936775,159.210,0.020,0.010,0.000,3,0.37,0.51,0.06,0
245,48073,17805,14824,0,0,-0.31005,2.63721,9.46907,-0.006392,-0.009587,-0.011718,15.517,1.780,-0.024,-0.0004,0.0002,0.0063,-0.0000,0.0000,0.0007,-0.0056509,-0.0089904,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936775,159.210,0.020,0.010,0.000,3,0.37,0.51,0.06,0
275,18089,29091,21062,0,0,-0.30526,2.63362,9.46548,-0.005326,-0.008522,-0.010653,15.521,1.781,-0.024,-0.0004,0.0002,0.0067,-0.0000,0.0000,0.0008,-0.0056872,-0.0089889,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936775,159.210,0.020,0.010,0.000,3,0.37,0.51,0.06,0
298,29315,23604,15551,0,0,-0.31005,2.62524,9.47386,-0.006392,-0.009587,-0.010653,15.516,1.783,-0.023,-0.0005,0.0001,0.0076,-0.0000,0.0000,0.0011,-0.0056466,-0.0090234,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936775,159.210,0.020,0.010,0.000,3,0.37,0.51,0.06,0
337,24445,37835,29788,0,0,-0.31005,2.62764,9.47146,-0.005326,-0.008522,-0.010653,15.516,1.786,-0.022,-0.0005,0.0001,0.0083,-0.0000,0.0000,0.0012,-0.0056312,-0.0090553,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936776,159.204,-0.008,-0.022,0.022,3,0.37,0.51,0.07,0
373,38202,35593,27602,0,0,-0.31005,2.62644,9.47026,-0.006392,-0.008522,-0.010653,15.512,1.789,-0.020,-0.0005,0.0001,0.0093,-0.0000,0.0001,0.0016,-0.0056107,-0.0090867,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936776,159.204,-0.010,-0.020,0.020,3,0.37,0.51,0.07,0
408,35785,34687,31685,0,0,-0.31244,2.63362,9.46189,-0.006392,-0.008522,-0.010653,15.515,1.793,-0.019,-0.0005,0.0002,0.0100,-0.0000,0.0000,0.0019,-0.0056836,-0.0091413,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936776,159.204,-0.010,-0.020,0.020,3,0.37,0.51,0.07,0
437,34886,28982,25978,0,0,-0.30047,2.63841,9.46548,-0.006392,-0.008522,-0.010653,15.520,1.790,-0.019,-0.0005,0.0003,0.0108,-0.0001,-0.0000,0.0023,-0.0057945,-0.0090642,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936776,159.204,-0.010,-0.020,0.020,3,0.37,0.51,0.07,0
469,42704,17802,14812,0,0,-0.30287,2.62405,9.46667,-0.005326,-0.008522,-0.010653,15.518,1.789,-0.019,-0.0004,0.0002,0.0117,-0.0001,0.0000,0.0028,-0.0057380,-0.0090146,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936776,159.204,-0.010,-0.020,0.020,3,0.37,0.51,0.07,0
499,18078,29779,21830,0,0,-0.31125,2.63003,9.46787,-0.005326,-0.009587,-0.010653,15.519,1.790,-0.019,-0.0004,0.0002,0.0122,-0.0001,0.0000,0.0030,-0.0057488,-0.0090652,-0.0108486,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,14,40.4365023,-86.8936776,159.204,-0.010,-0.020,0.020,3,0.37,0.51,0.07,0
