ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
30,12501,17344,14377,0,0,-6.87256,-2.14640,4.43765,-0.361125,-2.554504,-0.149137,-24.301,54.926,3.223,0.0012,-0.0016,-0.0168,0.0000,0.0000,-0.0001,-0.0000042,0.0000439,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
81,33815,17607,14573,0,0,-5.20499,-1.58855,8.64546,-0.301470,-1.676726,0.144876,-10.616,40.885,16.195,0.0587,-0.0105,-0.0150,0.0014,-0.0004,-0.0013,-0.0023429,0.0057065,-0.0001353,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
145,17623,17487,14498,0,0,-5.77481,-1.70228,8.00023,-0.166181,-0.539024,0.159790,-11.124,35.382,17.554,0.0625,-0.0075,-0.0051,0.0042,-0.0010,-0.0018,-0.0002746,0.0113409,-0.0000873,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
185,22189,17507,14514,0,0,-5.79038,-2.07458,8.25521,-0.168312,-0.364320,0.235423,-12.660,34.092,16.723,0.0499,0.0101,0.0181,0.0053,0.0007,-0.0014,0.0027843,0.0122844,0.0000698,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
231,28486,17576,14554,0,0,-5.49828,-2.20865,7.84101,-0.116114,-0.187487,0.183225,-14.643,33.346,15.346,0.0269,0.0396,0.0202,0.0052,0.0055,-0.0005,0.0073687,0.0111932,0.0003376,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
294,17580,17459,14476,0,0,-5.89333,-1.99198,7.81946,-0.151268,-0.421845,0.141680,-15.134,33.067,15.212,0.0112,0.0577,0.0290,0.0082,0.0110,0.0008,0.0057965,0.0002521,0.0005116,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
334,22101,17489,14489,0,0,-5.52582,-2.02310,7.62314,-0.168312,-0.460194,0.134223,-15.306,32.498,15.443,0.0048,0.0667,0.0239,0.0099,0.0147,0.0017,0.0042599,-0.0065298,0.0006064,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
380,28178,17582,14550,0,0,-5.42885,-2.00395,8.36773,-0.177899,-0.263120,0.161920,-14.848,32.052,16.787,0.0169,0.0527,0.0341,0.0131,0.0145,0.0028,0.0012068,-0.0083557,0.0003980,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
443,17601,17456,14460,0,0,-5.30435,-2.07697,8.23725,-0.172573,-0.159790,0.177899,-14.579,31.842,18.138,0.0257,0.0404,0.0476,0.0172,0.0146,0.0053,-0.0018460,-0.0107258,0.0002481,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
483,22236,17489,14486,0,0,-5.19781,-2.06380,8.14747,-0.186421,-0.155529,0.169377,-14.520,31.685,18.904,0.0312,0.0337,0.0529,0.0197,0.0144,0.0073,-0.0031602,-0.0110186,0.0001606,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
