ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
517,500974,15134,12031,0,0,9.72764,-1.02472,5.62159,0.588026,-0.445281,-0.120375,-18.299,-48.136,0.029,0.0285,0.0099,0.0152,0.0002,0.0001,0.0001,0.0295164,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2472,1500,0,,,,,,,,0,,,,0
582,15929,15531,12499,0,0,10.06403,-1.05704,5.88734,0.586961,-1.258077,0.188552,-18.325,-52.109,2.779,0.1561,0.0703,0.0706,0.0066,0.0028,0.0024,0.0295164,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2469,1500,1,17,40.4361861,-86.8936600,161.949,0.170,0.080,-0.020,3,0.59,0.84,0.18,0
625,27184,15711,12679,0,0,7.42921,-1.06183,4.15274,0.463390,-0.493217,0.305731,-18.635,-53.422,4.708,0.2039,0.0911,0.0478,0.0144,0.0063,0.0054,0.0295164,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2462,1500,1,17,40.4361861,-86.8936600,161.949,0.170,0.080,-0.020,3,0.59,0.84,0.18,0
668,26802,16067,13057,0,0,8.14388,-0.90142,3.54342,0.216249,-0.642354,0.357929,-19.821,-54.432,6.662,0.2658,0.1075,-0.0252,0.0243,0.0105,0.0055,0.0295164,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2459,1500,1,17,40.4361861,-86.8936600,161.949,0.170,0.080,-0.020,3,0.59,0.84,0.18,0
721,15768,15497,12143,0,0,9.71328,-1.39462,4.35266,0.151268,-0.544350,0.131028,-21.661,-56.477,9.206,0.3515,0.2171,0.1039,0.0411,0.0200,0.0083,0.0295164,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2455,1500,1,17,40.4361865,-86.8936593,161.973,0.340,0.380,-0.040,3,0.60,0.84,0.23,0
780,15846,15150,12144,0,0,7.50822,-1.05105,3.84629,0.092678,1.208010,0.412257,-22.169,-54.069,9.957,0.4438,0.2832,0.0692,0.0645,0.0348,0.0137,0.0295164,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2449,1500,1,17,40.4361865,-86.8936593,161.973,0.340,0.380,-0.040,3,0.60,0.84,0.23,0
823,27398,15707,12668,0,0,9.39844,-1.71545,3.33393,-0.012783,1.473261,0.287621,-21.510,-50.561,9.005,0.5678,0.2910,0.0507,0.0861,0.0471,0.0161,0.0295164,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2442,1500,1,17,40.4361865,-86.8936593,161.973,0.340,0.380,-0.040,3,0.60,0.84,0.23,0
867,28121,15755,12742,0,0,7.71172,-3.30280,3.31836,0.127832,1.205879,-0.187487,-19.642,-47.597,6.794,0.6931,0.2526,0.0082,0.1142,0.0596,0.0176,0.0295164,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2439,1500,1,16,40.4361869,-86.8936587,162.004,0.200,0.250,-0.050,3,0.61,0.85,0.38,1
919,15746,15129,12134,0,0,5.81432,-0.69552,2.27090,0.305731,1.345429,-0.129962,-17.475,-43.916,4.616,0.8131,0.2246,-0.1650,0.1535,0.0716,0.0140,0.0295164,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2435,1500,1,16,40.4361869,-86.8936587,162.004,0.200,0.250,-0.050,3,0.61,0.85,0.38,1
977,15721,15153,12143,0,0,6.80432,-1.36709,4.19823,0.399474,-0.336624,-0.400539,-15.231,-43.450,2.920,0.9364,0.2045,-0.2806,0.2048,0.0841,0.0010,0.0295164,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2429,1500,1,16,40.4361869,-86.8936587,162.004,0.200,0.250,-0.050,3,0.61,0.85,0.38,1
