ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
1519,1501147,17417,14402,0,0,-1.83755,0.33998,9.70849,0.019175,-0.038350,-0.013848,2.001,10.711,0.000,-0.0000,0.0000,0.0010,-0.0000,0.0000,0.0000,0.0193467,-0.0385625,-0.0140678,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2475,1500,0,,,,,,,,0,,,,0
1579,18038,17787,14566,0,0,-1.84114,0.33758,9.71567,0.019175,-0.038350,-0.013848,1.979,10.731,0.002,-0.0001,-0.0001,0.0062,-0.0000,-0.0000,0.0002,0.0193540,-0.0385706,-0.0140678,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2475,1500,0,,,,,,,,0,,,,0
1626,28960,18015,15006,0,0,-1.84832,0.33040,9.71447,0.018109,-0.038350,-0.013848,1.974,10.736,0.002,-0.0002,-0.0002,0.0104,-0.0000,-0.0000,0.0006,0.0193668,-0.0385848,-0.0140678,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2475,1500,0,,,,,,,,0,,,,0
1684,18026,17970,14981,0,0,-1.83994,0.33878,9.71088,0.018109,-0.037284,-0.014914,1.963,10.737,0.002,-0.0002,-0.0002,0.0153,-0.0000,-0.0000,0.0014,0.0193851,-0.0385647,-0.0140679,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2475,1500,0,,,,,,,,0,,,,0
1733,30024,18102,15089,0,0,-1.84114,0.32441,9.70969,0.020240,-0.039415,-0.013848,1.962,10.732,0.003,-0.0002,-0.0003,0.0192,-0.0000,-0.0000,0.0022,0.0194105,-0.0385369,-0.0140679,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2475,1500,1,6,40.4361388,-86.8938375,144.253,-0.310,-0.570,1.640,3,35.66,77.62,3.76,0
1772,39042,18229,15273,0,0,-1.84114,0.33878,9.71806,0.019175,-0.038350,-0.013848,1.966,10.731,0.003,-0.0002,-0.0002,0.0227,-0.0001,-0.0000,0.0030,0.0193673,-0.0385237,-0.0140679,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2475,1500,1,6,40.4361388,-86.8938375,144.253,-0.310,-0.570,1.640,3,35.66,77.62,3.76,0
1820,29611,17649,14608,0,0,-1.83994,0.33160,9.71208,0.019175,-0.038350,-0.013848,1.969,10.729,0.004,-0.0002,-0.0002,0.0269,-0.0001,-0.0001,0.0042,0.0193407,-0.0385075,-0.0140679,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2475,1500,1,6,40.4361388,-86.8938375,144.253,-0.310,-0.570,1.640,3,35.66,77.62,3.76,0
1882,19643,17898,14905,0,0,-1.84473,0.33758,9.70969,0.020240,-0.038350,-0.013848,1.973,10.736,0.005,-0.0001,-0.0002,0.0322,-0.0000,-0.0001,0.0060,0.0192641,-0.0386061,-0.0140678,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2475,1500,1,6,40.4361664,-86.8938115,146.648,-0.450,-0.310,1.560,3,21.30,37.43,1.68,0
1930,29723,18012,14996,0,0,-1.84234,0.33519,9.70969,0.018109,-0.037284,-0.014914,1.969,10.738,0.002,-0.0001,-0.0002,0.0362,-0.0001,-0.0001,0.0077,0.0192871,-0.0385879,-0.0140678,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2475,1500,1,6,40.4361664,-86.8938115,146.648,-0.450,-0.310,1.560,3,21.30,37.43,1.68,0
1988,39086,19427,15202,0,0,-1.84114,0.34117,9.71088,0.019175,-0.038350,-0.013848,1.970,10.733,0.003,-0.0001,-0.0001,0.0409,-0.0001,-0.0001,0.0099,0.0192475,-0.0384705,-0.0140679,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2475,1500,1,6,40.4361664,-86.8938115,146.648,-0.450,-0.310,1.560,3,21.30,37.43,1.68,0
