ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,-0.339600,0.298218,0.834595,0.949110,-6.652832,-18.737793,7.751465,19.663,20.966,25.630,15.677,-1.119,-3.589,-26.823,-17.949,-24.625,4.881,87.60,92.40,1513,1487
73,-0.126953,0.463989,0.857056,0.982826,11.352539,-20.507812,14.831543,28.430,7.422,25.932,14.181,8.898,-16.228,-29.790,-12.111,-41.809,16.299,73.20,106.30,1593,1409
118,-0.202026,0.455444,0.863403,0.996850,15.197754,12.939453,-4.272461,27.812,11.693,26.448,13.623,11.686,-3.836,-30.102,-13.986,-43.423,16.326,63.60,106.33,1647,1409
166,-0.208740,0.512573,0.880127,1.039677,13.122559,3.173828,-14.099121,30.216,11.582,27.190,13.516,12.019,1.965,-31.666,-14.028,-45.363,17.320,51.60,107.32,1713,1404
223,-0.213257,0.517700,0.841187,1.010488,22.644043,-7.812500,-17.517090,31.610,12.184,28.295,13.491,21.611,-6.212,-33.670,-13.804,-47.113,19.279,42.89,109.28,1762,1393
273,-0.250488,0.508057,0.816895,0.994074,25.634766,30.578613,-13.244629,31.879,14.595,29.479,13.885,24.747,11.040,-34.786,-16.047,-49.943,19.048,40.06,109.05,1777,1394
318,-0.282593,0.488770,0.812378,0.989299,37.536621,20.568848,-5.004883,31.033,16.598,30.596,14.726,30.285,18.234,-35.494,-17.870,-52.716,17.862,37.28,107.86,1793,1401
366,-0.298706,0.558228,0.772217,0.998580,39.550781,-0.366211,-3.723145,35.863,17.405,32.435,15.649,35.270,11.099,-39.408,-18.594,-57.070,20.226,32.93,110.23,1817,1388
413,-0.260620,0.604248,0.752197,0.999419,22.460937,-2.014160,-0.488281,38.775,15.116,34.385,16.056,30.790,4.406,-42.059,-17.186,-59.171,24.152,30.83,114.15,1829,1366
471,-0.265381,0.596680,0.715698,0.968854,5.371094,12.939453,5.249023,39.818,15.897,35.934,16.261,17.371,10.072,-42.752,-18.078,-59.719,24.803,30.28,114.80,1832,1362
518,-0.254150,0.607788,0.736328,0.988017,-9.643555,-15.869141,6.469727,39.537,14.906,36.756,16.300,5.748,-0.552,-42.277,-16.947,-59.453,25.274,30.55,115.27,1830,1360
571,-0.226929,0.590210,0.799316,1.019191,-21.362305,-41.320801,3.601074,36.442,12.865,36.722,15.680,0.129,-8.988,-40.094,-15.110,-57.116,25.115,32.88,115.11,1817,1360
614,-0.173462,0.588013,0.882446,1.074504,-27.832031,-41.870117,5.187988,33.677,9.290,36.165,14.663,-14.427,-26.178,-37.604,-11.927,-51.032,25.569,38.24,115.57,1788,1358
671,-0.178467,0.589600,0.879150,1.073491,-12.207031,-4.333496,4.333496,33.848,9.570,35.013,13.387,-18.326,-13.524,-36.719,-11.999,-48.916,24.669,41.08,114.67,1772,1363
723,-0.181885,0.521240,0.806519,0.977367,-11.535645,3.051758,-2.502441,32.874,10.725,34.193,12.823,-13.713,-2.316,-36.050,-12.909,-49.684,24.134,40.32,114.13,1776,1366
767,-0.190430,0.391724,0.959839,1.054041,58.349609,19.226074,-3.784180,22.201,10.409,33.844,13.185,8.420,16.980,-35.001,-14.714,-50.528,21.145,39.47,111.15,1781,1383
814,-0.263062,0.566772,0.812256,1.024789,42.053223,6.774902,1.281738,34.906,14.874,34.632,13.942,24.197,14.740,-39.524,-16.489,-54.784,22.071,35.22,112.07,1804,1377
873,-0.139771,0.588013,0.825195,1.022860,41.748047,17.944336,-1.892090,35.473,7.854,36.182,13.844,38.843,8.883,-41.611,-12.521,-53.100,28.590,36.90,117.90,1795,1345
919,-0.191406,0.601929,0.785645,1.008063,37.292480,21.301270,-3.173828,37.458,10.946,37.872,14.131,38.236,17.800,-43.566,-14.661,-57.892,29.283,32.11,119.28,1822,1337
967,-0.186157,0.614136,0.730347,0.972226,41.015625,2.197266,-6.042480,40.060,11.039,39.982,14.640,40.718,12.617,-46.311,-14.478,-59.808,31.340,30.19,121.34,1832,1326
