ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
14,0.086426,0.266235,0.956055,0.996188,-1.525879,-2.502441,0.732422,15.561,-4.977,16.492,-4.701,-0.900,0.242,-10.508,2.434,-2.826,4.530,88.20,91.80,1490,1510
72,0.098877,0.266235,0.959839,1.000974,3.906250,-14.953613,4.882812,15.503,-5.669,16.448,-4.847,0.715,-6.209,-10.537,2.751,-6.973,11.631,83.03,101.16,1461,1562
124,0.105469,0.264771,0.930542,0.973209,-8.728027,2.258301,1.403809,15.883,-6.221,16.279,-5.056,-5.856,-0.519,-10.147,2.630,-7.395,12.555,82.60,102.55,1459,1570
167,0.118042,0.281372,0.968018,1.014969,4.333496,-11.413574,0.671387,16.207,-6.679,16.110,-5.119,-2.838,-3.356,-10.173,2.772,-7.412,12.778,82.59,102.78,1459,1571
215,0.135010,0.280396,0.968018,1.016812,-6.286621,-0.488281,1.037598,16.154,-7.630,15.954,-5.305,-5.309,-1.739,-9.960,2.801,-7.249,12.820,82.75,102.82,1460,1571
274,0.120483,0.254639,0.942627,0.983820,-4.882812,3.967285,0.671387,15.117,-7.034,15.604,-5.152,-6.938,5.292,-9.659,2.487,-7.174,12.369,82.83,102.37,1460,1569
320,0.124512,0.272461,0.947144,0.993388,7.629395,-4.272461,0.549316,16.049,-7.200,15.479,-5.005,-1.212,2.456,-9.836,2.534,-7.242,12.306,82.76,102.31,1460,1568
368,0.110352,0.274048,0.956909,1.001476,0.732422,0.427246,-1.892090,15.981,-6.326,15.498,-4.860,-0.648,2.672,-9.873,2.445,-7.367,12.330,82.63,102.33,1459,1569
416,0.119141,0.274414,0.948853,0.994896,-2.319336,0.305176,-0.915527,16.130,-6.878,15.446,-4.673,-3.110,3.683,-9.729,2.296,-7.423,12.139,82.58,102.14,1459,1567
474,0.132080,0.277954,0.966431,1.014244,-0.793457,1.708984,-1.647949,16.046,-7.483,15.350,-4.482,-2.557,3.940,-9.691,2.180,-7.483,11.945,82.52,101.95,1458,1566
520,0.120728,0.277710,0.958008,1.004727,3.234863,-2.441406,0.793457,16.166,-6.901,15.286,-4.332,-2.141,3.441,-9.668,2.119,-7.527,11.808,82.47,101.81,1458,1566
568,0.126953,0.271973,0.944336,0.990887,2.624512,-1.098633,-0.488281,16.067,-7.361,15.295,-4.225,-0.221,2.435,-9.761,2.106,-7.613,11.840,82.39,101.84,1458,1566
620,0.121582,0.272583,0.956909,1.002377,-5.432129,0.549316,1.770020,15.900,-6.967,15.218,-4.008,-1.932,2.813,-9.634,1.970,-7.631,11.757,82.37,101.76,1458,1565
674,0.119263,0.268433,0.953369,0.997593,3.173828,-2.929688,-1.281738,15.725,-6.866,15.157,-3.963,-1.249,1.325,-9.625,2.012,-7.616,11.630,82.38,101.63,1458,1565
721,0.123779,0.270020,0.971802,1.016184,-8.117676,2.624512,1.708984,15.528,-6.996,15.083,-3.903,-5.042,3.837,-9.406,1.865,-7.589,11.435,82.41,101.44,1458,1564
774,0.108398,0.256226,0.945068,0.985168,-11.535645,4.455566,2.807617,15.169,-6.317,14.621,-3.653,-10.595,5.885,-8.856,1.636,-7.357,10.837,82.64,100.84,1459,1560
816,0.127197,0.256714,0.957520,0.999462,2.502441,-1.098633,1.525879,15.008,-7.312,14.323,-3.519,-5.776,4.506,-8.879,1.624,-7.269,10.553,82.73,100.55,1460,1559
864,0.127197,0.261353,0.969238,1.011883,-4.394531,2.319336,1.281738,15.091,-7.221,14.093,-3.386,-5.712,4.818,-8.733,1.538,-7.227,10.377,82.77,100.38,1460,1558
924,0.129883,0.254761,0.968750,1.010074,-4.699707,-2.197266,5.065918,14.734,-7.388,13.746,-3.207,-7.524,4.254,-8.426,1.464,-7.063,9.993,82.94,99.99,1461,1556
969,0.112183,0.240723,0.963623,0.999551,-3.173828,-0.061035,1.770020,14.026,-6.444,13.479,-3.142,-7.013,3.838,-8.275,1.447,-6.905,9.801,83.10,99.80,1462,1554
1017,0.121826,0.242065,0.953247,0.991018,3.173828,-2.929688,0.854492,14.248,-7.061,13.264,-3.071,-3.685,2.598,-8.285,1.464,-6.839,9.725,83.16,99.72,1462,1554
1064,0.117310,0.244995,0.950195,0.988259,-2.258301,0.793457,-1.159668,14.458,-6.817,13.138,-2.989,-3.868,3.670,-8.195,1.370,-6.834,9.622,83.17,99.62,1462,1553
1122,0.109741,0.245361,0.955444,0.992532,-7.995605,2.075195,-0.122070,14.403,-6.348,12.976,-2.887,-6.538,4.288,-7.969,1.287,-6.747,9.384,83.25,99.38,1463,1552
1169,0.124756,0.215820,0.968994,1.000546,-9.704590,-0.427246,2.685547,12.556,-7.163,12.592,-2.768,-10.002,4.280,-7.564,1.221,-6.506,8.987,83.49,98.99,1464,1550
1217,0.107666,0.133911,0.979980,0.994930,-4.211426,-2.258301,0.793457,7.781,-6.212,12.018,-2.697,-8.162,2.328,-7.274,1.270,-6.185,8.683,83.82,98.68,1466,1548
1269,0.099121,0.144531,0.983521,0.999013,1.159668,-1.098633,-0.305176,8.360,-5.694,11.621,-2.539,-6.676,2.366,-7.082,1.181,-6.085,8.536,83.91,98.54,1466,1547
1324,0.090698,0.113525,0.954102,0.965103,-12.817383,4.699707,3.417969,6.786,-5.392,11.061,-2.417,-9.125,5.725,-6.608,0.963,-5.800,7.898,84.20,97.90,1468,1544
1370,0.100952,0.205933,0.968994,0.995766,-23.681641,12.878418,-3.112793,11.998,-5.819,10.578,-2.193,-17.474,10.401,-5.919,0.630,-5.476,7.065,84.52,97.07,1470,1539
1424,0.038330,0.168579,0.944458,0.960151,-14.160156,2.746582,-10.803223,10.120,-2.288,9.517,-1.537,-18.016,9.988,-5.204,0.287,-5.111,5.987,84.89,95.99,1472,1533
