ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
14,-0.898560,-0.001221,0.400269,0.983680,2.136230,-5.249023,3.540039,-0.175,65.989,-2.550,66.545,0.321,-1.073,1.472,-18.000,-5.785,-6.300,88.20,88.20,1490,1490
73,-0.895630,0.008789,0.456543,1.005317,3.967285,-6.469727,2.563477,1.103,62.986,-1.967,66.138,2.217,-5.345,1.008,-18.000,-15.595,-16.642,77.40,77.40,1430,1430
117,-0.901733,0.004150,0.470215,1.016977,3.479004,-2.807617,-1.708984,0.506,62.459,-1.665,65.864,2.456,-4.300,0.801,-18.000,-16.513,-17.426,73.49,72.57,1408,1403
165,-0.896118,-0.034546,0.467163,1.011169,2.136230,1.953125,-3.784180,-4.229,62.402,-1.659,65.599,1.813,-1.675,0.826,-18.000,-17.009,-17.842,72.99,72.16,1406,1401
222,-0.909668,-0.008789,0.371094,0.982489,0.610352,2.380371,1.525879,-1.357,67.802,-1.737,65.719,1.279,2.625,0.901,-18.000,-17.098,-17.972,72.90,72.03,1405,1400
273,-0.900146,0.002075,0.432251,0.998553,1.342773,-9.277344,6.896973,0.275,64.349,-1.477,65.707,0.802,-2.914,0.753,-18.000,-17.180,-17.992,72.82,72.01,1405,1400
317,-0.896973,0.029541,0.460693,1.008797,-1.098633,-5.126953,5.920410,3.669,62.767,-0.949,65.467,-0.173,-4.193,0.438,-18.000,-17.418,-17.998,72.58,72.00,1403,1400
365,-0.890259,0.027954,0.503662,1.023239,-0.915527,-2.685547,0.061035,3.177,60.463,-0.430,65.129,-0.908,-3.463,0.134,-18.000,-17.715,-17.999,72.29,72.00,1402,1400
423,-0.889160,-0.000610,0.483154,1.011951,-1.342773,3.417969,-5.249023,-0.072,61.481,-0.407,64.855,-1.433,0.444,0.143,-18.000,-17.856,-18.000,72.14,72.00,1401,1400
473,-0.894897,-0.025391,0.447266,1.000766,-0.244141,5.187988,-3.967285,-3.249,63.407,-0.905,64.889,-1.245,3.110,0.458,-18.000,-17.661,-18.000,72.34,72.00,1402,1400
