ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
14,-0.325562,0.841187,0.527100,1.044710,3.723145,7.202148,-13.793945,57.928,18.157,64.397,17.658,0.096,1.926,-18.000,-9.604,-6.300,2.938,88.20,91.80,1490,1510
74,-0.362183,0.821777,0.419189,0.991067,11.596680,10.375977,-16.235352,62.974,21.435,64.302,18.450,2.682,10.561,-18.000,-10.429,-16.642,7.181,77.40,97.18,1430,1540
118,-0.407104,0.744995,0.450928,0.961295,5.004883,-7.080078,-8.422852,58.814,25.056,64.291,19.112,1.875,3.538,-18.000,-10.477,-17.426,7.370,72.57,97.37,1403,1541
166,-0.362915,0.821777,0.388306,0.978676,11.657715,21.240234,4.455566,64.708,21.766,64.492,19.722,5.510,12.828,-18.000,-11.230,-17.842,7.036,72.16,97.04,1401,1539
222,-0.370239,0.826294,0.395142,0.987915,18.127441,-3.234863,10.925293,64.442,22.010,65.126,19.970,12.177,4.618,-18.000,-10.997,-17.972,6.935,72.03,96.94,1400,1539
274,-0.386353,0.900879,0.421753,1.067111,28.930664,27.099609,14.221191,64.913,21.226,65.897,19.662,15.542,14.696,-18.000,-11.281,-17.992,6.866,72.01,96.87,1400,1538
318,-0.421875,0.863403,0.271240,0.998506,36.560059,17.761230,16.235352,72.560,24.993,67.131,19.684,25.199,21.541,-18.000,-11.601,-17.998,6.543,72.00,96.54,1400,1536
366,-0.427612,0.818726,0.312256,0.975022,33.264160,-20.507812,2.990723,69.124,26.012,68.787,19.611,28.618,1.873,-18.000,-10.676,-17.999,6.968,72.00,96.97,1400,1539
424,-0.416016,0.847412,0.297363,0.989748,24.963379,-2.746582,4.516602,70.664,24.855,70.252,19.651,25.947,-0.053,-18.000,-10.657,-18.000,7.294,72.00,97.29,1400,1541
471,-0.282471,0.972290,0.126831,1.020404,34.545898,-17.456055,8.728027,82.568,16.071,71.836,19.157,31.690,-7.115,-18.000,-10.108,-18.000,7.637,72.00,97.64,1400,1542
519,-0.311768,0.880859,0.226074,0.961365,25.939941,-2.624512,14.221191,75.606,18.923,73.367,18.691,28.794,-4.048,-18.000,-9.989,-18.000,7.903,72.00,97.90,1400,1544
566,-0.308960,0.878296,0.190552,0.950352,21.606445,-4.943848,3.051758,77.759,18.972,74.848,18.303,24.886,-2.199,-18.000,-9.859,-18.000,8.060,72.00,98.06,1400,1545
618,-0.334473,0.893066,0.181763,0.970813,11.901855,5.676270,3.112793,78.496,20.153,76.060,18.065,21.306,-0.125,-18.000,-9.785,-18.000,8.114,72.00,98.11,1400,1545
674,-0.326050,0.938477,0.137939,1.003032,15.625000,3.784180,0.793457,81.638,18.969,77.171,17.924,17.711,2.748,-18.000,-9.787,-18.000,8.216,72.00,98.22,1400,1546
719,-0.310303,0.968506,0.150269,1.028043,5.310059,6.530762,-3.234863,81.181,17.568,77.841,17.923,10.204,6.223,-18.000,-9.943,-18.000,8.120,72.00,98.12,1400,1545
767,-0.362671,0.908569,0.191895,0.996921,3.845215,-2.807617,-4.089355,78.074,21.333,78.270,18.124,5.505,2.672,-18.000,-9.894,-18.000,8.098,72.00,98.10,1400,1545
814,-0.383301,0.883789,0.214478,0.986916,-10.253906,-4.455566,-5.798340,76.359,22.854,78.287,18.449,-3.638,-0.487,-18.000,-9.996,-18.000,8.054,72.00,98.05,1400,1545
872,-0.328613,0.881348,0.173340,0.956455,-6.958008,-11.352539,-3.540039,78.873,20.095,77.928,18.726,-8.283,-5.528,-18.000,-9.942,-18.000,8.034,72.00,98.03,1400,1545
924,-0.356689,0.868652,0.171387,0.954546,0.122070,-3.173828,-1.159668,78.839,21.942,77.398,18.974,-6.927,-4.106,-18.000,-10.143,-18.000,7.938,72.00,97.94,1400,1544
967,-0.303589,0.905029,0.188843,0.973091,-0.976562,-3.784180,-2.624512,78.214,18.179,77.126,19.039,-6.141,-3.860,-18.000,-10.190,-18.000,7.853,72.00,97.85,1400,1544
1014,-0.350342,0.868286,0.258057,0.971212,-6.713867,4.089355,-7.751465,73.448,21.145,76.643,19.241,-8.343,0.036,-18.000,-10.431,-18.000,7.681,72.00,97.68,1400,1543
1074,-0.323975,0.935791,0.177856,1.006130,-11.840820,15.197754,-10.925293,79.239,18.784,76.604,19.625,-7.575,11.292,-18.000,-11.108,-18.000,7.136,72.00,97.14,1400,1540
1119,-0.399414,0.879883,0.150513,0.977947,-24.780273,-1.586914,-3.540039,80.293,24.106,76.517,20.167,-13.839,9.203,-18.000,-11.312,-18.000,6.792,72.00,96.79,1400,1538
