ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,-0.843140,0.335938,0.488647,1.030784,-13.671875,12.268066,-2.197266,34.508,54.881,35.774,56.079,-2.540,2.327,-38.150,-60.000,-33.000,-12.017,87.60,87.60,1513,1513
73,-0.823242,0.318848,0.511841,1.020477,-15.014648,17.333984,-5.615234,31.921,53.777,35.239,56.320,-9.540,11.203,-35.674,-60.000,-59.502,-23.903,73.20,73.20,1593,1593
117,-0.815674,0.318848,0.467163,0.992587,-13.244629,7.141113,-6.835937,34.314,55.262,34.876,56.724,-10.295,9.359,-37.201,-60.000,-59.899,-23.120,63.60,66.88,1647,1628
165,-0.780762,0.292603,0.426514,0.936546,-9.277344,3.479004,-5.249023,34.451,56.477,34.273,57.147,-9.087,5.238,-37.139,-60.000,-59.991,-22.851,51.60,67.15,1713,1627
223,-0.774902,0.268066,0.398193,0.911532,-5.004883,2.563477,0.122070,33.949,58.224,33.595,57.557,-5.875,2.627,-36.711,-60.000,-60.000,-23.290,37.20,66.71,1793,1629
269,-0.783081,0.253906,0.413574,0.921264,-0.793457,5.798340,2.746582,31.547,58.212,33.315,57.742,-3.199,3.113,-35.047,-60.000,-60.000,-24.417,30.00,65.58,1833,1636
317,-0.814819,0.253296,0.470459,0.974382,2.807617,2.868652,3.417969,28.298,56.745,33.062,57.860,0.824,2.761,-32.853,-60.000,-60.000,-26.786,30.00,63.21,1833,1649
365,-0.846191,0.251587,0.467407,0.998902,5.676270,-6.286621,2.746582,28.292,57.900,32.944,57.833,4.239,-2.141,-33.007,-60.000,-60.000,-26.985,30.00,63.02,1833,1650
423,-0.868774,0.256348,0.458252,1.015125,7.141113,-5.065918,2.441406,29.223,58.852,32.839,57.695,7.440,-5.360,-33.825,-60.000,-60.000,-26.163,30.00,63.84,1833,1645
470,-0.881958,0.256836,0.455322,1.025248,7.629395,-5.615234,4.516602,29.426,59.343,32.790,57.581,8.681,-6.363,-34.026,-60.000,-60.000,-26.110,30.00,63.89,1833,1645
