ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
14,-0.000122,0.024780,1.000488,1.000795,9.155273,-7.751465,-5.981445,1.419,0.007,1.969,-0.429,1.954,-1.525,2.124,0.369,1.371,-0.966,90.00,90.00,65535,65535
74,0.059814,0.036987,1.000488,1.002957,10.803223,-13.793945,-13.793945,2.117,-3.419,2.262,-0.911,8.068,-9.431,2.813,1.374,3.889,-1.494,90.00,90.00,65535,65535
117,0.074951,0.045288,1.017700,1.021461,10.803223,-10.253906,-15.930176,2.548,-4.208,2.601,-1.403,8.865,-9.705,3.234,1.932,4.860,-1.349,90.00,90.00,65535,65535
165,0.053345,0.040283,1.011963,1.014168,10.437012,-4.821777,-13.183594,2.280,-3.015,3.061,-1.866,9.593,-6.971,3.784,2.276,5.883,-1.467,90.00,90.00,65535,65535
224,0.026123,0.099121,1.022339,1.027465,7.629395,2.136230,-15.563965,5.538,-1.457,3.671,-2.128,8.770,-2.340,4.405,2.287,6.623,-1.981,90.00,90.00,65535,65535
270,0.013062,0.051880,1.018433,1.019837,2.563477,4.638672,-18.127441,2.916,-0.734,3.935,-2.030,5.108,1.945,4.476,2.008,6.558,-2.393,90.00,90.00,65535,65535
324,-0.010864,0.090820,1.010498,1.014629,2.929688,-3.173828,-13.427734,5.136,0.614,4.193,-1.706,3.181,0.094,4.644,1.725,6.397,-2.824,90.00,90.00,65535,65535
366,0.000977,0.043579,1.014038,1.014974,4.577637,-9.338379,-17.089844,2.461,-0.055,4.221,-1.645,3.297,-3.597,4.682,1.831,6.474,-2.880,90.00,90.00,65535,65535
424,0.025391,0.025024,1.012817,1.013445,2.685547,-18.066406,-17.822266,1.415,-1.436,4.247,-1.979,2.596,-11.214,4.669,2.655,7.192,-2.188,90.00,90.00,65535,65535
470,0.065308,0.078613,0.992676,0.997923,-2.197266,-19.775391,-15.808105,4.528,-3.752,4.372,-2.458,1.439,-14.445,4.736,3.376,7.894,-1.585,90.00,90.00,65535,65535
518,0.126221,0.073975,1.000244,1.010887,-5.676270,-10.253906,-10.375977,4.230,-7.173,4.423,-3.297,-1.962,-12.516,4.605,4.184,8.671,-0.632,90.00,90.00,65535,65535
566,0.115845,0.073608,1.029297,1.038408,-7.019043,-6.103516,0.000000,4.090,-6.405,4.290,-3.979,-4.911,-9.291,4.281,4.740,8.993,0.277,90.00,90.00,65535,65535
619,0.138184,0.034180,1.052002,1.061589,-3.051758,0.610352,9.948730,1.861,-7.479,4.004,-4.415,-4.562,-6.933,3.987,5.078,9.032,0.725,90.00,90.00,65535,65535
674,0.072021,0.042358,1.027588,1.030979,2.075195,5.676270,12.451172,2.360,-4.006,3.750,-4.566,-1.274,2.058,3.905,4.790,8.767,0.931,90.00,90.00,65535,65535
