ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
14,-0.678467,0.221680,0.623657,0.947844,6.347656,-20.019531,23.986816,19.568,45.709,17.933,47.120,1.283,-3.632,20.813,-50.497,-16.326,-33.000,87.60,87.60,1513,1487
74,-0.669678,0.215820,0.780884,1.051107,3.356934,-21.179199,20.874023,15.450,39.577,18.545,45.751,2.808,-16.032,18.559,-45.567,-26.849,-59.502,73.20,73.20,1593,1407
117,-0.704468,0.187500,0.772583,1.062222,4.272461,4.516602,15.563965,13.642,41.545,18.944,44.955,3.158,-7.679,17.475,-46.698,-28.741,-59.899,63.60,63.60,1647,1353
165,-0.719482,0.145386,0.728638,1.034265,2.136230,23.864746,7.934570,11.284,44.079,19.338,44.700,2.516,9.253,15.666,-49.099,-32.354,-59.991,57.65,51.60,1680,1287
224,-0.734375,0.147095,0.588867,0.952737,0.122070,25.634766,-2.868652,14.025,50.426,19.676,45.810,0.747,22.269,17.489,-54.833,-36.981,-60.000,53.02,37.20,1705,1207
270,-0.753296,0.111572,0.529053,0.927254,4.028320,5.371094,-12.512207,11.909,54.331,19.733,46.862,1.682,18.053,16.054,-57.777,-40.321,-60.000,50.20,30.00,1721,1167
318,-0.769531,0.099854,0.550049,0.951159,7.629395,-18.798828,-20.751953,10.289,54.003,19.156,47.851,4.302,2.443,14.831,-56.987,-42.050,-60.000,47.95,30.00,1734,1167
365,-0.805176,0.114014,0.585693,1.002170,8.789063,-17.883301,-21.850586,11.016,53.459,18.135,48.257,6.476,-6.551,15.088,-56.301,-41.214,-60.000,48.79,30.00,1729,1167
424,-0.781494,0.143921,0.701416,1.059920,8.483887,-21.972656,-15.930176,11.595,47.503,16.757,48.058,7.359,-13.610,15.025,-51.542,-37.087,-60.000,52.91,30.00,1706,1167
470,-0.751831,0.090942,0.765137,1.076548,10.192871,-10.131836,-7.385254,6.778,44.297,15.684,47.536,8.460,-11.645,11.369,-49.216,-37.881,-60.000,52.12,30.00,1710,1167
518,-0.710693,0.142700,0.693359,1.003093,9.582520,15.319824,1.586914,11.630,45.113,15.257,47.253,8.812,2.090,14.559,-50.379,-35.966,-60.000,54.03,30.00,1700,1167
566,-0.715820,0.164551,0.621948,0.962442,7.385254,26.306152,7.080078,14.819,48.052,15.586,47.735,7.947,15.871,16.914,-53.493,-36.405,-60.000,53.59,30.00,1702,1167
619,-0.726685,0.185913,0.578247,0.947103,5.493164,17.395020,5.065918,17.823,50.109,16.365,48.644,7.294,16.978,19.323,-55.381,-36.214,-60.000,53.79,30.00,1701,1167
674,-0.761108,0.159790,0.561890,0.959447,3.906250,-7.629395,0.915527,15.875,52.493,16.919,49.519,4.827,7.504,17.995,-56.853,-38.710,-60.000,51.29,30.00,1715,1167
719,-0.749756,0.147949,0.639282,0.996346,3.967285,-26.062012,-1.647949,13.031,48.808,16.879,49.506,3.969,-7.142,15.895,-53.421,-37.973,-60.000,52.03,30.00,1711,1167
774,-0.728271,0.136475,0.681396,1.006631,5.859375,-14.953613,-3.112793,11.326,46.342,16.555,48.794,4.513,-11.378,14.583,-51.129,-36.627,-60.000,53.37,30.00,1703,1167
823,-0.737671,0.126587,0.655884,0.995171,7.873535,-4.516602,-2.197266,10.924,47.838,16.234,48.428,5.938,-5.567,14.258,-52.407,-37.965,-60.000,52.03,30.00,1711,1167
