ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
14,0.197754,0.467529,0.850708,0.990654,0.610352,-0.671387,-12.023926,28.792,-11.515,28.091,-12.356,-0.031,0.067,-31.004,13.134,-9.829,24.276,87.60,92.40,1513,1487
73,0.208740,0.492065,0.807007,0.967967,0.854492,9.216309,-14.160156,31.372,-12.454,28.366,-12.051,-0.224,4.749,-32.307,13.032,-18.862,44.336,74.94,105.06,1584,1416
124,0.186768,0.536133,0.832275,1.007473,-1.342773,6.530762,-10.742188,32.789,-10.683,28.606,-11.463,-1.297,6.428,-33.129,11.765,-20.853,44.749,69.15,118.80,1616,1340
168,0.208496,0.536865,0.809082,0.993131,0.488281,12.817383,0.122070,33.566,-12.119,28.888,-11.105,-0.873,8.607,-33.767,12.065,-21.724,45.676,68.28,128.40,1621,1287
216,0.191528,0.533203,0.869507,1.037801,1.647949,19.958496,8.544922,31.518,-10.635,28.999,-10.535,-0.136,15.753,-32.812,10.578,-22.156,43.828,67.84,133.83,1623,1257
264,0.197388,0.538818,0.808838,0.991719,3.662109,7.629395,14.953613,33.670,-11.481,29.174,-10.141,1.335,12.443,-34.123,10.929,-22.997,44.763,67.00,134.76,1628,1251
321,0.160034,0.514648,0.768066,0.938296,4.455566,11.169434,13.977051,33.824,-9.820,29.510,-9.948,2.753,11.957,-34.507,10.056,-24.250,44.701,65.75,134.70,1635,1252
369,0.056274,0.521240,0.733032,0.901218,-0.122070,5.065918,7.812500,35.416,-3.580,29.862,-9.464,2.582,10.530,-35.662,6.685,-28.218,42.812,61.78,132.81,1657,1262
416,0.248047,0.400269,0.795898,0.924768,-10.742188,-16.174316,13.061523,26.698,-15.559,29.624,-9.866,-5.008,-2.014,-31.210,12.592,-20.109,43.927,67.86,133.93,1623,1256
464,0.204956,0.443848,0.934448,1.054610,-5.859375,-5.187988,13.244629,25.407,-11.206,29.042,-10.414,-5.459,-1.335,-30.419,11.571,-18.892,42.407,71.11,132.41,1605,1264
521,0.249023,0.428345,0.829224,0.965973,-17.028809,-20.019531,2.746582,27.319,-14.939,28.222,-11.412,-13.818,-13.687,-29.772,14.351,-15.724,43.818,74.28,133.82,1587,1257
575,0.242798,0.468750,0.882446,1.028294,-25.573730,-11.596680,-9.765625,27.977,-13.657,27.263,-12.289,-16.569,-13.012,-29.099,14.578,-15.062,43.740,74.94,133.74,1584,1257
617,0.220337,0.437256,0.845215,0.976795,-25.451660,1.159668,-23.315430,27.354,-13.036,26.592,-12.710,-21.256,-6.474,-28.086,14.284,-13.722,42.796,76.28,132.80,1576,1262
665,0.275513,0.428467,1.184326,1.289232,-2.929688,9.704590,-25.024414,19.889,-12.339,25.878,-12.373,-13.125,5.017,-27.534,13.201,-14.153,41.013,75.85,131.01,1579,1272
722,0.233765,0.484741,0.822021,0.982517,4.821777,4.577637,-10.864258,30.528,-13.764,25.716,-11.953,-3.112,4.001,-29.889,13.527,-15.621,42.513,74.38,132.51,1587,1264
764,0.209717,0.548706,0.712524,0.923445,3.906250,5.920410,-2.258301,37.599,-13.127,26.216,-11.561,-0.039,4.988,-35.000,13.178,-20.598,46.691,69.40,136.69,1614,1241
