ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,-0.243408,0.489502,0.826416,0.990870,7.202148,7.568359,7.446289,30.639,14.220,35.886,15.384,1.429,2.049,-37.283,-16.381,-29.515,11.496,87.60,92.40,1487,1513
73,-0.218750,0.505859,0.802734,0.973719,6.469727,-6.713867,6.591797,32.218,12.983,35.439,14.968,3.745,-2.371,-37.638,-15.344,-52.078,21.861,73.20,106.80,1407,1593
117,-0.250488,0.521240,0.815796,0.999979,-7.446289,0.183105,14.038086,32.576,14.507,35.446,14.766,0.082,-0.531,-37.560,-15.975,-53.135,21.831,63.60,111.83,1353,1621
165,-0.248901,0.533813,0.829590,1.017412,0.610352,22.338867,11.291504,32.760,14.161,35.178,14.615,-1.910,8.080,-37.350,-16.162,-53.166,20.969,51.60,110.97,1287,1616
223,-0.250244,0.481323,0.907104,1.056945,-11.901855,69.091797,21.301270,27.951,13.695,34.784,15.239,-7.916,41.243,-35.282,-18.510,-53.471,17.710,37.20,107.71,1207,1598
269,-0.337646,0.448975,0.734131,0.924409,-10.803223,37.780762,30.273437,31.449,21.423,34.609,16.489,-9.741,43.304,-36.010,-22.621,-57.163,14.065,33.41,104.07,1186,1578
317,-0.319458,0.519897,0.833008,1.032593,-3.723145,-26.733398,19.165039,31.969,18.022,34.425,17.058,-9.286,10.397,-36.104,-19.610,-56.268,15.778,33.73,105.78,1187,1588
365,-0.273560,0.427490,0.940552,1.068747,-2.990723,-27.832031,2.746582,24.442,14.831,33.668,16.421,-7.902,-9.660,-33.930,-16.947,-51.745,16.741,38.25,106.74,1213,1593
428,-0.238647,0.428345,0.796753,0.935546,-7.080078,1.220703,-4.333496,28.263,14.779,33.137,15.694,-7.876,-6.882,-34.117,-16.420,-51.081,17.267,38.92,107.27,1216,1596
473,-0.254150,0.395386,0.776611,0.907771,-7.629395,-12.023926,-4.333496,26.981,16.259,32.436,15.333,-9.089,-7.130,-33.220,-16.631,-50.066,16.875,39.93,106.87,1222,1594
518,-0.236206,0.533936,0.811890,1.000023,-13.427734,-9.399414,0.610352,33.331,13.662,31.908,15.008,-9.492,-8.804,-35.043,-15.250,-49.902,18.716,40.10,108.72,1223,1604
570,-0.239014,0.492920,0.894531,1.048944,-20.019531,8.239746,10.742188,28.856,13.171,31.169,14.695,-11.963,-4.670,-32.580,-15.220,-48.745,17.970,41.25,107.97,1229,1600
623,-0.257202,0.570312,0.890259,1.088104,-11.840820,5.249023,28.869629,32.644,13.673,30.579,14.245,-12.787,0.856,-33.650,-15.270,-48.687,18.128,41.31,108.13,1230,1601
671,-0.278564,0.325562,1.041504,1.126197,-3.356934,13.671875,34.790039,17.359,14.321,29.889,14.021,-9.220,10.023,-30.727,-15.865,-46.846,15.304,43.15,105.30,1240,1585
723,-0.207397,0.365234,0.801636,0.905003,13.000488,15.014648,18.188477,24.495,13.248,29.689,13.802,-0.177,12.941,-31.098,-15.614,-46.665,15.415,43.33,105.42,1241,1586
766,-0.235962,0.343628,0.798706,0.900938,7.446289,16.174316,0.183105,23.279,15.183,29.566,14.023,3.594,16.425,-31.043,-16.500,-47.328,14.702,42.67,104.70,1237,1582
814,-0.328247,0.350952,0.717896,0.863879,3.723145,-1.098633,-18.066406,26.052,22.332,29.712,14.842,4.574,9.645,-31.685,-18.991,-50.160,13.146,39.84,103.15,1221,1573
871,-0.246704,0.384766,0.859131,0.973146,6.103516,-5.554199,-18.859863,24.125,14.685,29.422,15.138,4.715,-2.230,-31.096,-16.290,-47.581,14.721,42.42,104.72,1236,1582
923,-0.273560,0.369019,0.860962,0.975841,-13.122559,34.301758,21.118164,23.201,16.280,29.375,15.651,-5.785,16.917,-30.323,-18.189,-49.234,14.306,40.77,104.56,1226,1581
967,-0.250610,0.677856,0.951294,1.194678,-8.178711,13.061523,31.677246,35.472,12.109,29.384,15.943,-6.245,17.181,-31.804,-18.374,-49.857,13.855,40.14,103.86,1223,1577
1014,-0.302490,0.627319,0.924927,1.157808,-11.535645,14.709473,29.357910,34.147,15.145,29.510,16.110,-7.964,15.577,-34.065,-17.998,-51.215,14.898,38.78,104.90,1215,1583
1073,-0.296875,0.321777,1.015991,1.106306,-3.479004,30.456543,36.499023,17.574,15.566,29.074,16.118,-8.626,21.242,-29.931,-18.743,-48.817,11.909,41.18,101.91,1229,1566
1119,-0.236450,0.334595,0.779053,0.880219,24.108887,30.639648,14.221191,23.243,15.583,28.825,16.610,7.234,26.559,-30.622,-19.420,-49.734,10.340,40.27,100.34,1224,1557
1167,-0.326050,0.412964,0.732666,0.902024,13.061523,18.371582,-5.737305,29.408,21.190,29.589,17.421,10.421,22.971,-32.946,-21.769,-53.482,11.232,36.52,101.23,1203,1562
1220,-0.387329,0.420898,0.725098,0.923551,-8.850098,0.122070,-21.972656,30.134,24.796,30.126,18.381,6.026,18.328,-33.344,-23.645,-55.411,10.389,34.59,100.39,1192,1558
1273,-0.178589,0.469849,0.739136,0.893853,4.272461,-6.530762,-21.423340,32.443,11.525,29.854,18.672,2.555,-2.335,-33.981,-17.125,-51.376,14.549,38.62,104.13,1215,1578
1320,-0.246216,0.651245,0.881592,1.123364,-9.338379,-4.943848,18.798828,36.454,12.661,30.091,18.789,-2.485,-2.450,-36.179,-17.166,-54.423,17.018,35.58,106.15,1198,1590
1373,-0.399170,0.584229,0.851440,1.107073,-10.742188,-13.488770,27.526855,34.457,21.135,30.207,18.491,-6.574,-6.825,-34.757,-21.108,-55.956,14.036,34.04,104.04,1189,1578
1415,-0.283936,0.574707,0.849121,1.063915,-1.159668,-3.967285,21.789551,34.091,15.479,30.553,17.838,-4.597,-3.906,-34.882,-18.150,-54.294,17.511,35.71,107.51,1198,1597
