ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
13,0.049316,-0.008789,1.008545,1.009788,0.366211,-0.427246,-0.244141,-0.499,-2.799,-0.553,-2.516,0.001,-0.036,0.181,1.233,0.495,0.368,90.49,90.37,1503,1502
73,0.053345,-0.009644,1.009521,1.010976,0.366211,-0.061035,-0.305176,-0.547,-3.025,-0.551,-2.560,-0.011,0.001,0.179,1.257,1.323,0.991,91.32,90.99,1507,1506
117,0.045288,-0.009155,1.008667,1.009725,0.427246,-0.183105,-0.244141,-0.520,-2.571,-0.550,-2.559,0.020,0.032,0.179,1.256,1.388,1.041,91.39,91.04,1508,1506
164,0.052002,-0.011230,1.009155,1.010557,0.366211,-0.488281,-0.244141,-0.638,-2.950,-0.550,-2.572,0.010,-0.066,0.179,1.263,1.425,1.071,91.43,91.07,1508,1506
222,0.047974,-0.010132,1.008789,1.009980,0.366211,-0.122070,-0.305176,-0.575,-2.723,-0.552,-2.586,0.001,0.037,0.180,1.271,1.445,1.087,91.45,91.09,1508,1506
270,0.051636,-0.012451,1.009644,1.011040,0.366211,-0.366211,-0.305176,-0.707,-2.927,-0.555,-2.595,0.004,-0.018,0.182,1.276,1.453,1.091,91.45,91.09,1508,1506
323,0.052246,-0.011963,1.008911,1.010334,0.366211,-0.305176,-0.244141,-0.679,-2.964,-0.561,-2.612,-0.014,-0.050,0.186,1.285,1.464,1.097,91.46,91.10,1508,1506
365,0.051514,-0.013428,1.008423,1.009827,0.427246,-0.244141,-0.183105,-0.763,-2.924,-0.569,-2.622,0.010,0.003,0.191,1.291,1.475,1.099,91.48,91.10,1508,1506
423,0.050293,-0.009644,1.008667,1.009966,0.305176,-0.366211,-0.305176,-0.548,-2.854,-0.573,-2.634,-0.025,-0.037,0.194,1.298,1.487,1.102,91.49,91.10,1508,1506
473,0.052246,-0.008545,1.008667,1.010055,0.366211,-0.305176,-0.244141,-0.485,-2.965,-0.571,-2.648,-0.009,-0.058,0.192,1.305,1.494,1.108,91.49,91.11,1508,1506
518,0.052856,-0.008423,1.008667,1.010086,0.366211,-0.244141,-0.305176,-0.478,-3.000,-0.568,-2.662,-0.001,-0.018,0.190,1.313,1.500,1.117,91.50,91.12,1508,1506
565,0.051147,-0.008179,1.008911,1.010240,0.366211,-0.366211,-0.305176,-0.464,-2.902,-0.564,-2.671,0.003,-0.036,0.188,1.318,1.503,1.125,91.50,91.12,1508,1506
618,0.053833,-0.008911,1.009399,1.010873,0.366211,-0.244141,-0.305176,-0.506,-3.053,-0.563,-2.676,0.003,-0.024,0.187,1.321,1.505,1.128,91.51,91.13,1508,1506
