ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
14,-0.075928,0.111694,0.996826,1.005934,-0.671387,-3.356934,0.061035,6.393,4.329,6.242,4.395,0.502,-1.573,-6.737,-4.632,-6.253,1.157,87.60,91.16,1513,1494
73,-0.075562,0.103027,1.022461,1.030413,3.051758,-1.586914,0.732422,5.754,4.205,6.317,4.184,2.511,-4.060,-6.940,-4.251,-10.987,2.556,79.01,92.56,1561,1486
124,-0.080688,0.120361,1.013794,1.024097,-4.821777,13.916016,-2.136230,6.771,4.519,6.422,3.984,1.151,-0.301,-6.974,-4.231,-11.135,2.790,78.87,92.79,1562,1484
168,-0.075317,0.108276,1.013794,1.022338,1.647949,-1.037598,-0.244141,6.096,4.225,6.492,3.989,1.124,-1.236,-7.050,-4.206,-11.240,2.813,78.76,92.81,1562,1484
216,-0.068115,0.127197,1.010864,1.021110,1.037598,0.305176,1.342773,7.172,3.825,6.569,3.791,2.222,-4.314,-7.200,-3.803,-11.019,3.290,78.98,93.29,1561,1482
274,-0.083008,0.098389,1.020264,1.028352,1.586914,-2.807617,1.831055,5.508,4.630,6.669,3.632,2.249,-3.670,-7.312,-3.666,-10.999,3.588,79.00,93.59,1561,1480
324,-0.086304,0.100464,0.984619,0.993487,6.530762,-2.014160,-1.770020,5.826,4.984,6.663,3.549,3.539,-3.806,-7.383,-3.568,-10.919,3.727,79.08,93.73,1561,1479
369,-0.062012,0.108032,1.014893,1.022508,-5.981445,11.718750,-3.112793,6.076,3.477,6.744,3.452,1.110,0.853,-7.326,-3.654,-10.978,3.737,79.02,93.74,1561,1479
417,-0.067505,0.116943,1.015747,1.024683,-2.441406,4.028320,-0.671387,6.568,3.777,6.790,3.473,1.106,-1.008,-7.376,-3.652,-11.022,3.729,78.98,93.73,1561,1479
474,-0.090576,0.102295,1.017090,1.026226,0.305176,18.676758,1.892090,5.743,5.064,6.775,3.638,1.228,6.807,-7.367,-4.216,-11.418,3.309,78.58,93.31,1563,1482
521,-0.139038,0.082275,1.007568,1.020439,8.239746,34.301758,-1.403809,4.668,7.831,6.640,4.404,1.301,19.846,-7.224,-5.841,-12.665,1.732,77.33,91.73,1570,1490
569,-0.115479,0.109619,0.967529,0.980543,-10.192871,52.246094,-0.488281,6.464,6.763,6.629,5.959,-0.924,36.175,-7.093,-8.531,-15.099,-0.822,74.90,89.18,1584,1505
622,-0.175537,0.107910,0.938232,0.960593,-8.789063,37.963867,-3.784180,6.561,10.529,6.544,8.068,-2.005,35.735,-6.935,-10.825,-16.563,-2.509,73.44,87.49,1592,1514
664,-0.252563,0.104614,0.939453,0.978419,-5.187988,46.447754,-5.126953,6.354,14.959,6.501,9.998,-0.506,41.920,-6.967,-13.637,-19.916,-5.967,70.08,84.03,1611,1533
