ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
14,0.652100,-0.005371,0.972900,1.171238,2.441406,25.756836,-4.821777,-0.316,-33.832,-17.404,-21.836,0.678,5.637,-10.877,29.248,10.104,22.069,92.40,92.40,1487,1513
72,-0.448608,0.106812,0.842529,0.960476,5.859375,-10.375977,-12.023926,7.225,27.844,-15.818,-18.242,2.738,9.460,-9.182,3.569,-3.427,19.091,91.13,104.89,1494,1583
124,-0.430054,0.204468,0.950439,1.063056,2.197266,-28.869629,-28.991699,12.141,23.863,-13.682,-15.977,5.984,-11.897,-7.910,7.854,-0.879,14.493,89.12,104.49,1505,1581
167,0.072266,-0.092163,1.156372,1.162288,-2.319336,0.366211,-25.817871,-4.557,-3.565,-12.704,-15.274,6.376,-9.352,-13.448,17.168,3.181,29.028,93.18,114.09,1482,1634
215,0.552979,0.027710,1.308105,1.420455,17.761230,23.254395,-19.836426,1.214,-22.911,-11.904,-15.381,11.341,9.401,-12.270,16.247,3.919,28.820,93.92,118.82,1478,1660
274,0.268555,-0.022705,1.094116,1.126822,-5.004883,68.054199,6.347656,-1.189,-13.788,-10.640,-14.233,4.687,39.668,-10.913,13.151,2.909,24.825,92.91,114.82,1484,1638
320,0.098755,-0.017090,1.029907,1.034772,-6.774902,70.251465,1.037598,-0.951,-5.476,-9.791,-11.993,1.882,55.319,-10.514,9.765,-0.093,21.121,89.91,111.12,1501,1617
368,-0.178467,-0.057373,0.951416,0.969708,-4.028320,56.335449,-1.953125,-3.451,10.605,-9.230,-8.166,-0.078,57.089,-10.001,5.449,-3.751,16.465,86.25,106.47,1521,1591
416,-0.168823,-0.020264,0.947266,0.962405,-1.831055,49.743652,-6.652832,-1.225,10.103,-8.633,-4.427,-0.948,54.547,-9.394,1.489,-7.302,11.747,82.70,101.75,1541,1565
474,-0.221558,0.058228,0.951660,0.978844,-9.704590,35.949707,1.037598,3.501,13.082,-7.889,-0.369,-4.214,41.598,-8.505,-2.453,-10.687,6.157,79.31,96.16,1559,1534
521,-0.238647,0.028564,0.925781,0.956472,-14.648438,17.883301,3.967285,1.767,14.448,-7.493,1.861,-6.794,30.380,-8.000,-4.343,-12.079,4.025,77.92,94.02,1567,1522
568,-0.260864,-0.015503,0.900024,0.937195,-11.230469,7.263184,10.070801,-0.987,16.161,-7.415,3.626,-8.616,15.029,-7.935,-5.827,-13.479,2.361,76.52,92.36,1575,1513
621,-0.290039,0.050171,0.906860,0.953434,-9.399414,6.103516,9.338379,3.167,17.710,-7.672,4.674,-8.647,13.035,-7.458,-7.343,-14.206,1.126,75.79,91.13,1579,1506
674,-0.136475,0.002563,0.963745,0.973364,-7.446289,-33.081055,4.089355,0.152,8.060,-7.369,5.211,-7.887,-13.678,-8.420,-4.803,-13.567,3.244,76.43,93.24,1575,1518
721,-0.298462,0.074951,0.911377,0.961928,-3.051758,-43.518066,-1.708984,4.701,18.076,-7.081,4.979,-7.697,-25.459,-6.541,-5.565,-12.392,2.265,77.61,92.27,1569,1513
774,-0.193970,-0.020752,0.872681,0.894218,-9.216309,-122.436523,-3.356934,-1.362,12.528,-6.925,3.026,-7.994,-72.952,-7.874,1.048,-8.541,5.496,81.46,93.45,1547,1519
