ms,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,roll_cf_deg,pitch_cf_deg,p_filt_dps,q_filt_dps,u_roll_deg,u_pitch_deg,left_cmd_deg,right_cmd_deg,left_servo_deg,right_servo_deg,left_pwm,right_pwm
14,-0.480835,0.527344,0.725464,1.017640,-3.784180,-6.042480,-3.784180,36.014,28.197,36.621,27.562,-1.913,-1.436,-39.709,-30.454,-33.000,5.090,87.60,92.40,1513,1487
73,-0.421265,0.563232,0.686768,0.983028,-28.259277,-24.230957,6.896973,39.356,25.375,35.769,26.915,-22.859,-17.361,-39.957,-27.544,-59.502,11.690,73.20,101.69,1593,1435
116,-0.401123,0.528931,0.788086,1.030411,-11.352539,-31.066895,8.361816,33.868,22.910,34.749,26.026,-20.412,-22.154,-36.438,-25.715,-59.899,10.988,63.60,100.99,1647,1439
164,-0.356934,0.585571,0.646729,0.942631,3.845215,16.052246,20.141602,42.159,22.251,34.520,24.924,-11.435,-6.295,-42.134,-25.184,-59.991,17.575,51.60,107.57,1713,1402
221,-0.426880,0.478271,0.690796,0.942427,0.854492,2.685547,-3.356934,34.697,26.934,34.149,24.723,-7.568,1.305,-37.235,-28.166,-60.000,8.955,39.24,98.96,1782,1450
273,-0.325806,0.581909,0.838501,1.071378,-9.094238,-19.531250,-8.728027,34.760,17.704,33.706,24.092,-10.834,-9.524,-36.803,-22.671,-59.711,13.469,30.29,103.47,1832,1425
316,-0.319702,0.495728,0.776001,0.974748,-14.221191,-8.605957,-4.760742,32.571,19.146,32.946,23.483,-15.880,-11.401,-34.977,-23.106,-58.194,11.975,31.81,101.97,1823,1433
364,-0.354614,0.580566,0.720459,0.990893,-12.756348,-4.272461,20.385742,38.863,20.970,32.413,22.857,-17.258,-8.458,-38.229,-23.428,-59.835,14.316,30.16,104.32,1832,1420
423,-0.334961,0.571899,0.813843,1.049575,1.403809,14.709473,27.221680,35.096,18.611,32.447,22.102,-9.153,5.311,-36.325,-22.689,-59.451,14.391,30.55,104.39,1830,1420
470,-0.340820,0.489136,0.829834,1.021781,11.657715,-9.582520,4.821777,30.517,19.485,32.443,21.644,-0.245,0.039,-34.756,-22.791,-57.651,11.870,32.35,101.87,1820,1434
517,-0.319580,0.625610,0.753296,1.030036,13.610840,4.455566,-3.784180,39.710,18.075,33.050,21.154,3.852,0.754,-40.425,-21.272,-59.743,17.937,30.26,107.69,1832,1402
569,-0.335938,0.481445,0.642822,0.870554,10.559082,-3.784180,-13.549805,36.832,22.699,33.396,21.096,4.247,-0.351,-38.680,-23.917,-59.884,16.191,30.12,106.19,1833,1410
623,-0.332397,0.410400,0.801270,0.959661,0.854492,-19.165039,-18.798828,27.121,20.265,33.080,20.682,0.855,-11.985,-34.328,-21.787,-56.416,13.172,33.58,103.17,1813,1427
670,-0.339233,0.558228,0.662476,0.930361,-6.286621,15.380859,-13.793945,40.119,21.385,33.193,20.659,-2.999,-1.049,-40.409,-22.996,-59.538,16.834,30.46,106.83,1831,1406
723,-0.377563,0.649292,0.633789,0.982763,-18.981934,12.207031,-16.723633,45.692,22.593,32.885,21.548,-12.048,6.990,-44.464,-24.675,-59.958,16.483,30.04,104.84,1833,1418
765,-0.428101,0.749512,0.726074,1.127928,-17.761230,-2.441406,20.874023,45.910,22.306,33.049,21.862,-13.852,1.876,-44.575,-24.284,-59.996,19.428,30.00,109.00,1833,1394
