ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
32,12510,18661,14874,0,0,-0.23822,-1.78488,9.85573,-0.001065,-0.014914,-0.010653,-10.270,1.359,-0.004,-0.0000,0.0000,0.0027,-0.0000,0.0000,0.0000,-0.0002179,-0.0147863,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
86,30143,17566,14563,0,0,-0.24062,-1.79206,9.86411,-0.001065,-0.013848,-0.010653,-10.278,1.363,-0.006,-0.0000,-0.0000,0.0148,-0.0000,0.0000,0.0005,-0.0002104,-0.0147908,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
134,29899,18198,15163,0,0,-0.23703,-1.78967,9.85094,0.000000,-0.014914,-0.010653,-10.285,1.353,-0.003,-0.0001,-0.0000,0.0248,-0.0000,0.0000,0.0014,-0.0001969,-0.0147745,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
194,18203,17405,14451,0,0,-0.23343,-1.78967,9.86291,-0.001065,-0.014914,-0.010653,-10.285,1.342,0.000,-0.0000,-0.0000,0.0381,-0.0000,-0.0000,0.0034,-0.0002031,-0.0147310,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
253,32360,25759,15255,0,0,-0.23583,-1.79086,9.85932,0.000000,-0.014914,-0.011718,-10.285,1.342,-0.002,-0.0001,-0.0001,0.0489,-0.0000,0.0000,0.0055,-0.0001939,-0.0147373,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
283,32305,23774,20769,0,0,-0.23104,-1.79086,9.86651,0.000000,-0.014914,-0.011718,-10.285,1.339,-0.003,-0.0000,-0.0001,0.0561,-0.0000,-0.0000,0.0072,-0.0001903,-0.0147108,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
345,19109,18115,15092,0,0,-0.23583,-1.79206,9.85813,0.000000,-0.014914,-0.011718,-10.284,1.342,-0.003,-0.0001,-0.0001,0.0706,-0.0000,-0.0000,0.0115,-0.0002151,-0.0147285,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
394,24957,17851,14830,0,0,-0.23703,-1.77889,9.85693,0.000000,-0.014914,-0.011718,-10.280,1.348,-0.006,-0.0001,-0.0001,0.0812,0.0000,-0.0000,0.0153,-0.0002910,-0.0148452,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
453,28493,24887,15253,0,0,-0.23224,-1.77410,9.86291,-0.001065,-0.014914,-0.011718,-10.276,1.350,-0.007,-0.0001,-0.0000,0.0925,0.0000,-0.0001,0.0198,-0.0004230,-0.0148943,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
495,22898,17925,14943,0,0,-0.24421,-1.78607,9.85334,0.000000,-0.014914,-0.010653,-10.277,1.352,-0.007,-0.0001,-0.0000,0.1029,0.0000,-0.0001,0.0246,-0.0003983,-0.0149425,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
535,23888,33355,30343,0,0,-0.23703,-1.78368,9.86411,-0.001065,-0.014914,-0.010653,-10.276,1.353,-0.006,-0.0001,-0.0000,0.1082,0.0000,-0.0001,0.0271,-0.0004514,-0.0149463,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
596,31289,23431,15451,0,0,-0.24301,-1.78727,9.85693,-0.001065,-0.014914,-0.011718,-10.277,1.358,-0.008,-0.0002,0.0001,0.1234,0.0001,-0.0001,0.0353,-0.0004923,-0.0150759,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
638,24054,18131,15100,0,0,-0.23703,-1.78847,9.85813,0.000000,-0.014914,-0.010653,-10.278,1.362,-0.008,-0.0002,0.0001,0.1337,0.0001,-0.0001,0.0415,-0.0004550,-0.0151380,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
690,24493,17712,14712,0,0,-0.23463,-1.78967,9.85693,0.000000,-0.014914,-0.011718,-10.278,1.362,-0.008,-0.0002,0.0001,0.1450,0.0001,-0.0001,0.0488,-0.0004392,-0.0151206,-0.0109828,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
