ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
31,12501,17856,14898,0,0,-0.60454,-2.20147,9.88686,-0.002131,-0.010653,-0.009587,-12.560,3.420,0.006,0.0000,0.0000,0.0043,0.0000,0.0000,0.0000,-0.0024639,-0.0101173,-0.0099730,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
86,30722,17593,14567,0,0,-0.60693,-2.20027,9.88326,-0.001065,-0.010653,-0.009587,-12.559,3.411,0.010,0.0000,0.0000,0.0230,0.0000,0.0000,0.0008,-0.0024654,-0.0101214,-0.0099730,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
131,27891,17596,14590,0,0,-0.60693,-2.19907,9.88566,-0.002131,-0.010653,-0.010653,-12.552,3.408,0.007,-0.0000,0.0000,0.0384,0.0000,-0.0000,0.0022,-0.0024753,-0.0101252,-0.0099730,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
192,18911,18028,15052,0,0,-0.60334,-2.19548,9.88925,-0.002131,-0.010653,-0.009587,-12.551,3.405,0.007,-0.0000,0.0000,0.0592,0.0000,-0.0000,0.0051,-0.0024847,-0.0101311,-0.0099730,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
252,33658,24915,15270,0,0,-0.59137,-2.20147,9.88925,-0.002131,-0.010653,-0.009587,-12.554,3.402,0.007,0.0001,0.0000,0.0772,-0.0000,0.0000,0.0087,-0.0024601,-0.0101016,-0.0099730,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
282,31230,23296,20316,0,0,-0.59735,-2.20626,9.88087,-0.002131,-0.010653,-0.009587,-12.557,3.399,0.009,0.0002,-0.0000,0.0876,-0.0000,0.0000,0.0113,-0.0024187,-0.0100716,-0.0099729,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
342,19086,18105,15110,0,0,-0.60334,-2.20147,9.88446,-0.001065,-0.011718,-0.010653,-12.555,3.399,0.007,0.0002,-0.0000,0.1099,0.0000,0.0000,0.0178,-0.0024090,-0.0101264,-0.0099730,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
392,26752,17519,14529,0,0,-0.59735,-2.20506,9.88326,-0.002131,-0.010653,-0.010653,-12.560,3.397,0.006,0.0002,-0.0000,0.1270,0.0000,0.0001,0.0238,-0.0023112,-0.0101301,-0.0099729,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
440,29385,18174,15122,0,0,-0.59496,-2.21464,9.88805,-0.003196,-0.010653,-0.009587,-12.569,3.395,0.006,0.0003,-0.0001,0.1430,0.0000,0.0001,0.0302,-0.0021513,-0.0100990,-0.0099729,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
491,24688,17462,14492,0,0,-0.59975,-2.20267,9.88805,-0.002131,-0.010653,-0.009587,-12.567,3.396,0.007,0.0002,-0.0001,0.1605,0.0001,0.0001,0.0380,-0.0021973,-0.0101115,-0.0099729,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
556,34381,25603,17731,0,0,-0.59975,-2.20745,9.88686,-0.002131,-0.010653,-0.009587,-12.569,3.394,0.009,0.0003,-0.0001,0.1799,0.0001,0.0001,0.0478,-0.0021397,-0.0101304,-0.0099729,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
586,31866,22961,19989,0,0,-0.60693,-2.20147,9.88566,-0.002131,-0.011718,-0.010653,-12.568,3.394,0.008,0.0002,-0.0001,0.1907,0.0001,0.0001,0.0537,-0.0021697,-0.0102088,-0.0099729,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
633,28221,18210,15159,0,0,-0.60094,-2.20865,9.88566,-0.002131,-0.010653,-0.010653,-12.575,3.394,0.005,0.0002,-0.0001,0.2083,0.0001,0.0001,0.0640,-0.0020257,-0.0102450,-0.0099729,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
692,29012,24288,14657,0,0,-0.59616,-2.19907,9.88925,-0.002131,-0.011718,-0.010653,-12.569,3.387,0.006,0.0002,-0.0001,0.2265,0.0001,0.0001,0.0756,-0.0021184,-0.0101545,-0.0099729,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
734,23354,18097,15102,0,0,-0.60094,-2.20626,9.88207,-0.002131,-0.010653,-0.010653,-12.567,3.386,0.005,0.0002,-0.0001,0.2425,0.0001,0.0001,0.0869,-0.0021283,-0.0101751,-0.0099729,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
783,24913,17738,14710,0,0,-0.60454,-2.20267,9.87488,-0.002131,-0.010653,-0.010653,-12.568,3.386,0.003,0.0002,-0.0001,0.2589,0.0002,0.0001,0.0993,-0.0021096,-0.0102259,-0.0099729,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
850,19193,18137,15126,0,0,-0.60214,-2.20147,9.88326,-0.002131,-0.010653,-0.009587,-12.566,3.386,0.004,0.0002,-0.0001,0.2813,0.0002,0.0001,0.1172,-0.0021792,-0.0102482,-0.0099729,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
903,22606,25021,14581,0,0,-0.59735,-2.19907,9.88087,-0.001065,-0.011718,-0.008522,-12.561,3.382,0.006,0.0002,-0.0001,0.2968,0.0002,0.0000,0.1306,-0.0022183,-0.0102375,-0.0099730,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
932,25227,28948,21087,0,0,-0.60214,-2.20147,9.88326,-0.002131,-0.011718,-0.010653,-12.561,3.382,0.005,0.0002,-0.0001,0.3053,0.0002,0.0000,0.1382,-0.0022248,-0.0102765,-0.0099730,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
982,25114,17841,14830,0,0,-0.60094,-2.20626,9.87967,-0.002131,-0.010653,-0.009587,-12.560,3.383,0.006,0.0001,0.0000,0.3258,0.0002,0.0000,0.1573,-0.0022443,-0.0103633,-0.0099730,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
1040,38712,19272,15230,0,0,-0.60454,-2.19668,9.89045,-0.002131,-0.010653,-0.010653,-12.555,3.383,0.003,0.0000,0.0001,0.3453,0.0003,0.0000,0.1765,-0.0023360,-0.0103955,-0.0099731,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
