ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
32,12536,18703,14897,0,0,-0.05746,-1.21506,9.93713,0.001065,-0.018109,-0.011718,-6.970,0.330,0.001,0.0000,-0.0000,0.0026,0.0000,-0.0000,0.0000,0.0018217,-0.0178110,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
86,30808,17567,14564,0,0,-0.04788,-1.21506,9.92397,0.001065,-0.018109,-0.011718,-6.967,0.285,0.005,0.0001,-0.0000,0.0132,0.0000,0.0000,0.0005,0.0018243,-0.0177942,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
135,29895,18194,15170,0,0,-0.04788,-1.21266,9.93235,0.002131,-0.017044,-0.011718,-6.961,0.286,0.006,0.0002,-0.0000,0.0227,0.0000,-0.0000,0.0013,0.0018172,-0.0177891,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
195,17853,17521,14559,0,0,-0.04788,-1.20668,9.92756,0.001065,-0.017044,-0.011718,-6.963,0.284,0.005,0.0001,-0.0000,0.0346,0.0000,-0.0000,0.0031,0.0018100,-0.0177698,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
253,33834,23674,15254,0,0,-0.05387,-1.20548,9.92995,0.002131,-0.017044,-0.011718,-6.959,0.288,0.004,0.0001,0.0001,0.0447,0.0000,-0.0000,0.0051,0.0017829,-0.0177986,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
282,29961,23172,20139,0,0,-0.04429,-1.20428,9.93474,0.002131,-0.018109,-0.011718,-6.954,0.284,0.004,0.0001,0.0001,0.0508,0.0000,-0.0000,0.0065,0.0017257,-0.0177580,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
343,18993,18049,15054,0,0,-0.04310,-1.21266,9.93354,0.002131,-0.018109,-0.011718,-6.954,0.278,0.004,0.0001,0.0001,0.0638,0.0000,-0.0000,0.0103,0.0017296,-0.0176787,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
391,24268,17552,14546,0,0,-0.04788,-1.19830,9.92516,0.002131,-0.018109,-0.011718,-6.946,0.278,0.003,0.0001,0.0001,0.0734,0.0000,-0.0001,0.0137,0.0016086,-0.0176983,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
433,23094,18105,15105,0,0,-0.04549,-1.21506,9.92756,0.002131,-0.018109,-0.011718,-6.950,0.279,0.003,0.0001,0.0001,0.0813,0.0000,-0.0000,0.0168,0.0016932,-0.0177259,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
488,28431,17663,14645,0,0,-0.04908,-1.22344,9.92397,0.002131,-0.018109,-0.011718,-6.956,0.276,0.003,0.0002,0.0000,0.0921,0.0000,0.0000,0.0217,0.0018662,-0.0176941,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
554,39338,25755,17824,0,0,-0.04549,-1.20907,9.92636,0.001065,-0.018109,-0.011718,-6.949,0.274,0.004,0.0002,-0.0000,0.1033,0.0000,-0.0000,0.0273,0.0016809,-0.0176761,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
583,32035,22741,19777,0,0,-0.03950,-1.20907,9.92397,0.002131,-0.018109,-0.011718,-6.948,0.269,0.004,0.0003,-0.0000,0.1094,0.0000,-0.0000,0.0307,0.0016773,-0.0175823,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
650,19031,18051,15076,0,0,-0.05028,-1.20787,9.93115,0.001065,-0.018109,-0.010653,-6.945,0.266,0.004,0.0004,0.0000,0.1237,0.0000,-0.0001,0.0391,0.0015886,-0.0175556,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
685,27413,25072,15489,0,0,-0.04669,-1.21745,9.92157,0.002131,-0.017044,-0.010653,-6.948,0.267,0.005,0.0004,-0.0000,0.1289,0.0000,-0.0000,0.0426,0.0016916,-0.0175577,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
746,18961,18050,15052,0,0,-0.04788,-1.21506,9.92875,0.002131,-0.017044,-0.011718,-6.946,0.261,0.005,0.0004,0.0000,0.1420,0.0000,-0.0000,0.0518,0.0016382,-0.0174642,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
794,24333,17537,14541,0,0,-0.04310,-1.21147,9.92636,0.001065,-0.017044,-0.010653,-6.948,0.262,0.006,0.0004,-0.0000,0.1513,0.0000,-0.0000,0.0589,0.0016897,-0.0174742,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
840,28242,18112,15106,0,0,-0.04310,-1.20548,9.92995,0.002131,-0.018109,-0.011718,-6.945,0.258,0.006,0.0004,0.0000,0.1603,0.0001,-0.0000,0.0661,0.0016528,-0.0174398,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
894,27422,25738,15227,0,0,-0.03711,-1.20428,9.92995,0.002131,-0.018109,-0.011718,-6.943,0.251,0.006,0.0004,0.0001,0.1694,0.0000,-0.0000,0.0737,0.0016329,-0.0173378,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
944,25281,18193,15155,0,0,-0.04429,-1.20668,9.93115,0.001065,-0.017044,-0.011718,-6.941,0.250,0.005,0.0005,0.0001,0.1807,0.0001,-0.0000,0.0838,0.0015944,-0.0172999,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
993,25162,17774,14754,0,0,-0.04429,-1.20668,9.93115,0.001065,-0.017044,-0.011718,-6.938,0.256,0.004,0.0004,0.0001,0.1905,0.0001,-0.0001,0.0929,0.0015102,-0.0173908,-0.0114792,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
