ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
31,12504,18418,14625,0,0,-0.24181,-1.59454,9.84855,-0.001065,-0.013848,-0.011718,-9.197,1.387,-0.002,-0.0000,-0.0000,0.0022,-0.0000,-0.0000,0.0000,-0.0009885,-0.0145027,-0.0113130,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
86,36146,18326,15223,0,0,-0.25379,-1.59813,9.84735,-0.001065,-0.014914,-0.011718,-9.202,1.403,-0.005,-0.0002,-0.0001,0.0117,-0.0000,-0.0000,0.0004,-0.0009813,-0.0145265,-0.0113130,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365382,-86.8936005,159.800,0.057,0.000,0.000
135,30414,17558,14557,0,0,-0.23822,-1.60052,9.84496,-0.001065,-0.014914,-0.011718,-9.206,1.398,-0.005,-0.0001,-0.0001,0.0202,-0.0000,-0.0000,0.0012,-0.0009660,-0.0145114,-0.0113130,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365382,-86.8936005,159.800,0.057,0.000,0.000
197,19512,18100,15117,0,0,-0.24660,-1.58496,9.84496,-0.002131,-0.014914,-0.011718,-9.191,1.388,-0.005,-0.0002,-0.0001,0.0306,-0.0000,-0.0000,0.0027,-0.0010469,-0.0144952,-0.0113130,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365397,-86.8936007,162.000,0.067,0.000,0.000
253,29896,19929,15304,0,0,-0.24541,-1.59214,9.84855,-0.001065,-0.014914,-0.010653,-9.185,1.388,-0.005,-0.0002,-0.0001,0.0398,-0.0000,-0.0001,0.0046,-0.0010915,-0.0145099,-0.0113130,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365397,-86.8936007,162.000,0.067,0.000,0.000
284,26657,24910,21900,0,0,-0.24181,-1.59334,9.84975,-0.001065,-0.014914,-0.011718,-9.186,1.387,-0.005,-0.0002,-0.0001,0.0445,-0.0000,-0.0001,0.0058,-0.0010872,-0.0145111,-0.0113130,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365403,-86.8936018,162.000,0.046,0.000,0.000
335,25747,18173,15134,0,0,-0.24541,-1.58736,9.84376,-0.001065,-0.014914,-0.011718,-9.183,1.388,-0.007,-0.0002,-0.0001,0.0542,-0.0000,-0.0001,0.0086,-0.0011258,-0.0145403,-0.0113130,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365403,-86.8936018,163.000,0.046,0.000,0.000
399,19029,18045,15042,0,0,-0.24062,-1.60292,9.84735,-0.001065,-0.013848,-0.011718,-9.191,1.390,-0.008,-0.0002,-0.0001,0.0650,-0.0000,-0.0000,0.0124,-0.0009807,-0.0145833,-0.0113130,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365422,-86.8936023,164.000,0.067,0.000,0.000
454,29061,20299,15285,0,0,-0.23703,-1.58855,9.85094,-0.001065,-0.014914,-0.011718,-9.189,1.390,-0.010,-0.0002,-0.0000,0.0744,-0.0001,-0.0000,0.0161,-0.0010333,-0.0145937,-0.0113130,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365422,-86.8936023,164.000,0.067,0.000,0.000
486,27109,24987,21964,0,0,-0.24421,-1.60172,9.85214,-0.001065,-0.014914,-0.011718,-9.193,1.390,-0.010,-0.0002,-0.0001,0.0792,-0.0000,-0.0000,0.0182,-0.0009513,-0.0146166,-0.0113130,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,1,10,40.4365432,-86.8936023,164.900,0.139,0.000,0.000
