ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,mode,ctrl,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,pid_p_roll,pid_d_roll,pid_i_roll,pid_p_pitch,pid_d_pitch,pid_i_pitch,u_diff_deg,u_sym_deg,left_inc_deg,right_inc_deg,left_deg,right_deg,morph_deg,left_pwm,right_pwm,morph_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
28593,35269,19073,15364,655,0,3,0,-0.37828,0.95648,9.76715,-0.006392,-0.007457,-0.009587,5.785,1.637,30.452,4.2921,48.7145,35.6102,129.2441,1096.0031,734.3794,-0.0124287,0.0123295,-0.0110588,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
28634,22171,18448,15235,657,0,3,0,-0.42258,0.95409,9.77074,-0.002131,-0.008522,-0.009587,5.789,1.651,30.437,4.2669,48.7152,35.6323,128.7536,1097.9822,736.3405,-0.0124215,0.0122425,-0.0110486,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
28698,18125,18251,14751,658,0,3,0,-0.41539,0.99359,9.88446,-0.004261,-0.019175,-0.012783,5.791,1.647,30.426,4.24,48.7114,35.6621,128.3317,1100.9929,739.2701,-0.0124023,0.0121457,-0.011042,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
28746,28634,18498,15276,659,0,3,0,-0.40462,0.93853,9.73363,-0.002131,-0.002131,-0.008522,5.79,1.679,30.446,4.2183,48.6979,35.6916,128.023,1102.9891,741.687,-0.0123625,0.0120615,-0.0110461,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
28787,22798,18557,15351,660,0,3,0,-0.43574,0.95409,9.78869,-0.006392,-0.013848,-0.011718,5.786,1.677,30.444,4.2003,48.6926,35.7135,127.7495,1104.8744,743.6367,-0.0123443,0.0119959,-0.0110458,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
28834,22443,18496,15245,662,0,3,0,-0.42737,0.95529,9.73004,-0.002131,0.001065,-0.007457,5.79,1.696,30.453,4.1775,48.6843,35.7384,127.3894,1106.949,745.9174,-0.0123184,0.0119128,-0.0110482,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
28899,18128,18315,14728,663,0,3,0,-0.37589,0.97085,9.93833,0.001065,-0.028762,-0.02024,5.778,1.704,30.442,4.159,48.6751,35.7488,127.2183,1109.9185,748.8384,-0.0122894,0.0118422,-0.0110503,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
28940,22515,18006,14735,664,0,3,0,-0.35554,0.98402,9.80545,-0.010653,0.001065,-0.005326,5.77,1.708,30.452,4.1428,48.6687,35.7725,126.9847,1111.7534,750.7861,-0.0122675,0.0117803,-0.0110506,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
28988,29268,18641,15387,665,0,3,0,-0.40462,0.97444,9.79827,-0.005326,-0.012783,-0.010653,5.778,1.699,30.44,4.1217,48.6675,35.7912,126.6389,1114.0065,752.9005,-0.0122593,0.0117083,-0.0110454,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29051,38310,24681,16644,667,0,3,0,-0.39983,0.95888,9.79707,-0.006392,-0.010653,-0.010653,5.779,1.684,30.445,4.1028,48.6571,35.8168,126.4462,1116.5889,755.5265,-0.0122307,0.0116398,-0.0110474,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29098,27853,18505,14927,669,0,3,0,-0.39145,0.97803,9.80545,-0.006392,-0.007457,-0.009587,5.784,1.678,30.436,4.0821,48.6553,35.8369,126.1353,1119.0909,757.8323,-0.0122215,0.0115693,-0.0110424,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29145,28730,18508,15283,670,0,3,0,-0.38666,0.96247,9.77553,-0.005326,-0.007457,-0.009587,5.787,1.677,30.438,4.0648,48.6501,35.8569,125.898,1121.269,759.9832,-0.0122038,0.0115063,-0.0110413,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29193,28857,18844,15593,671,0,3,0,-0.38786,0.96486,9.78391,-0.004261,-0.009587,-0.009587,5.793,1.669,30.44,4.0483,48.6447,35.8766,125.6822,1123.4518,762.1277,-0.0121862,0.011446,-0.0110415,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29234,18715,18390,15182,672,0,3,0,-0.37828,0.94092,9.77074,-0.007457,-0.004261,-0.009587,5.785,1.678,30.458,4.0335,48.6315,35.903,125.5154,1125.1969,764.2388,-0.0121485,0.0113843,-0.0110488,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29299,18132,18211,14708,673,0,3,0,-0.38547,0.96007,9.80545,-0.006392,-0.007457,-0.009587,5.778,1.684,30.462,4.0062,48.6214,35.9369,125.0907,1128.0813,767.3278,-0.0121151,0.0112814,-0.0110497,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29346,28716,18462,15235,674,0,3,0,-0.39145,0.96007,9.77553,-0.006392,-0.010653,-0.010653,5.777,1.682,30.462,3.9883,48.6157,35.9574,124.8316,1130.2329,769.4985,-0.0120961,0.0112156,-0.0110491,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29388,22842,18602,15375,675,0,3,0,-0.38307,0.95768,9.79468,-0.006392,-0.008522,-0.009587,5.776,1.685,30.463,3.9721,48.6112,35.9766,124.5797,1132.1254,771.4278,-0.012079,0.0111546,-0.0110479,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29434,27486,18478,15258,677,0,3,0,-0.37709,0.95888,9.79707,-0.006392,-0.008522,-0.009587,5.775,1.679,30.466,3.9572,48.6048,35.9963,124.3934,1134.2407,773.5471,-0.0120588,0.0110978,-0.0110477,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29501,38993,27177,18613,678,0,3,0,-0.38427,0.96007,9.79827,-0.006392,-0.009587,-0.009587,5.78,1.665,30.465,3.9387,48.5995,36.0169,124.1687,1136.925,776.074,-0.0120424,0.0110328,-0.0110457,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29540,27357,38850,30337,679,0,3,0,-0.38547,0.95768,9.80186,-0.006392,-0.009587,-0.010653,5.779,1.66,30.465,3.9298,48.5957,36.0285,124.0604,1138.1696,777.3148,-0.0120308,0.0109999,-0.0110452,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29593,34829,18526,15301,681,0,3,0,-0.38666,0.95648,9.80426,-0.006392,-0.010653,-0.010653,5.784,1.631,30.46,3.9098,48.5878,36.0531,123.8863,1141.6067,780.4805,-0.0120099,0.0109313,-0.0110429,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29640,28558,18022,14777,683,0,3,0,-0.40582,0.96127,9.78271,-0.006392,-0.007457,-0.010653,5.779,1.647,30.454,3.8871,48.5832,36.0779,123.4739,1143.7673,782.7641,-0.01199,0.0108466,-0.0110379,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29699,18031,18192,14718,684,0,3,0,-0.38427,0.95768,9.79588,-0.006392,-0.008522,-0.009587,5.774,1.663,30.453,3.862,48.5763,36.1089,123.0321,1146.413,785.6017,-0.011961,0.0107482,-0.0110339,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29746,28409,18439,15217,685,0,3,0,-0.38427,0.96247,9.78869,-0.006392,-0.009587,-0.010653,5.773,1.666,30.447,3.8435,48.5735,36.1282,122.7212,1148.5901,787.7358,-0.0119472,0.0106799,-0.0110293,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29794,29407,18529,15283,686,0,3,0,-0.37709,0.96127,9.79707,-0.005326,-0.009587,-0.010653,5.775,1.664,30.442,3.827,48.5693,36.1474,122.475,1150.8075,789.9061,-0.0119309,0.0106178,-0.0110262,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29835,22122,18421,15203,688,0,3,0,-0.37948,0.95289,9.79707,-0.005326,-0.008522,-0.010653,5.77,1.671,30.447,3.8119,48.5616,36.1696,122.2446,1152.5995,791.9027,-0.0119047,0.0105561,-0.0110263,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29900,18467,17923,14724,689,0,3,0,-0.38906,0.9493,9.78031,-0.005326,-0.007457,-0.009587,5.767,1.678,30.455,3.7887,48.5514,36.2015,121.9039,1155.537,795.0071,-0.0118705,0.0104647,-0.0110265,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29947,28637,18434,15211,690,0,3,0,-0.38427,0.95648,9.80186,-0.006392,-0.008522,-0.009587,5.765,1.68,30.457,3.7725,48.5456,36.2217,121.6674,1157.6613,797.1633,-0.0118508,0.0104028,-0.0110262,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
29989,23056,18560,15341,691,0,3,0,-0.37948,0.96367,9.79947,-0.006392,-0.008522,-0.009587,5.763,1.687,30.46,3.7568,48.5402,36.2414,121.4124,1159.5414,799.1334,-0.0118313,0.0103411,-0.0110261,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30053,33273,24755,16596,693,0,3,0,-0.38068,0.96965,9.51097,-0.006392,-0.004261,-0.009587,5.777,1.688,30.448,3.7367,48.5435,36.2454,121.0876,1162.3638,801.4918,-0.0118352,0.0102756,-0.0110195,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30087,24943,33911,25776,694,0,3,0,-0.3723,0.96486,9.80545,-0.005326,-0.006392,-0.009587,5.778,1.686,30.451,3.7299,48.5403,36.2548,121.0122,1163.5006,802.6039,-0.0118255,0.0102493,-0.0110207,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30146,18463,18375,15195,696,0,3,0,-0.39385,0.95648,9.77792,-0.005326,-0.008522,-0.009587,5.774,1.689,30.465,3.7058,48.5269,36.2885,120.7014,1166.8289,806.0918,-0.0117867,0.0101552,-0.0110262,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30193,28234,18922,15674,697,0,3,0,-0.37709,0.96606,9.79588,-0.006392,-0.007457,-0.010653,5.773,1.691,30.473,3.6912,48.5194,36.3085,120.511,1168.9246,808.2587,-0.0117638,0.0100976,-0.0110297,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30241,23830,18393,14760,699,0,3,0,-0.39025,0.95888,9.78989,-0.006392,-0.008522,-0.010653,5.772,1.691,30.478,3.6757,48.5122,36.3287,120.3035,1171.1177,810.4937,-0.0117422,0.0100377,-0.0110325,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30300,18386,17978,14727,701,0,3,0,-0.38547,0.96127,9.78869,-0.006392,-0.008522,-0.009587,5.765,1.71,30.485,3.652,48.5038,36.3585,119.8939,1173.7711,813.3566,-0.0117121,0.0099433,-0.0110349,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30348,28686,18469,15242,702,0,3,0,-0.37828,0.94092,9.7875,-0.006392,-0.008522,-0.009587,5.759,1.707,30.499,3.6391,48.4925,36.3806,119.7623,1175.7991,815.5891,-0.0116805,0.0098889,-0.0110406,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30395,29146,18500,15255,703,0,3,0,-0.39504,0.95768,9.79707,-0.006392,-0.009587,-0.010653,5.757,1.707,30.503,3.6237,48.4852,36.4013,119.5498,1177.9486,817.8057,-0.0116582,0.0098288,-0.0110427,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30436,22104,18339,15142,704,0,3,0,-0.38068,0.95648,9.80066,-0.006392,-0.007457,-0.009587,5.755,1.714,30.509,3.61,48.4792,36.4198,119.3407,1179.7767,819.7239,-0.0116383,0.0097736,-0.0110447,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30483,28668,18521,15250,705,0,3,0,-0.38666,0.96367,9.79588,-0.005326,-0.009587,-0.010653,5.757,1.71,30.51,3.5952,48.475,36.4369,119.1263,1181.9552,821.8361,-0.0116234,0.0097176,-0.0110448,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30547,39086,24407,16227,706,0,3,0,-0.38547,0.95529,9.7863,-0.006392,-0.008522,-0.010653,5.76,1.697,30.513,3.5807,48.4674,36.4557,118.9854,1184.6022,824.3755,-0.011603,0.0096632,-0.0110471,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30595,29005,18523,15285,708,0,3,0,-0.39265,0.95409,9.78391,-0.006392,-0.008522,-0.010653,5.759,1.694,30.517,3.5644,48.4594,36.4767,118.7736,1187.0209,826.8309,-0.0115794,0.0096003,-0.0110495,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30642,28682,18413,15165,709,0,3,0,-0.38188,0.96127,9.78869,-0.006392,-0.007457,-0.010653,5.76,1.697,30.521,3.5498,48.4541,36.4946,118.563,1189.1876,828.9794,-0.011562,0.0095435,-0.0110507,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30707,38859,25442,17364,710,0,3,0,-0.38307,0.9493,9.79109,-0.006392,-0.008522,-0.009587,5.758,1.687,30.53,3.5351,48.4446,36.5158,118.4155,1191.7732,831.5718,-0.0115361,0.0094859,-0.0110542,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30747,22027,18390,15188,712,0,3,0,-0.38786,0.96247,9.80066,-0.006392,-0.007457,-0.009587,5.757,1.693,30.532,3.5188,48.4403,36.5347,118.1479,1193.964,833.7515,-0.0115199,0.0094228,-0.0110537,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30798,26744,18541,14918,714,0,3,0,-0.37828,0.95648,9.78869,-0.006392,-0.008522,-0.009587,5.756,1.69,30.539,3.5044,48.4332,36.5541,117.9588,1196.2377,836.048,-0.0114982,0.0093655,-0.0110556,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30846,29039,18517,15280,715,0,3,0,-0.37948,0.9517,9.78391,-0.006392,-0.008522,-0.009587,5.753,1.693,30.544,3.4893,48.4274,36.5731,117.7267,1198.4036,838.2515,-0.0114783,0.0093051,-0.0110563,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30886,22146,18407,15208,716,0,3,0,-0.38666,0.95648,9.79228,-0.006392,-0.008522,-0.009587,5.747,1.702,30.55,3.4754,48.4207,36.5927,117.4997,1200.209,840.2189,-0.0114553,0.0092468,-0.0110578,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
30933,23147,18451,15228,718,0,3,0,-0.38427,0.96367,9.80306,-0.005326,-0.009587,-0.009587,5.748,1.704,30.555,3.4604,48.4151,36.6119,117.2654,1202.3307,842.3773,-0.0114362,0.0091871,-0.0110584,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31000,19467,17961,14752,720,0,3,0,-0.38307,0.9481,9.79588,-0.005326,-0.008522,-0.009587,5.748,1.715,30.558,3.4387,48.4083,36.6384,116.9109,1205.3832,845.4536,-0.0114111,0.0091004,-0.0110592,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31038,18169,38100,30006,720,0,3,0,-0.38547,0.9517,9.78869,-0.006392,-0.008522,-0.010653,5.744,1.72,30.562,3.4324,48.4048,36.6477,116.8049,1206.1722,846.3494,-0.0113993,0.0090731,-0.0110608,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31091,34448,18491,15274,722,0,3,0,-0.38547,0.95888,9.80186,-0.006392,-0.007457,-0.009587,5.749,1.701,30.565,3.4157,48.3969,36.6684,116.6593,1209.5427,849.4697,-0.0113794,0.0090131,-0.011062,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31138,28103,18492,14892,723,0,3,0,-0.38547,0.96007,9.79707,-0.006392,-0.008522,-0.009587,5.747,1.707,30.567,3.4004,48.3927,36.6865,116.4013,1211.6875,851.6152,-0.011363,0.0089521,-0.0110617,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31198,18921,18657,15126,725,0,3,0,-0.36751,0.96007,9.8282,-0.005326,-0.006392,-0.009587,5.737,1.717,30.584,3.3824,48.3796,36.7175,116.1423,1214.2533,854.5297,-0.011322,0.0088727,-0.0110676,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31246,28799,18530,15296,727,0,3,0,-0.38906,0.96726,9.80545,-0.006392,-0.008522,-0.009587,5.738,1.716,30.583,3.3684,48.3775,36.7329,115.9193,1216.5105,856.6403,-0.0113116,0.0088189,-0.0110656,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31292,28135,18452,15223,728,0,3,0,-0.38188,0.96247,9.78989,-0.006392,-0.008522,-0.009587,5.74,1.719,30.581,3.3536,48.375,36.7485,115.6625,1218.6954,858.7398,-0.0112996,0.0087606,-0.0110636,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31333,18676,18380,15178,729,0,3,0,-0.37589,0.95768,9.79707,-0.006392,-0.008522,-0.009587,5.737,1.721,30.585,3.3419,48.3706,36.7642,115.4744,1220.5442,860.6154,-0.0112829,0.0087112,-0.0110638,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31400,19590,17946,14753,731,0,3,0,-0.38547,0.95768,9.7863,-0.006392,-0.007457,-0.010653,5.74,1.725,30.581,3.3216,48.3664,36.7874,115.13,1223.6501,863.6255,-0.0112639,0.0086299,-0.0110617,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31447,28820,18416,15197,732,0,3,0,-0.37589,0.95529,9.79588,-0.006392,-0.008522,-0.010653,5.738,1.72,30.583,3.3098,48.3613,36.8036,114.972,1225.7936,865.7297,-0.0112467,0.0085816,-0.0110622,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31488,22142,18381,15188,733,0,3,0,-0.38307,0.96486,9.79947,-0.005326,-0.008522,-0.009587,5.741,1.728,30.58,3.2962,48.3598,36.8182,114.7128,1227.6974,867.5747,-0.0112366,0.0085268,-0.01106,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31551,38195,24805,16662,734,0,3,0,-0.38307,0.95888,9.79707,-0.006392,-0.008522,-0.010653,5.741,1.719,30.583,3.2828,48.3537,36.8355,114.5581,1230.3069,870.0688,-0.0112184,0.0084743,-0.0110606,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31586,24983,34747,26671,735,0,3,0,-0.37948,0.94332,9.79827,-0.006392,-0.008522,-0.010653,5.737,1.717,30.589,3.2771,48.3479,36.846,114.5084,1231.3881,871.2454,-0.0112022,0.0084493,-0.0110632,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31646,18462,18377,15198,736,0,3,0,-0.38068,0.95289,9.79588,-0.006392,-0.009587,-0.010653,5.735,1.718,30.588,3.2556,48.3408,36.8721,114.1822,1234.8857,874.6791,-0.0111764,0.0083636,-0.0110618,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31693,28171,18478,15232,737,0,3,0,-0.38427,0.96007,9.78391,-0.005326,-0.008522,-0.010653,5.737,1.719,30.584,3.2424,48.3388,36.8863,113.9596,1237.0731,876.7421,-0.0111657,0.008311,-0.0110593,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31740,29023,18004,14766,738,0,3,0,-0.39145,0.97324,9.80186,-0.006392,-0.008522,-0.010653,5.741,1.727,30.572,3.2269,48.3403,36.9,113.6521,1239.3718,878.8104,-0.0111623,0.0082513,-0.0110537,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31800,19329,18055,14777,740,0,3,0,-0.38307,0.95768,9.7851,-0.006392,-0.008522,-0.010653,5.736,1.739,30.577,3.209,48.3334,36.9238,113.3452,1242.1011,881.6342,-0.0111358,0.0081743,-0.0110542,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31848,28800,18451,15228,741,0,3,0,-0.38188,0.96007,9.7851,-0.006392,-0.007457,-0.009587,5.736,1.742,30.578,3.1962,48.3306,36.9382,113.1365,1244.2888,883.7213,-0.0111234,0.0081226,-0.0110525,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31886,18654,38184,30000,741,0,3,0,-0.38547,0.95768,9.79707,-0.006392,-0.008522,-0.010653,5.734,1.747,30.578,3.1903,48.3289,36.9458,113.0233,1245.1361,884.5953,-0.0111159,0.0080969,-0.0110521,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31933,28102,18431,15219,743,0,3,0,-0.38188,0.96606,9.79348,-0.006392,-0.008522,-0.009587,5.739,1.728,30.576,3.1769,48.3241,36.9613,112.8914,1248.2461,887.411,-0.0111016,0.0080463,-0.0110508,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
31999,19426,17953,14744,745,0,3,0,-0.38307,0.95648,9.79468,-0.006392,-0.008522,-0.010653,5.738,1.738,30.576,3.1575,48.3194,36.9846,112.549,1251.3302,890.4451,-0.0110804,0.0079655,-0.0110487,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
32038,18169,38329,30076,745,0,3,0,-0.39145,0.9493,9.7851,-0.005326,-0.008522,-0.009587,5.735,1.746,30.58,3.1514,48.3163,36.9935,112.4347,1252.1224,891.3429,-0.0110692,0.0079379,-0.0110495,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
32094,33782,22565,19348,747,0,3,0,-0.37709,0.96127,9.80066,-0.007457,-0.008522,-0.010653,5.743,1.726,30.574,3.1364,48.3128,37.0092,112.2737,1255.5431,894.3654,-0.0110584,0.0078834,-0.0110474,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
32142,28625,18372,15124,749,0,3,0,-0.39145,0.9481,9.78271,-0.006392,-0.008522,-0.010653,5.737,1.733,30.575,3.1217,48.3074,37.0276,112.0289,1257.8838,896.7225,-0.0110388,0.0078221,-0.0110463,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
32189,28271,19059,15817,750,0,3,0,-0.38906,0.96367,9.79228,-0.005326,-0.008522,-0.009587,5.739,1.738,30.573,3.1086,48.3056,37.0424,111.7919,1260.076,898.8054,-0.0110277,0.0077681,-0.0110434,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
32249,18495,18337,15157,751,0,3,0,-0.39385,0.94092,9.73123,-0.007457,0,-0.007457,5.737,1.76,30.584,3.0905,48.2989,37.0659,111.4648,1262.807,901.6443,-0.0110016,0.0076893,-0.0110451,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
32296,27905,18443,15222,752,0,3,0,-0.36871,0.96606,9.81623,-0.008522,-0.007457,-0.009587,5.734,1.763,30.592,3.0804,48.2936,37.0806,111.3356,1264.9196,903.7129,-0.0109848,0.0076459,-0.0110476,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
32343,28668,18466,15169,753,0,3,0,-0.40342,0.9517,9.7863,-0.005326,-0.009587,-0.009587,5.73,1.771,30.597,3.066,48.2886,37.0984,111.0808,1267.0686,905.9078,-0.0109663,0.0075856,-0.0110479,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
32384,22570,18800,15556,754,0,3,0,-0.38427,0.9517,9.80426,-0.006392,-0.008522,-0.010653,5.723,1.778,30.608,3.0555,48.2805,37.1158,110.9363,1268.8625,907.8735,-0.0109415,0.0075382,-0.0110524,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
32450,18546,18356,15160,756,0,3,0,-0.38906,0.96007,9.7863,-0.006392,-0.008522,-0.009587,5.721,1.778,30.611,3.0393,48.2752,37.1362,110.673,1271.906,910.8378,-0.0109205,0.0074684,-0.011052,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
