ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,mode,ctrl,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,pid_p_roll,pid_d_roll,pid_i_roll,pid_p_pitch,pid_d_pitch,pid_i_pitch,u_diff_deg,u_sym_deg,left_inc_deg,right_inc_deg,left_deg,right_deg,morph_deg,left_pwm,right_pwm,morph_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
533,501616,30704,27560,0,0,3,0,-0.68953,2.74016,9.44513,-0.755273,0.177899,1.115332,-49.492,31.989,0.498,0.0185,0.1122,-0.0751,0.0001,0.0007,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2472,0,,,,,,,,0,,,,0
601,31473,35974,22846,0,0,3,0,1.71185,0.25139,9.07283,-0.083091,0.82558,0.278034,-48.681,34.514,1.81,0.2862,0.6641,-0.4869,0.0094,0.0266,-0.0186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2465,0,,,,,,,,0,,,,0
664,31015,31292,28202,0,0,3,0,-1.46645,1.55743,9.65103,-0.030893,-0.238619,-0.098004,-48.515,35.742,0.946,0.4173,1.2197,-0.7704,0.0336,0.0905,-0.0608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2459,0,,,,,,,,0,,,,0
695,31523,30802,26156,0,0,3,0,0.18316,1.12288,9.81503,0.017044,0.059655,0.014914,-48.53,35.833,0.869,0.5225,1.4766,-0.9383,0.0484,0.133,-0.0877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2455,0,,,,,,,,0,,,,0
737,26396,15944,12921,0,0,3,0,-0.29688,0.97205,9.81144,-0.001065,-0.039415,-0.02024,-48.529,35.725,0.92,0.6837,1.9378,-1.2165,0.0829,0.231,-0.1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2449,0,,,,,,,,0,,,,0
798,17217,15951,12909,0,0,3,0,-0.42856,1.01873,9.79707,-0.004261,0.001065,-0.011718,-48.537,35.665,0.945,0.8556,2.4227,-1.5112,0.1292,0.3623,-0.2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2445,0,,,,,,,,0,,,,0
834,20018,16336,13337,0,0,3,0,-0.41779,1.00676,9.7863,-0.006392,-0.005326,-0.011718,-48.553,35.635,0.942,0.9589,2.7143,-1.6888,0.162,0.4553,-0.2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2439,0,,,,,,,,0,,,,0
893,16422,16213,13231,0,0,3,0,-0.44532,1.01514,9.79707,-0.005326,-0.012783,-0.009587,-48.574,35.588,0.941,1.1271,3.1905,-1.9784,0.2237,0.6299,-0.3979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2435,0,,,,,,,,0,,,,0
936,20935,16379,12971,0,0,3,0,-0.42856,1.00556,9.79827,-0.006392,-0.009587,-0.010653,-48.584,35.549,0.95,1.2483,3.5322,-2.186,0.2741,0.7724,-0.4862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2429,0,,,,,,,,0,,,,0
990,17392,16378,13365,0,0,3,0,-0.43814,0.99599,9.79109,-0.005326,-0.011718,-0.010653,-48.604,35.507,0.946,1.402,3.9676,-2.4505,0.3457,0.9751,-0.6115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2425,0,,,,,,,,0,,,,0
1049,36258,22164,19139,0,0,3,0,-0.44173,1.01514,9.79348,-0.006392,-0.010653,-0.010653,-48.621,35.461,0.951,1.5518,4.3951,-2.7102,0.424,1.1968,-0.7483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2419,0,,,,,,,,0,,,,0
1091,25693,16398,13357,0,0,3,0,-0.43574,1.00197,9.79468,-0.005326,-0.008522,-0.010653,-48.638,35.424,0.949,1.6878,4.7828,-2.9457,0.5019,1.4175,-0.8843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2412,0,,,,,,,,0,,,,0
1133,25391,16416,13369,0,0,3,0,-0.43096,1.00556,9.79228,-0.006392,-0.011718,-0.009587,-48.65,35.388,0.955,1.8064,5.1213,-3.1513,0.5753,1.6254,-1.0123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2409,0,,,,,,,,0,,,,0
1193,16515,16684,13663,0,0,3,0,-0.43455,0.99479,9.78151,-0.005326,-0.009587,-0.010653,-48.671,35.341,0.957,1.9736,5.5994,-3.4417,0.6874,1.9433,-1.2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2405,0,,,,,,,,0,,,,0
1247,16434,16244,13239,0,0,3,0,-0.42856,1.00676,9.77433,-0.005326,-0.009587,-0.009587,-48.688,35.298,0.961,2.1266,6.0379,-3.7083,0.7989,2.2599,-1.4023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2399,0,,,,,,,,0,,,,0
1290,26469,16404,13342,0,0,3,0,-0.44532,0.99,9.79588,-0.005326,-0.008522,-0.009587,-48.701,35.266,0.962,2.2474,6.3842,-3.9181,0.8929,2.5267,-1.5662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2392,0,,,,,,,,0,,,,0
1349,16441,16281,13274,0,0,3,0,-0.42377,1.00916,9.77912,-0.005326,-0.006392,-0.009587,-48.722,35.223,0.961,2.4133,6.8618,-4.2081,1.0308,2.9187,-1.8066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2389,0,,,,,,,,0,,,,0
1386,20309,16726,13700,0,0,3,0,-0.44772,1.00556,9.84496,-0.008522,-0.015979,-0.009587,-48.73,35.191,0.969,2.5164,7.1593,-4.3883,1.1216,3.1768,-1.9649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2382,0,,,,,,,,0,,,,0
1446,16501,16265,13267,0,0,3,0,-0.44173,0.98521,9.78869,-0.007457,-0.006392,-0.008522,-48.753,35.146,0.972,2.6857,7.6454,-4.6836,1.2784,3.6233,-2.2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2379,0,,,,,,,,0,,,,0
1489,26131,16395,13326,0,0,3,0,-0.42856,1.00556,9.78869,-0.007457,-0.011718,-0.009587,-48.766,35.111,0.977,2.8047,7.9889,-4.8928,1.3955,3.9565,-2.4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2372,0,,,,,,,,0,,,,0
1542,36269,16665,13661,0,0,3,0,-0.43096,1.00197,9.80545,-0.006392,-0.012783,-0.009587,-48.779,35.064,0.988,2.9518,8.4162,-5.1511,1.5476,4.3901,-2.7081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2369,0,,,,,,,,0,,,,0
1591,32643,16578,13476,0,0,3,0,-0.42617,1.00317,9.80186,-0.006392,-0.009587,-0.010653,-48.795,35.023,0.99,3.0897,8.8164,-5.3933,1.6971,4.8166,-2.9691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2365,0,,,,,,,,0,,,,0
1634,21133,16350,13337,0,0,3,0,-0.4142,1.00916,9.79588,-0.005326,-0.008522,-0.010653,-48.811,34.992,0.988,3.2099,9.1657,-5.6051,1.8332,5.205,-3.2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2362,0,,,,,,,,0,,,,0
1687,16397,16274,13274,0,0,3,0,-0.42018,0.99479,9.7863,-0.006392,-0.008522,-0.009587,-48.831,34.952,0.987,3.357,9.5935,-5.8641,2.0069,5.7013,-3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2359,0,,,,,,,,0,,,,0
1747,36416,23350,20347,0,0,3,0,-0.41659,0.99,9.77912,-0.005326,-0.009587,-0.010653,-48.847,34.91,0.986,3.5039,10.0202,-6.1235,2.1885,6.2203,-3.8272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2352,0,,,,,,,,0,,,,0
1784,20124,16826,13765,0,0,3,0,-0.43215,0.9912,9.79588,-0.006392,-0.008522,-0.009587,-48.862,34.878,0.983,3.6248,10.3725,-6.3373,2.3442,6.6658,-4.0995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2345,0,,,,,,,,0,,,,0
1843,16471,16332,13334,0,0,3,0,-0.41779,0.97085,9.7432,0.002131,-0.005326,-0.009587,-48.88,34.835,0.981,3.7891,10.8521,-6.6279,2.5645,7.2965,-4.4847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2342,0,,,,,,,,0,,,,0
1886,26210,16375,13341,0,0,3,0,-0.45969,1.01155,9.80785,-0.002131,-0.013848,-0.009587,-48.885,34.797,0.989,3.9063,11.1986,-6.8367,2.7292,7.7683,-4.7728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2335,0,,,,,,,,0,,,,0
1938,16295,15964,12858,0,0,3,0,-0.44891,1.01155,9.79348,-0.006392,-0.008522,-0.010653,-48.905,34.758,0.991,4.0512,11.6259,-7.0952,2.9393,8.3709,-5.1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2332,0,,,,,,,,0,,,,0
1984,24102,16793,13724,0,0,3,0,-0.43455,1.00556,9.80785,-0.006392,-0.009587,-0.010653,-48.919,34.72,0.994,4.1754,11.9936,-7.3166,3.1257,8.9062,-5.4673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2325,0,,,,,,,,0,,,,0
2044,36990,21818,18698,0,0,3,0,-0.42856,0.99958,9.78151,-0.005326,-0.009587,-0.010653,-48.934,34.676,0.996,4.3246,12.4352,-7.5839,3.3577,9.573,-5.8739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2322,0,,,,,,,,0,,,,0
2086,25450,16394,13365,0,0,3,0,-0.41899,0.9912,9.79468,-0.005326,-0.008522,-0.009587,-48.948,34.641,0.997,4.4552,12.8193,-7.8164,3.5662,10.1728,-6.2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2315,0,,,,,,,,0,,,,0
2145,16482,16291,13285,0,0,3,0,-0.43694,0.99359,9.81862,-0.006392,-0.010653,-0.010653,-48.969,34.596,0.998,4.6168,13.2969,-8.1044,3.8339,10.9434,-6.7095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2312,0,,,,,,,,0,,,,0
2188,26115,16664,13624,0,0,3,0,-0.42138,1.00796,9.81264,-0.006392,-0.007457,-0.009587,-48.984,34.564,0.999,4.7333,13.6431,-8.3128,4.0333,11.5178,-7.0595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2305,0,,,,,,,,0,,,,0
2242,16478,16162,13172,0,0,3,0,-0.42617,0.98641,9.76954,-0.006392,-0.008522,-0.009587,-49.005,34.524,0.998,4.8818,14.0841,-8.58,4.2954,12.2738,-7.5201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2302,0,,,,,,,,0,,,,0
2285,26246,16403,13356,0,0,3,0,-0.43694,0.98402,9.75278,-0.005326,-0.009587,-0.009587,-49.019,34.49,1,4.997,14.4276,-8.7891,4.5061,12.8817,-7.8905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2295,0,,,,,,,,0,,,,0
2344,16453,16275,13286,0,0,3,0,-0.43096,0.99359,9.80426,-0.005326,-0.009587,-0.010653,-49.036,34.443,1.004,5.1574,14.9071,-9.0788,4.8069,13.7508,-8.4198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2292,0,,,,,,,,0,,,,0
2398,17362,15909,12896,0,0,3,0,-0.43574,1.00796,9.81982,-0.005326,-0.008522,-0.008522,-49.051,34.402,1.008,5.3036,15.3455,-9.3423,5.0891,14.5667,-8.9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2285,0,,,,,,,,0,,,,0
2440,26532,15931,12892,0,0,3,0,-0.42856,1.00317,9.80066,-0.006392,-0.009587,-0.010653,-49.066,34.369,1.008,5.419,15.6917,-9.5511,5.3179,15.2292,-9.3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2279,0,,,,,,,,0,,,,0
2484,26502,16395,13316,0,0,3,0,-0.41779,1.00556,9.7851,-0.006392,-0.009587,-0.010653,-49.082,34.334,1.008,5.5343,16.0374,-9.7601,5.5515,15.9059,-9.7318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2275,0,,,,,,,,0,,,,0
2537,36425,16440,12990,0,0,3,0,-0.42377,0.98761,9.78031,-0.006392,-0.010653,-0.010653,-49.099,34.289,1.012,5.6771,16.4662,-10.0196,5.8487,16.7675,-10.2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2272,0,,,,,,,,0,,,,0
2586,32676,16741,13694,0,0,3,0,-0.43934,0.99359,9.80306,-0.006392,-0.008522,-0.010653,-49.118,34.251,1.011,5.8095,16.8657,-10.2601,6.1319,17.5891,-10.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2269,0,,,,,,,,0,,,,0
2646,16420,16252,13246,0,0,3,0,-0.42856,0.99359,9.80426,-0.005326,-0.009587,-0.009587,-49.135,34.204,1.016,5.9706,17.3516,-10.552,6.4845,18.6133,-11.3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2265,0,,,,,,,,0,,,,0
2698,16306,15872,12863,0,0,3,0,-0.41899,1.00078,9.78271,-0.005326,-0.008522,-0.010653,-49.15,34.162,1.015,6.1119,17.7805,-10.8109,6.8039,19.542,-11.9437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2259,0,,,,,,,,0,,,,0
2741,26608,15935,12894,0,0,3,0,-0.41779,1.01394,9.79348,-0.005326,-0.009587,-0.010653,-49.164,34.127,1.016,6.2262,18.1271,-11.0205,7.0673,20.3086,-12.4097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2252,0,,,,,,,,0,,,,0
2795,17157,16351,13032,0,0,3,0,-0.43096,1.00317,9.78391,-0.005326,-0.008522,-0.010653,-49.18,34.086,1.017,6.3693,18.5624,-11.2835,7.4052,21.293,-13.0082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2249,0,,,,,,,,0,,,,0
2837,25149,16281,12937,0,0,3,0,-0.42617,0.99958,9.80306,-0.006392,-0.009587,-0.009587,-49.194,34.053,1.018,6.4806,18.9012,-11.4878,7.6734,22.0749,-13.4834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2242,0,,,,,,,,0,,,,0
2896,16063,16336,12978,0,0,3,0,-0.42258,0.98881,9.79707,-0.006392,-0.007457,-0.009587,-49.215,34.011,1.018,6.6379,19.3802,-11.7757,8.0603,23.2039,-14.1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2239,0,,,,,,,,0,,,,0
2949,16355,16258,13251,0,0,3,0,-0.42138,0.98162,9.78271,-0.006392,-0.008522,-0.009587,-49.234,33.971,1.02,6.779,19.81,-12.0349,8.416,24.2429,-14.8008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2232,0,,,,,,,,0,,,,0
2985,16483,36274,28449,0,0,3,0,-0.4142,0.99,9.78989,-0.006392,-0.009587,-0.009587,-49.239,33.958,1.021,6.8229,19.9436,-12.1156,8.5281,24.5705,-14.9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2229,0,,,,,,,,0,,,,0
3047,29955,31588,23164,1,0,3,0,-0.42018,0.9912,9.78989,-0.005326,-0.007457,-0.010653,-49.264,33.91,1.017,7.0007,20.488,-12.444,8.9918,25.9266,-15.8236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3098,24443,16257,12988,3,0,3,0,-0.42497,0.99599,9.79947,-0.005326,-0.008522,-0.009587,-49.286,33.858,1.018,7.1761,21.0271,-12.7683,9.4621,27.304,-16.6601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3142,26884,16608,13366,4,0,3,0,-0.42617,0.99479,9.79348,-0.006392,-0.008522,-0.009587,-49.3,33.825,1.019,7.2905,21.3794,-12.9803,9.7759,28.2237,-17.2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3186,26551,17119,13827,5,0,3,0,-0.42018,1.00556,9.79588,-0.006392,-0.010653,-0.009587,-49.313,33.791,1.023,7.4048,21.7319,-13.1927,10.0945,29.1584,-17.7859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3240,16686,16125,12909,6,0,3,0,-0.42018,1.01275,9.77553,-0.005326,-0.009587,-0.010653,-49.33,33.748,1.025,7.55,22.1806,-13.4639,10.5077,30.3717,-18.5225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3286,24224,16667,13422,8,0,3,0,-0.4142,1.00197,9.79228,-0.006392,-0.009587,-0.009587,-49.346,33.713,1.026,7.6695,22.5506,-13.6872,10.8543,31.3906,-19.1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3346,16749,16574,13356,9,0,3,0,-0.42377,0.99479,9.80426,-0.006392,-0.008522,-0.009587,-49.368,33.667,1.027,7.8268,23.038,-13.9798,11.3183,32.7556,-19.9693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3384,20616,16973,13689,10,0,3,0,-0.4118,0.97923,9.79468,-0.006392,-0.008522,-0.010653,-49.382,33.638,1.027,7.9251,23.3416,-14.1626,11.6127,33.6223,-20.4952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3445,16773,16613,13384,12,0,3,0,-0.42018,0.98761,9.78989,-0.005326,-0.009587,-0.009587,-49.401,33.592,1.029,8.0844,23.8363,-14.4601,12.1002,35.059,-21.3668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3488,26307,16661,13408,13,0,3,0,-0.42737,1.00078,9.78391,-0.005326,-0.008522,-0.009587,-49.414,33.561,1.029,8.1966,24.1866,-14.6714,12.4512,36.0941,-21.9948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3541,36454,16914,13312,14,0,3,0,-0.42377,1.01634,9.78869,-0.004261,-0.008522,-0.010653,-49.428,33.519,1.03,8.3348,24.6206,-14.9331,12.8918,37.395,-22.7838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3591,33127,16817,13464,15,0,3,0,-0.42138,1.00437,9.79468,-0.005326,-0.009587,-0.009587,-49.443,33.479,1.032,8.4651,25.0298,-15.1793,13.3137,38.642,-23.5401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3635,26380,16626,13062,16,0,3,0,-0.41899,0.99359,9.79707,-0.006392,-0.008522,-0.009587,-49.458,33.447,1.033,8.5781,25.3842,-15.3922,13.6847,39.7394,-24.2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3688,16659,16547,13351,17,0,3,0,-0.41899,0.98402,9.79228,-0.006392,-0.007457,-0.009587,-49.477,33.408,1.034,8.7176,25.8202,-15.6542,14.1486,41.1129,-25.0384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3748,16801,16576,13362,18,0,3,0,-0.42617,0.98881,9.78989,-0.006392,-0.009587,-0.009587,-49.497,33.363,1.036,8.8746,26.312,-15.9446,14.6761,42.6759,-25.9856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3793,22423,16683,13423,20,0,3,0,-0.42497,0.99479,9.78151,-0.005326,-0.008522,-0.009587,-49.511,33.33,1.036,8.9884,26.6718,-16.1611,15.071,43.8474,-26.6955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3846,16704,16557,13335,21,0,3,0,-0.42497,1.00437,9.7875,-0.006392,-0.008522,-0.009587,-49.527,33.289,1.038,9.127,27.1111,-16.4255,15.5597,45.2982,-27.5745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3890,26702,16663,13409,22,0,3,0,-0.42617,0.9924,9.7875,-0.006392,-0.008522,-0.010653,-49.543,33.256,1.037,9.2385,27.4647,-16.6381,15.9588,46.4841,-28.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3933,26411,16651,13412,23,0,3,0,-0.41539,0.9912,9.79228,-0.006392,-0.009587,-0.009587,-49.557,33.223,1.039,9.3497,27.8169,-16.8499,16.361,47.6801,-29.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
3988,17433,16831,13548,24,0,3,0,-0.41659,0.99718,9.7875,-0.005326,-0.008522,-0.009587,-49.573,33.182,1.04,9.4895,28.2615,-17.1171,16.8751,49.2105,-29.9444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4048,31516,22973,19730,26,0,3,0,-0.40582,1.01754,9.79588,-0.005326,-0.009587,-0.009587,-49.588,33.141,1.043,9.6273,28.7012,-17.3817,17.39,50.7448,-30.8737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4091,25950,16697,13420,28,0,3,0,-0.42258,1.00556,9.80066,-0.005326,-0.008522,-0.009587,-49.602,33.105,1.044,9.7527,29.1019,-17.6222,17.8658,52.164,-31.7331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4133,25586,16665,13419,29,0,3,0,-0.42138,0.99599,9.80545,-0.006392,-0.009587,-0.009587,-49.617,33.073,1.046,9.861,29.4487,-17.83,18.2824,53.4076,-32.4861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4195,32192,23812,15546,31,0,3,0,-0.42856,0.99,9.77912,-0.005326,-0.008522,-0.010653,-49.634,33.03,1.046,9.9982,29.8894,-18.0945,18.8194,55.0121,-33.4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4249,16705,16570,13334,33,0,3,0,-0.42737,0.99359,9.78031,-0.006392,-0.009587,-0.009587,-49.652,32.982,1.05,10.1534,30.3894,-18.3953,19.4386,56.8643,-34.5788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4291,25409,16716,13463,34,0,3,0,-0.43335,0.99,9.80066,-0.005326,-0.009587,-0.009587,-49.664,32.949,1.054,10.2601,30.7333,-18.6012,19.8691,58.1532,-35.3589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4334,26566,16639,13403,35,0,3,0,-0.39863,1.00796,9.80426,-0.005326,-0.008522,-0.009587,-49.678,32.917,1.055,10.3708,31.0885,-18.8144,20.3175,59.497,-36.1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4389,17649,16680,13458,36,0,3,0,-0.413,1.01394,9.81264,-0.005326,-0.008522,-0.009587,-49.695,32.876,1.057,10.5092,31.5365,-19.0827,20.8887,61.2101,-37.2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4433,21474,16710,13416,38,0,3,0,-0.41061,0.99359,9.79228,-0.006392,-0.007457,-0.009587,-49.712,32.845,1.057,10.6192,31.8927,-19.2962,21.3492,62.5927,-38.0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4493,16758,16585,13345,39,0,3,0,-0.44053,0.98402,9.79228,-0.007457,-0.008522,-0.009587,-49.738,32.799,1.059,10.7698,32.3832,-19.5902,21.9926,64.526,-39.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4547,37159,16676,13432,40,0,3,0,-0.43574,0.98162,9.78031,-0.007457,-0.009587,-0.009587,-49.76,32.757,1.063,10.9047,32.8228,-19.8538,22.5771,66.2844,-40.2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4599,35868,16325,13064,41,0,3,0,-0.42018,0.98761,9.77313,-0.005326,-0.009587,-0.010653,-49.776,32.715,1.066,11.0366,33.2525,-20.1123,23.1557,68.0268,-41.3326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4643,22198,16705,13431,43,0,3,0,-0.413,0.98881,9.78271,-0.005326,-0.009587,-0.009587,-49.788,32.68,1.068,11.1461,33.6095,-20.3269,23.6409,69.4895,-42.2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4697,16257,16516,12944,44,0,3,0,-0.4118,1.00676,9.82221,-0.006392,-0.007457,-0.010653,-49.807,32.639,1.068,11.2803,34.0478,-20.5891,24.241,71.2999,-43.3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
