ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
519,501279,17413,14374,0,0,0.99599,1.67594,9.55406,-0.024501,0.007457,0.005326,9.966,-5.861,-0.001,0.0000,-0.0000,-0.0007,0.0000,-0.0000,-0.0000,0.0098835,-0.0021261,0.0056288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2475,1500,1,5,40.4365496,-86.8937033,155.062,-0.040,0.030,-0.050,3,1.78,3.31,0.36,0
574,31867,18029,15017,0,0,0.99120,1.61848,9.56244,-0.005326,0.002131,0.004261,9.646,-5.813,0.008,-0.0000,-0.0006,-0.0039,-0.0000,-0.0000,-0.0001,0.0099594,-0.0021248,0.0056288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2475,1500,1,5,40.4365538,-86.8937025,154.380,0.230,0.020,0.270,3,1.76,3.23,0.43,0
624,31684,18031,15016,0,0,0.99120,1.69749,9.57322,-0.060720,0.015979,-0.001065,9.494,-5.789,-0.003,0.0000,0.0007,-0.0059,-0.0000,-0.0001,-0.0004,0.0097734,-0.0020845,0.0056290,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2474,1500,1,5,40.4365538,-86.8937025,154.380,0.230,0.020,0.270,3,1.76,3.23,0.43,0
672,29566,17932,14935,0,0,0.97923,1.64362,9.57441,-0.140615,0.042611,0.011718,9.227,-5.696,0.015,0.0002,0.0016,-0.0083,0.0000,-0.0001,-0.0007,0.0095900,-0.0021154,0.0056298,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2474,1500,1,5,40.4365538,-86.8937025,154.380,0.230,0.020,0.270,3,1.76,3.23,0.43,0
732,18074,18054,15076,0,0,0.87508,1.38505,9.59955,-0.206661,0.062851,0.015979,8.576,-5.466,0.047,0.0006,0.0018,-0.0116,0.0001,0.0001,-0.0013,0.0096561,-0.0024338,0.0056358,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2474,1500,1,5,40.4365538,-86.8937025,154.380,0.230,0.020,0.270,3,1.76,3.23,0.43,0
781,25471,17945,14595,0,0,0.98641,1.63404,9.59237,-0.013848,0.007457,0.013848,8.493,-5.425,0.059,0.0007,0.0019,-0.0142,0.0002,0.0002,-0.0020,0.0099839,-0.0026444,0.0056380,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2473,1500,1,5,40.4365536,-86.8937027,154.393,0.130,-0.040,0.260,3,1.77,3.23,0.39,0
827,24683,15655,12648,0,0,0.79248,0.81044,9.65462,0.283360,-0.080960,0.009587,8.575,-5.473,0.113,-0.0028,-0.0142,-0.0189,0.0004,0.0012,-0.0028,0.0131792,-0.0033137,0.0056327,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2473,1500,1,5,40.4365536,-86.8937027,154.393,0.130,-0.040,0.260,3,1.77,3.23,0.39,0
870,27249,15629,12642,0,0,1.05345,1.63883,9.54927,0.496413,-0.138484,0.001065,9.798,-5.812,0.034,-0.0017,-0.0192,-0.0217,0.0003,0.0004,-0.0036,0.0131792,-0.0033137,0.0056327,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2472,1500,1,5,40.4365536,-86.8937027,154.393,0.130,-0.040,0.260,3,1.77,3.23,0.39,0
928,15755,15511,12539,0,0,1.30245,2.21344,9.48702,0.794687,-0.226901,-0.031958,12.252,-6.461,-0.202,-0.0035,-0.0308,-0.0275,0.0001,-0.0013,-0.0051,0.0131792,-0.0033137,0.0056327,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2472,1500,1,5,40.4365536,-86.8937027,154.393,0.130,-0.040,0.260,3,1.77,3.23,0.39,0
971,23542,18519,15511,0,0,1.14682,1.61968,9.58160,-0.150202,0.039415,0.011718,13.202,-6.711,-0.092,-0.0102,-0.0638,-0.0266,-0.0028,-0.0122,-0.0062,-0.0089984,0.0025856,0.0055759,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2471,1500,1,5,40.4365536,-86.8937027,154.393,0.130,-0.040,0.260,3,1.77,3.23,0.39,0
1036,33489,26139,18290,0,0,1.20907,2.67313,9.31943,0.080960,-0.009587,-0.002131,13.403,-6.734,-0.106,-0.0096,-0.0592,-0.0312,-0.0033,-0.0157,-0.0079,-0.0089093,0.0023820,0.0055719,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2471,1500,1,5,40.4365548,-86.8937015,154.392,0.380,0.420,0.260,3,1.77,3.23,0.43,0
1072,26418,35150,27269,0,0,0.96247,1.75734,9.48942,-0.039415,0.011718,0.005326,13.047,-6.627,-0.032,-0.0098,-0.0563,-0.0343,-0.0028,-0.0144,-0.0088,-0.0025995,0.0002295,0.0055449,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2471,1500,1,5,40.4365548,-86.8937015,154.392,0.380,0.420,0.260,3,1.77,3.23,0.43,0
1120,29812,17578,14543,0,0,0.97803,1.85072,9.49780,-0.015979,0.003196,0.007457,12.933,-6.547,0.124,-0.0127,-0.0547,-0.0387,-0.0028,-0.0148,-0.0111,0.0037313,-0.0028587,0.0054658,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2470,1500,1,5,40.4365548,-86.8937015,154.392,0.380,0.420,0.260,3,1.77,3.23,0.43,0
1181,18135,17464,14462,0,0,1.19950,1.93212,9.45710,-0.002131,-0.001065,0.006392,12.809,-6.620,-0.113,-0.0100,-0.0557,-0.0441,-0.0034,-0.0174,-0.0136,0.0072229,-0.0005156,0.0055902,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2470,1500,1,5,40.4365537,-86.8936997,154.021,-0.320,0.740,0.360,3,1.77,3.22,0.19,0
1229,29829,17971,14960,0,0,1.04746,2.06380,9.44153,0.008522,-0.002131,0.005326,12.707,-6.601,-0.121,-0.0103,-0.0549,-0.0481,-0.0036,-0.0191,-0.0158,0.0093421,-0.0009534,0.0055970,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2469,1500,1,5,40.4365537,-86.8936997,154.021,-0.320,0.740,0.360,3,1.77,3.22,0.19,0
1277,29738,18012,14681,0,0,1.04866,2.14401,9.42118,0.013848,-0.003196,0.007457,12.700,-6.537,-0.040,-0.0113,-0.0536,-0.0522,-0.0038,-0.0213,-0.0182,0.0094763,-0.0026292,0.0055612,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2469,1500,1,5,40.4365537,-86.8936997,154.021,-0.320,0.740,0.360,3,1.77,3.22,0.19,0
1325,29821,17987,14972,0,0,1.17076,1.93571,9.46189,0.008522,-0.001065,0.005326,12.544,-6.566,-0.084,-0.0102,-0.0540,-0.0559,-0.0044,-0.0226,-0.0208,0.0127278,-0.0018352,0.0055824,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2468,1500,1,5,40.4365537,-86.8936997,154.021,-0.320,0.740,0.360,3,1.77,3.22,0.19,0
1374,30804,18019,15021,0,0,1.08218,2.01831,9.45351,0.003196,0.000000,0.006392,12.421,-6.565,-0.092,-0.0104,-0.0537,-0.0598,-0.0048,-0.0245,-0.0237,0.0146777,-0.0017680,0.0055882,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1475,1625,2468,1500,1,5,40.4365534,-86.8936996,153.990,-0.120,0.130,0.340,3,1.78,3.23,0.27,0
