ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
519,501103,17334,14323,0,0,0.78410,0.41539,9.81144,0.022371,-0.004261,-0.013848,2.412,-4.598,-0.000,-0.0001,0.0000,0.0006,-0.0000,0.0000,0.0000,0.0094772,-0.0039585,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1625,1575,2475,1500,0,,,,,,,,0,,,,0
573,35159,18333,15280,0,0,0.86072,0.27892,9.76355,0.017044,-0.007457,0.001065,2.156,-4.815,-0.018,0.0009,-0.0019,0.0005,0.0000,-0.0000,0.0000,0.0097233,-0.0038358,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1625,1575,2475,1500,0,,,,,,,,0,,,,0
620,29138,17549,14516,0,0,0.74579,0.46208,9.79228,0.027697,0.002131,0.004261,2.249,-4.736,-0.042,0.0002,-0.0011,0.0024,0.0001,-0.0002,0.0001,0.0095084,-0.0040433,-0.0000001,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1625,1575,2474,1500,0,,,,,,,,0,,,,0
679,17618,17487,14440,0,0,0.79128,0.40223,9.84017,0.021305,0.012783,-0.027697,2.168,-4.702,-0.079,0.0001,-0.0010,0.0039,0.0001,-0.0001,0.0003,0.0098965,-0.0040749,-0.0000004,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1625,1575,2474,1500,0,,,,,,,,0,,,,0
726,28907,17955,14946,0,0,0.76614,0.36990,9.80066,0.007457,-0.025566,0.017044,2.226,-4.605,-0.023,0.0002,-0.0014,0.0038,0.0004,-0.0003,0.0004,0.0094134,-0.0048800,-0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1625,1575,2473,1500,0,,,,,,,,0,,,,0
773,29144,18325,15300,0,0,0.82720,0.34357,9.78869,0.009587,-0.019175,0.012783,2.171,-4.699,-0.003,0.0002,-0.0015,0.0052,0.0002,-0.0002,0.0006,0.0100735,-0.0042950,0.0000007,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1625,1575,2473,1500,0,,,,,,,,0,,,,0
832,17958,17776,14784,0,0,0.87029,0.43455,9.81862,-0.018109,0.022371,0.010653,2.185,-4.745,0.061,0.0001,-0.0017,0.0085,-0.0001,-0.0006,0.0010,0.0090066,-0.0034757,-0.0000009,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1625,1575,2473,1500,0,,,,,,,,0,,,,0
879,28964,17555,14535,0,0,0.64045,0.38188,9.80306,0.005326,0.003196,0.004261,2.188,-4.624,0.082,-0.0013,-0.0016,0.0097,0.0003,-0.0007,0.0015,0.0090541,-0.0046339,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1625,1575,2472,1500,0,,,,,,,,0,,,,0
926,28953,17929,14924,0,0,0.90142,0.32801,9.78510,0.017044,-0.004261,-0.001065,2.166,-4.683,0.067,-0.0003,-0.0019,0.0109,0.0000,-0.0006,0.0020,0.0095306,-0.0039840,-0.0000003,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1625,1575,2472,1500,0,,,,,,,,0,,,,0
986,19254,17865,14878,0,0,0.77333,0.30526,9.76954,0.012783,-0.038350,-0.001065,2.142,-4.692,0.079,-0.0004,-0.0019,0.0122,0.0003,-0.0005,0.0027,0.0102777,-0.0049063,0.0000011,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1625,1575,2471,1500,0,,,,,,,,0,,,,0
