ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set,gps_itow_ms
2038,35759,22936,19799,0,0,8.73285,-4.45561,2.73178,0.582700,-0.164051,0.388822,-62.156,-63.400,28.340,-0.5039,0.1862,0.2005,-0.1336,0.0629,0.0297,-0.0894439,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4365022,-86.8936530,167.297,0.170,-0.080,0.060,3,2.65,4.30,0.31,0,59517200
2070,23208,31528,27958,0,0,9.30507,-4.88058,3.03585,0.621049,-0.132093,0.365386,-61.970,-63.053,29.190,-0.5264,0.1839,0.2257,-0.1455,0.0672,0.0346,-0.0894439,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4365022,-86.8936530,167.297,0.170,-0.080,0.060,3,2.65,4.30,0.31,0,59517200
2125,32673,21678,18536,0,0,8.18817,-4.55976,3.10767,0.744620,-0.288687,0.289752,-61.611,-62.471,32.173,-0.6044,0.1730,0.2009,-0.1823,0.0787,0.0481,-0.0894439,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4365008,-86.8936547,166.980,-0.010,-0.040,0.060,3,2.58,4.20,0.35,1,59517400
2178,35853,17116,12341,0,0,7.13712,-4.00550,2.79044,0.822384,-0.632767,0.214118,-62.477,-62.635,36.466,-0.6754,0.1687,0.1722,-0.2193,0.0886,0.0597,-0.0894439,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4365008,-86.8936547,166.980,-0.010,-0.040,0.060,3,2.58,4.20,0.35,1,59517400
2226,31535,15906,12804,0,0,8.92918,-4.50469,3.40336,0.876713,-0.858603,0.161920,-64.219,-63.237,41.429,-0.7444,0.1787,0.1959,-0.2540,0.0971,0.0685,-0.0894439,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4365008,-86.8936547,166.980,-0.010,-0.040,0.060,3,2.58,4.20,0.35,1,59517400
2274,26521,21895,18799,0,0,7.51300,-3.62961,2.59651,0.935302,-0.934237,0.123571,-58.800,-63.409,39.873,-0.0699,-0.3620,-0.0735,-0.0622,-0.2473,-0.2279,-0.0900193,-0.0015554,-0.0001744,0.008479,-0.004805,0.029302,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,12,40.4364992,-86.8936581,166.510,-0.030,-0.390,0.100,3,2.53,4.11,0.35,1,59517600
2322,31122,15979,12435,0,0,10.16099,-4.00909,3.18189,1.000283,-0.733967,0.148072,-60.246,-64.289,45.143,-0.1047,-0.3421,-0.0194,-0.0669,-0.2661,-0.2308,-0.0900193,-0.0015554,-0.0001744,0.008479,-0.004805,0.029302,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,12,40.4364992,-86.8936581,166.510,-0.030,-0.390,0.100,3,2.53,4.11,0.35,1,59517600
2370,31920,16140,13023,0,0,9.69412,-3.57454,3.00472,1.086570,-0.431432,0.200270,-60.124,-64.526,48.549,-0.1319,-0.3190,0.0195,-0.0725,-0.2820,-0.2309,-0.0900193,-0.0015554,-0.0001744,0.008479,-0.004805,0.029302,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,12,40.4364992,-86.8936581,166.510,-0.030,-0.390,0.100,3,2.53,4.11,0.35,1,59517600
2425,29560,16061,12960,0,0,11.19768,-3.65235,3.63560,1.153681,-0.047937,0.336624,-57.899,-63.880,50.398,-0.1667,-0.2619,0.1625,-0.0808,-0.2980,-0.2258,-0.0900193,-0.0015554,-0.0001744,0.008479,-0.004805,0.029302,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,12,40.4364992,-86.8936581,166.510,-0.030,-0.390,0.100,3,2.53,4.11,0.35,1,59517600
2497,37637,34900,31784,0,0,10.11670,-2.89818,3.84389,1.246359,0.124636,0.478304,-56.139,-62.783,52.739,-0.2828,-0.1887,-0.0267,-0.2273,-0.3549,-0.4176,-0.0898324,-0.0006569,0.0001190,0.042304,-0.018213,0.036142,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364969,-86.8936597,166.325,-0.300,-0.190,0.130,3,2.48,4.01,0.26,1,59517800
2528,35122,30810,22655,0,0,8.72088,-2.51391,3.83551,1.302818,0.227967,0.578439,-53.887,-61.566,53.361,-0.3197,-0.1442,-0.0319,-0.2379,-0.3607,-0.4186,-0.0898324,-0.0006569,0.0001190,0.042304,-0.018213,0.036142,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364969,-86.8936597,166.325,-0.300,-0.190,0.130,3,2.48,4.01,0.26,1,59517800
2593,28406,30731,27527,0,0,9.08719,-2.17154,4.43406,1.346494,0.051133,0.696683,-50.851,-59.333,55.917,-0.3910,-0.0396,-0.0438,-0.2607,-0.3668,-0.4215,-0.0898324,-0.0006569,0.0001190,0.042304,-0.018213,0.036142,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364969,-86.8936597,166.325,-0.300,-0.190,0.130,3,2.48,4.01,0.26,1,59517800
2630,40575,27488,18598,0,0,7.51300,-2.00395,4.37421,1.397627,-0.386691,0.781904,-50.455,-58.496,59.493,-0.4587,0.0117,-0.0922,-0.2779,-0.3674,-0.4242,-0.0898324,-0.0006569,0.0001190,0.042304,-0.018213,0.036142,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364969,-86.8936597,166.325,-0.300,-0.190,0.130,3,2.48,4.01,0.26,1,59517800
2679,31996,16399,12807,0,0,7.15028,-1.89621,3.82833,1.480718,-0.526241,0.847950,-50.023,-57.333,65.257,-0.5402,0.0835,-0.1978,-0.3078,-0.3646,-0.4329,-0.0898324,-0.0006569,0.0001190,0.042304,-0.018213,0.036142,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364969,-86.8936597,166.325,-0.300,-0.190,0.130,3,2.48,4.01,0.26,1,59517800
2718,22235,33078,29942,0,0,7.21373,-1.95606,3.86304,1.522263,-0.450607,0.835167,-39.068,-57.163,57.492,0.0503,-0.2316,-0.1554,-0.3009,-0.4712,-0.5508,-0.0934989,-0.0116096,0.0010192,0.047719,0.035071,0.065599,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,11,40.4364970,-86.8936625,166.020,0.460,-0.460,0.120,3,2.43,3.94,0.33,1,59518000
2775,15690,15960,12544,0,0,7.58722,-2.63123,4.35266,1.654356,-0.641289,0.791491,-38.403,-56.975,65.397,0.0087,-0.2126,-0.2664,-0.2987,-0.4877,-0.5672,-0.0934989,-0.0116096,0.0010192,0.047719,0.035071,0.065599,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,11,40.4364970,-86.8936625,166.020,0.460,-0.460,0.120,3,2.43,3.94,0.33,1,59518000
2830,35516,19439,13014,0,0,6.71813,-3.07056,4.21499,1.804558,-0.985370,0.590156,-37.686,-57.871,71.132,-0.0113,-0.2403,-0.3106,-0.2988,-0.4992,-0.5816,-0.0934989,-0.0116096,0.0010192,0.047719,0.035071,0.065599,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,11,40.4364970,-86.8936625,166.020,0.460,-0.460,0.120,3,2.43,3.94,0.33,1,59518000
2887,33942,22193,19072,0,0,8.56406,-4.12880,5.46237,1.922802,-1.271926,0.464455,-31.066,-60.960,72.533,0.3121,-0.5682,-0.2172,-0.2638,-0.6119,-0.6674,-0.0974875,-0.0180634,0.0031232,0.051751,0.079928,0.059404,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,16,40.4364982,-86.8936646,165.970,0.660,-0.830,0.130,3,2.39,3.85,0.40,1,59518200
2919,22409,31889,22741,0,0,7.60039,-3.98156,4.87579,1.998436,-1.563808,0.334493,-30.951,-62.442,75.459,0.3225,-0.6177,-0.2225,-0.2567,-0.6252,-0.6723,-0.0974875,-0.0180634,0.0031232,0.051751,0.079928,0.059404,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,16,40.4364982,-86.8936646,165.970,0.660,-0.830,0.130,3,2.39,3.85,0.40,1,59518200
2967,31628,16676,13071,0,0,7.00184,-2.99634,3.83910,2.070874,-1.693770,0.070307,-30.779,-67.502,83.976,0.3559,-0.7367,-0.3537,-0.2351,-0.6684,-0.6912,-0.0974875,-0.0180634,0.0031232,0.051751,0.079928,0.059404,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,16,40.4364982,-86.8936646,165.970,0.660,-0.830,0.130,3,2.39,3.85,0.40,1,59518200
3026,36138,22390,19263,0,0,6.04656,-2.34991,3.08972,2.086853,-1.915345,0.015979,-32.390,-72.281,92.751,0.3823,-0.8361,-0.4726,-0.2155,-0.7101,-0.7124,-0.0974875,-0.0180634,0.0031232,0.051751,0.079928,0.059404,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,16,40.4364982,-86.8936646,165.970,0.660,-0.830,0.130,3,2.39,3.85,0.40,1,59518200
3091,31882,24087,19119,0,0,6.32668,-1.78368,2.25294,1.940912,-2.566222,0.024501,-38.283,-79.178,107.602,0.6368,-0.8910,-0.5175,-0.1257,-0.8157,-0.7862,-0.0988741,-0.0215092,0.0009344,0.013999,0.121397,0.054614,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4365006,-86.8936672,165.809,0.900,-0.840,0.210,3,2.36,3.75,0.46,1,59518400
3124,24331,32288,24242,0,0,7.48906,-1.79805,2.29484,1.734251,-3.053048,0.139550,-55.164,-81.975,127.294,0.6487,-0.9365,-0.5663,-0.1100,-0.8379,-0.7994,-0.0988741,-0.0215092,0.0009344,0.013999,0.121397,0.054614,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4365006,-86.8936672,165.809,0.900,-0.840,0.210,3,2.36,3.75,0.46,1,59518400
3172,31026,16986,13055,0,0,11.63821,-2.42293,1.09774,1.481783,-3.291667,0.334493,-128.152,-80.175,-152.806,0.6776,-1.0792,-0.4984,-0.0680,-0.9017,-0.8340,-0.0988741,-0.0215092,0.0009344,0.013999,0.121397,0.054614,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4365006,-86.8936672,165.809,0.900,-0.840,0.210,3,2.36,3.75,0.46,1,59518400
3220,32364,15573,12467,0,0,9.52174,-1.81959,-0.16041,1.328385,-2.639725,0.484695,-143.763,-73.491,-132.602,0.6857,-1.1788,-0.5088,-0.0341,-0.9577,-0.8589,-0.0988741,-0.0215092,0.0009344,0.013999,0.121397,0.054614,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4365006,-86.8936672,165.809,0.900,-0.840,0.210,3,2.36,3.75,0.46,1,59518400
3287,33224,28293,19064,0,0,10.97143,-2.55701,-1.12049,1.092961,-0.755273,0.723315,-141.513,-70.395,-130.407,0.8271,-1.1653,-0.3073,0.0744,-1.0335,-0.8727,-0.0993647,-0.0241432,-0.0017349,-0.007987,0.153060,0.060901,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,12,40.4365034,-86.8936690,165.991,0.970,-1.040,0.100,3,2.33,3.69,0.47,1,59518600
3329,25245,16058,12933,0,0,10.22324,-2.93409,-1.00437,0.950216,1.064199,0.901214,-127.875,-70.253,-141.419,0.8413,-1.2428,-0.2587,0.1193,-1.0984,-0.8879,-0.0993647,-0.0241432,-0.0017349,-0.007987,0.153060,0.060901,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,12,40.4365034,-86.8936690,165.991,0.970,-1.040,0.100,3,2.33,3.69,0.47,1,59518600
3376,31280,15894,12563,0,0,10.91995,-3.87980,-0.68833,0.746750,2.741991,1.073786,-105.046,-70.669,-163.000,0.8607,-1.2682,-0.1719,0.1598,-1.1583,-0.8981,-0.0993647,-0.0241432,-0.0017349,-0.007987,0.153060,0.060901,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,12,40.4365034,-86.8936690,165.991,0.970,-1.040,0.100,3,2.33,3.69,0.47,1,59518600
3425,32339,16115,12992,0,0,9.25359,-5.31154,0.53271,0.596548,3.446131,1.087635,-78.315,-67.743,170.560,0.9370,-1.2596,-0.1184,0.2033,-1.2196,-0.9049,-0.0993647,-0.0241432,-0.0017349,-0.007987,0.153060,0.060901,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,12,40.4365034,-86.8936690,165.991,0.970,-1.040,0.100,3,2.33,3.69,0.47,1,59518600
3501,47100,29531,26044,0,0,8.27077,-7.45794,3.34231,0.517718,2.829342,0.714792,-57.238,-59.136,149.519,0.8826,-1.0988,-0.0784,0.2407,-1.2724,-0.9359,-0.0967727,-0.0215481,-0.0053959,-0.007420,0.136945,0.100792,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4365047,-86.8936709,165.945,0.620,-0.910,0.160,3,2.29,3.63,0.50,1,59518800
3538,29762,36127,23004,0,0,5.44202,-6.61638,4.38498,0.428236,1.450890,0.438889,-53.707,-57.088,146.416,0.9842,-1.1469,-0.1051,0.2685,-1.3058,-0.9386,-0.0967727,-0.0215481,-0.0053959,-0.007420,0.136945,0.100792,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4365047,-86.8936709,165.945,0.620,-0.910,0.160,3,2.29,3.63,0.50,1,59518800
3597,28960,30432,22311,0,0,5.52462,-6.71095,4.55617,0.460194,-0.752077,-0.353668,-52.195,-57.863,146.618,1.2178,-1.2543,-0.1742,0.3403,-1.3842,-0.9480,-0.0967727,-0.0215481,-0.0053959,-0.007420,0.136945,0.100792,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4365047,-86.8936709,165.945,0.620,-0.910,0.160,3,2.29,3.63,0.50,1,59518800
3630,30646,32145,22664,0,0,5.95079,-5.56772,3.17471,0.464455,-2.358495,-0.480434,-56.007,-60.948,152.189,1.3013,-1.2761,-0.2191,0.3789,-1.4230,-0.9540,-0.0967727,-0.0215481,-0.0053959,-0.007420,0.136945,0.100792,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4365047,-86.8936709,165.945,0.620,-0.910,0.160,3,2.29,3.63,0.50,1,59518800
3678,31781,16471,12966,0,0,8.58082,-5.87777,1.66158,0.258859,-3.779558,-0.687096,-77.448,-68.521,177.445,1.4811,-1.3162,-0.2074,0.4683,-1.5065,-0.9680,-0.0967727,-0.0215481,-0.0053959,-0.007420,0.136945,0.100792,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4365047,-86.8936709,165.945,0.620,-0.910,0.160,3,2.29,3.63,0.50,1,59518800
3722,26673,28760,25671,0,0,8.34140,-5.16788,1.15999,0.164051,-3.235208,-0.740359,-83.943,-67.689,-173.058,1.0504,-0.8835,-0.1448,0.4036,-1.4154,-0.9648,-0.0954264,-0.0182699,-0.0158184,-0.033266,0.128656,0.188311,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4365064,-86.8936716,165.987,0.750,-0.620,0.140,3,2.25,3.58,0.38,1,59519000
3771,27201,16086,12955,0,0,9.11592,-4.71179,0.13527,0.008522,-1.853560,-0.710531,-106.349,-69.714,-148.430,1.1615,-0.9142,-0.1231,0.4769,-1.4749,-0.9738,-0.0954264,-0.0182699,-0.0158184,-0.033266,0.128656,0.188311,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4365064,-86.8936716,165.987,0.750,-0.620,0.140,3,2.25,3.58,0.38,1,59519000
3828,16230,15989,12876,0,0,8.61673,-4.02944,-0.19992,-0.158724,0.170442,-0.548611,-113.208,-70.840,-140.957,1.2440,-0.9409,-0.1284,0.5464,-1.5285,-0.9808,-0.0954264,-0.0182699,-0.0158184,-0.033266,0.128656,0.188311,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4365064,-86.8936716,165.987,0.750,-0.620,0.140,3,2.25,3.58,0.38,1,59519000
3883,31785,22420,18986,0,0,9.74799,-4.50828,0.23942,-0.186421,1.668204,-0.379234,-92.608,-71.964,-158.786,0.9179,-0.2575,-0.0944,0.5378,-1.3684,-0.9758,-0.0985049,-0.0207493,-0.0299929,-0.019995,0.149949,0.294340,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4365082,-86.8936697,166.112,0.760,0.000,0.110,3,2.22,3.52,0.21,1,59519200
3920,31797,27893,18313,0,0,9.01058,-4.25330,0.59855,-0.260990,2.468218,-0.256729,-78.849,-72.039,-173.557,0.9596,-0.2351,-0.0901,0.5677,-1.3763,-0.9787,-0.0985049,-0.0207493,-0.0299929,-0.019995,0.149949,0.294340,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4365082,-86.8936697,166.112,0.760,0.000,0.110,3,2.22,3.52,0.21,1,59519200
3969,31842,16668,13030,0,0,9.54449,-4.21380,1.45208,-0.190682,2.932673,-0.205596,-52.567,-68.446,158.388,1.0178,-0.1543,-0.0813,0.6269,-1.3881,-0.9843,-0.0985049,-0.0207493,-0.0299929,-0.019995,0.149949,0.294340,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4365082,-86.8936697,166.112,0.760,0.000,0.110,3,2.22,3.52,0.21,1,59519200
