ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
517,501137,15195,12080,0,0,-0.99718,0.37589,9.68574,-0.128897,-1.536111,0.074569,14.312,20.861,-0.238,0.0304,-0.0255,-0.0074,0.0002,-0.0002,-0.0000,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2472,1500,0,,,,,,,,0,,,,0
581,17631,15463,12456,0,0,-0.29688,-1.18513,9.28232,-0.906540,0.231162,-0.267381,13.580,20.384,0.680,0.2144,-0.1718,-0.0929,0.0080,-0.0054,-0.0031,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2469,1500,0,,,,,,,,0,,,,0
624,21267,15670,12658,0,0,1.31083,0.66200,6.86537,-0.062851,1.868474,0.060720,13.689,23.611,1.666,0.3966,-0.2485,-0.2599,0.0212,-0.0148,-0.0106,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2462,1500,0,,,,,,,,0,,,,0
675,15224,15878,12695,0,0,-1.31681,-0.32561,10.87207,0.126766,1.520132,-0.223706,14.712,28.779,2.928,0.5894,-0.3661,-0.3409,0.0462,-0.0302,-0.0268,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2459,1500,0,,,,,,,,0,,,,0
717,21349,15302,12219,0,0,-2.02310,-0.09577,11.14860,0.295078,-0.643420,-0.689226,14.429,28.516,1.171,0.7593,-0.5058,-0.2933,0.0755,-0.0492,-0.0402,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2452,1500,0,,,,,,,,0,,,,0
775,15293,15518,12278,0,0,-1.18274,1.30604,8.31027,-0.019175,-0.122505,-0.331297,13.604,27.133,-1.275,0.9156,-0.5488,-0.3641,0.1235,-0.0795,-0.0586,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2449,1500,0,,,,,,,,0,,,,0
832,18065,15556,12574,0,0,-1.53229,0.25618,9.93474,-0.055394,-0.335558,-0.172573,4.685,11.012,-3.413,0.3329,-0.1898,-0.0325,0.0701,-0.0455,-0.0190,0.0036208,0.0066433,-0.0000739,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2442,1500,0,,,,,,,,0,,,,0
874,26051,15652,12331,0,0,-0.96486,-0.06225,9.26197,0.012783,-0.461259,0.132093,4.662,9.876,-3.390,0.3513,-0.2250,-0.0486,0.0843,-0.0542,-0.0206,0.0036208,0.0066433,-0.0000739,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2435,1500,0,,,,,,,,0,,,,0
934,15675,17835,14896,0,0,-0.24181,-0.47525,10.08677,0.123571,0.177899,0.132093,2.301,7.536,-3.118,0.2517,-0.1155,-0.0081,0.0737,-0.0350,-0.0054,0.0112593,0.0159466,0.0001126,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2432,1500,0,,,,,,,,0,,,,0
970,19747,15878,12872,0,0,-0.93494,0.53032,9.73602,0.300405,-0.547546,0.076699,2.864,6.706,-2.937,0.2656,-0.1237,-0.0001,0.0835,-0.0397,-0.0055,0.0112593,0.0159466,0.0001126,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2425,1500,0,,,,,,,,0,,,,0
1030,35740,23558,20560,0,0,-0.06345,-0.39145,9.40083,0.274838,-0.740359,0.241815,3.711,4.389,-2.467,0.2922,-0.1668,-0.0237,0.0980,-0.0471,-0.0061,0.0112593,0.0159466,0.0001126,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2422,1500,0,,,,,,,,0,,,,0
1077,30862,16132,12309,0,0,-0.26815,0.68833,9.10754,0.068177,-0.641289,0.282295,4.082,2.359,-1.783,0.3113,-0.1697,-0.0624,0.1147,-0.0563,-0.0085,0.0112593,0.0159466,0.0001126,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2415,1500,0,,,,,,,,0,,,,0
1128,15646,15526,12551,0,0,0.14605,0.24780,9.60434,0.011718,-0.412257,0.337689,4.185,0.785,-0.895,0.3247,-0.1810,-0.0666,0.1312,-0.0653,-0.0118,0.0112593,0.0159466,0.0001126,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2412,1500,0,,,,,,,,0,,,,0
1173,28138,16098,13101,0,0,-0.00718,0.34117,9.41400,-0.046872,0.030893,0.491087,4.078,0.681,0.267,0.3338,-0.1931,-0.0871,0.1457,-0.0734,-0.0152,0.0112593,0.0159466,0.0001126,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2405,1500,0,,,,,,,,0,,,,0
1231,15796,15533,12571,0,0,0.04429,0.15083,10.04248,0.066046,-0.384560,0.332363,4.138,-0.284,1.507,0.3403,-0.2484,-0.0870,0.1656,-0.0866,-0.0205,0.0112593,0.0159466,0.0001126,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2402,1500,0,,,,,,,,0,,,,0
1282,15670,15475,12498,0,0,0.92177,0.49440,9.30387,0.132093,-0.280165,0.272708,4.418,-1.422,2.266,0.3673,-0.2737,-0.1062,0.1837,-0.1001,-0.0254,0.0112593,0.0159466,0.0001126,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2395,1500,0,,,,,,,,0,,,,0
1327,26412,18040,15036,0,0,1.82558,0.55545,9.61152,0.047937,0.045806,0.218379,4.026,-4.483,0.885,0.1422,-0.2446,-0.0763,0.1055,-0.0998,-0.0081,0.0122018,0.0466567,0.0015209,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2389,1500,0,,,,,,,,0,,,,0
1371,28262,16191,13165,0,0,1.64721,0.91578,10.07959,0.003196,-0.162985,0.128897,3.428,-6.203,-0.473,0.0591,-0.1862,-0.0363,0.0714,-0.0888,0.0002,0.0163120,0.0596023,0.0027704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2385,1500,0,,,,,,,,0,,,,0
1424,15705,15542,12544,0,0,1.35991,0.36392,10.06522,-0.092678,-0.684965,0.029827,3.153,-7.734,-0.167,0.0608,-0.1904,-0.0265,0.0746,-0.0987,-0.0015,0.0163120,0.0596023,0.0027704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2382,1500,0,,,,,,,,0,,,,0
1481,15757,15084,12122,0,0,2.46244,0.25379,9.89643,-0.003196,-0.777643,0.004261,2.945,-10.478,-0.248,0.0950,-0.2028,0.0083,0.0791,-0.1100,-0.0019,0.0163120,0.0596023,0.0027704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2375,1500,0,,,,,,,,0,,,,0
1539,36003,21745,18726,0,0,1.97641,0.71228,9.47864,0.159790,-0.497478,-0.042611,3.282,-12.267,-0.452,0.1005,-0.1974,0.0077,0.0843,-0.1203,-0.0014,0.0163120,0.0596023,0.0027704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2369,1500,0,,,,,,,,0,,,,0
1580,26076,15547,12536,0,0,2.13802,0.32202,9.37928,0.286556,-0.439954,-0.192813,4.089,-13.671,-1.035,0.0949,-0.2158,-0.0048,0.0890,-0.1302,-0.0014,0.0163120,0.0596023,0.0027704,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1575,2362,1500,0,,,,,,,,0,,,,0
