ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
519,501244,17445,14385,0,0,-0.00479,0.37828,9.88686,0.014914,-0.036219,-0.013848,2.194,0.023,0.001,-0.0000,-0.0000,0.0011,-0.0000,-0.0000,0.0000,0.0171042,-0.0368054,-0.0139379,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2473,1500,1,18,40.4361849,-86.8937408,162.802,-0.060,0.160,-0.110,3,0.64,0.90,0.19,0
573,30229,17997,14990,0,0,-0.04669,0.39504,9.88326,0.017044,-0.035154,-0.013848,2.169,0.118,0.014,-0.0004,0.0001,0.0054,-0.0000,-0.0000,0.0002,0.0170741,-0.0368805,-0.0139379,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2469,1500,1,18,40.4361849,-86.8937408,162.802,-0.060,0.160,-0.110,3,0.64,0.90,0.19,0
622,29683,18962,15923,0,0,0.01556,0.38307,9.89284,0.020240,-0.037284,-0.010653,2.202,0.039,0.023,-0.0003,0.0001,0.0099,-0.0001,-0.0000,0.0005,0.0170085,-0.0367260,-0.0139379,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2467,1500,1,18,40.4361849,-86.8937408,162.802,-0.060,0.160,-0.110,3,0.64,0.90,0.19,0
670,24893,18007,15019,0,0,0.02394,0.36512,9.90002,0.018109,-0.041545,-0.012783,2.211,0.008,0.022,-0.0002,0.0001,0.0145,-0.0001,-0.0000,0.0011,0.0169830,-0.0366003,-0.0139379,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2465,1500,1,18,40.4361849,-86.8937421,162.784,0.030,-0.140,0.060,3,0.65,0.90,0.21,0
730,17984,17823,14840,0,0,0.02035,0.36512,9.88925,0.019175,-0.033023,-0.014914,2.202,0.022,0.024,-0.0002,0.0002,0.0193,-0.0001,0.0000,0.0021,0.0170271,-0.0366273,-0.0139379,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2463,1500,1,18,40.4361849,-86.8937421,162.784,0.030,-0.140,0.060,3,0.65,0.90,0.21,0
776,28395,17892,14688,0,0,-0.01437,0.38786,9.87728,0.019175,-0.036219,-0.013848,2.219,0.019,0.024,-0.0004,0.0002,0.0233,-0.0001,-0.0000,0.0031,0.0169503,-0.0366099,-0.0139379,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2459,1500,1,18,40.4361849,-86.8937421,162.784,0.030,-0.140,0.060,3,0.65,0.90,0.21,0
825,30816,18059,15078,0,0,0.00359,0.37709,9.88207,0.014914,-0.035154,-0.012783,2.209,0.021,0.027,-0.0003,0.0002,0.0274,-0.0001,0.0000,0.0044,0.0170116,-0.0366083,-0.0139379,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2457,1500,1,18,40.4361849,-86.8937418,162.786,-0.010,0.030,0.070,3,0.65,0.90,0.13,0
873,29288,17928,14944,0,0,-0.01556,0.38666,9.88207,0.013848,-0.035154,-0.012783,2.200,0.027,0.029,-0.0004,0.0003,0.0313,-0.0001,0.0000,0.0058,0.0170524,-0.0366654,-0.0139379,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2455,1500,1,18,40.4361849,-86.8937418,162.786,-0.010,0.030,0.070,3,0.65,0.90,0.13,0
920,29267,17606,14566,0,0,0.01437,0.38666,9.87848,0.012783,-0.037284,-0.013848,2.195,0.020,0.029,-0.0002,0.0004,0.0352,-0.0002,0.0000,0.0073,0.0170151,-0.0365392,-0.0139380,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2453,1500,1,18,40.4361849,-86.8937418,162.786,-0.010,0.030,0.070,3,0.65,0.90,0.13,0
979,17948,17532,14479,0,0,-0.00958,0.38307,9.88686,0.012783,-0.039415,-0.012783,2.181,0.023,0.029,-0.0002,0.0003,0.0405,-0.0002,0.0001,0.0096,0.0170389,-0.0366265,-0.0139379,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2451,1500,1,18,40.4361849,-86.8937418,162.786,-0.010,0.030,0.070,3,0.65,0.90,0.13,0
1046,33593,27398,19477,0,0,0.00599,0.37828,9.89404,0.015979,-0.040480,-0.011718,2.175,0.010,0.031,-0.0001,0.0003,0.0456,-0.0003,0.0001,0.0120,0.0171255,-0.0363979,-0.0139381,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2447,1500,1,19,40.4361850,-86.8937414,162.813,0.040,0.060,0.040,3,0.65,0.90,0.10,1
1082,27703,35472,27614,0,0,0.00718,0.36990,9.88686,0.018109,-0.033023,-0.013848,2.174,0.010,0.031,-0.0001,0.0002,0.0480,-0.0003,0.0001,0.0133,0.0171910,-0.0362879,-0.0139382,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1575,1425,2445,1500,1,19,40.4361850,-86.8937414,162.813,0.040,0.060,0.040,3,0.65,0.90,0.10,1
