ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
517,501043,15205,12063,0,0,-8.04093,-4.93086,-3.90973,0.124636,0.650877,0.556068,-37.740,31.041,0.034,-0.0865,-0.0787,-0.0715,-0.0005,-0.0005,-0.0004,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2472,1500,0,,,,,,,,0,,,,0
580,15907,15490,12479,0,0,-9.62230,-6.48470,0.10654,0.089482,0.285491,1.099353,-36.132,33.739,2.487,-0.4708,-0.4453,-0.1958,-0.0187,-0.0172,-0.0100,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2469,1500,0,,,,,,,,0,,,,0
624,26789,15750,12693,0,0,-10.34894,-0.88107,1.48081,-0.049002,0.823449,1.148355,-35.095,37.038,4.018,-0.7608,-0.4862,-0.2920,-0.0450,-0.0377,-0.0206,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2462,1500,0,,,,,,,,0,,,,0
675,15289,15548,12279,0,0,-12.94545,-2.03268,0.72903,0.343015,0.770186,1.313471,-33.698,41.012,5.451,-1.1920,-0.5982,-0.3145,-0.0950,-0.0655,-0.0366,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2459,1500,0,,,,,,,,0,,,,0
717,26362,15287,12228,0,0,-10.20888,1.29646,0.24900,0.272708,0.181095,1.249555,-30.977,43.140,8.305,-1.5317,-0.6046,-0.4324,-0.1525,-0.0910,-0.0521,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2452,1500,0,,,,,,,,0,,,,0
775,15932,15918,12425,0,0,-8.01339,-0.30047,-1.98360,0.367516,-0.352603,0.618919,-28.069,44.392,11.489,-1.9246,-0.7635,-0.6436,-0.2525,-0.1300,-0.0825,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2449,1500,0,,,,,,,,0,,,,0
827,15724,15586,12582,0,0,-6.33506,-0.84156,-1.33357,0.139550,0.025566,0.049002,-26.578,44.375,13.275,-2.1913,-0.8846,-0.9180,-0.3602,-0.1728,-0.1229,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2442,1500,0,,,,,,,,0,,,,0
872,28558,15702,12665,0,0,-8.86094,-1.35512,-1.86269,0.233293,0.052198,-0.304666,-26.658,44.306,12.287,-2.4569,-1.0595,-1.1203,-0.4630,-0.2162,-0.1683,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2435,1500,0,,,,,,,,0,,,,0
929,15779,15552,12532,0,0,-9.47984,0.95050,0.35434,-0.116114,0.807470,-0.285491,-28.961,45.597,9.568,-2.8533,-1.1104,-1.3329,-0.6164,-0.2793,-0.2394,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2432,1500,0,,,,,,,,0,,,,0
982,16845,15529,12520,0,0,-11.23958,-2.66953,-1.81600,0.121440,0.279099,0.188552,-30.249,46.890,7.971,-3.1884,-1.2947,-1.3994,-0.7751,-0.3419,-0.3111,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2425,1500,0,,,,,,,,0,,,,0
