ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
517,500960,15231,12050,0,0,6.44280,-2.26731,8.44076,0.450607,0.217314,-0.188552,22.895,-70.260,-0.193,-0.0541,-0.0670,-0.0177,-0.0003,-0.0004,-0.0001,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2472,1500,0,,,,,,,,0,,,,0
581,16069,15512,12146,0,0,5.78559,-1.90219,8.14507,0.634898,-1.127050,-0.406931,32.545,-72.254,-7.968,-0.3661,-0.4355,-0.1677,-0.0140,-0.0167,-0.0058,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2469,1500,1,15,40.4362464,-86.8937589,168.082,0.470,-0.170,0.440,3,3.23,3.78,0.43,0
624,26942,15697,12646,0,0,7.18739,-0.89423,8.69215,0.751011,-0.919323,-0.388822,41.576,-73.597,-15.576,-0.5753,-0.6559,-0.2203,-0.0339,-0.0400,-0.0141,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2462,1500,1,15,40.4362464,-86.8937589,168.082,0.470,-0.170,0.440,3,3.23,3.78,0.43,0
667,21774,15670,12635,0,0,7.15507,-0.80206,5.94121,0.642354,-0.595483,-0.384560,49.344,-74.175,-22.119,-0.7355,-0.8487,-0.3040,-0.0623,-0.0722,-0.0253,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2459,1500,1,15,40.4362464,-86.8937589,168.082,0.470,-0.170,0.440,3,3.23,3.78,0.43,0
719,15734,15150,12127,0,0,7.98825,0.07661,5.17148,0.765925,0.006392,-0.238619,54.480,-73.742,-25.290,-0.8647,-1.0330,-0.3858,-0.1044,-0.1217,-0.0435,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2455,1500,1,15,40.4362464,-86.8937589,168.082,0.470,-0.170,0.440,3,3.23,3.78,0.43,0
779,15915,15160,12143,0,0,6.61638,-0.66439,5.16908,0.550742,0.263120,-0.058590,54.452,-72.945,-23.170,-1.0098,-1.2768,-0.5419,-0.1606,-0.1906,-0.0710,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2449,1500,1,15,40.4362471,-86.8937589,167.865,0.430,-0.100,0.500,3,3.17,3.71,0.35,0
822,27200,15644,12578,0,0,7.42681,-0.24660,5.60483,0.490022,-0.129962,-0.018109,56.389,-73.003,-23.935,-1.1101,-1.4512,-0.6301,-0.2057,-0.2487,-0.0961,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2442,1500,1,15,40.4362471,-86.8937589,167.865,0.430,-0.100,0.500,3,3.17,3.71,0.35,0
880,15811,15140,12142,0,0,7.18979,0.81283,6.57448,0.330232,0.278034,0.160855,54.924,-72.875,-21.119,-1.3223,-1.6824,-0.7138,-0.2768,-0.3407,-0.1354,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2439,1500,1,15,40.4362471,-86.8937589,167.865,0.430,-0.100,0.500,3,3.17,3.71,0.35,0
923,26777,15632,12590,0,0,7.07367,1.40659,4.78601,0.136354,0.861799,0.194943,49.951,-72.151,-15.432,-1.4385,-1.7899,-0.7848,-0.3352,-0.4141,-0.1670,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2432,1500,1,15,40.4362471,-86.8937589,167.865,0.430,-0.100,0.500,3,3.17,3.71,0.35,0
976,15345,15511,12167,0,0,6.31590,0.68474,5.17626,0.009587,1.282578,0.318514,41.164,-70.247,-6.052,-1.5290,-1.9013,-0.9028,-0.4144,-0.5125,-0.2120,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2429,1500,1,15,40.4362471,-86.8937576,167.803,0.280,-0.130,0.510,3,3.10,3.65,0.29,0
1035,35633,23556,20501,0,0,4.52504,0.23583,9.98143,-0.410127,1.665008,0.332363,31.157,-67.106,3.718,-1.8079,-2.1629,-1.0181,-0.4997,-0.6168,-0.2614,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2422,1500,1,15,40.4362471,-86.8937576,167.803,0.280,-0.130,0.510,3,3.10,3.65,0.29,0
1084,30546,17512,14469,0,0,4.73573,0.38427,6.38294,-0.427171,0.929976,0.182160,24.644,-64.184,9.103,-2.0132,-2.3571,-1.1686,-0.6044,-0.7403,-0.3207,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2415,1500,1,15,40.4362471,-86.8937576,167.803,0.280,-0.130,0.510,3,3.10,3.65,0.29,0
1127,26678,15882,12835,0,0,4.78002,-0.24541,8.57483,-0.792557,1.076982,0.380299,19.693,-62.112,12.591,-2.1608,-2.5196,-1.2603,-0.6966,-0.8484,-0.3747,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2412,1500,1,15,40.4362471,-86.8937576,167.803,0.280,-0.130,0.510,3,3.10,3.65,0.29,0
1180,15791,15154,12144,0,0,3.59011,-0.33758,8.81545,-0.738228,1.027980,0.218379,14.779,-59.113,15.677,-2.4193,-2.7649,-1.3702,-0.8204,-0.9915,-0.4455,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2409,1500,1,15,40.4362473,-86.8937586,167.774,0.250,-0.480,0.480,3,3.07,3.61,0.40,0
1223,27098,15687,12591,0,0,4.66271,-1.38864,7.98945,-0.870321,1.214401,-0.047937,11.770,-56.473,16.777,-2.5444,-2.9208,-1.4459,-0.9260,-1.1122,-0.5053,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2402,1500,1,15,40.4362473,-86.8937586,167.774,0.250,-0.480,0.480,3,3.07,3.61,0.40,0
1281,15797,15132,12142,0,0,3.11845,-1.95606,8.96988,-0.523045,1.510545,-0.106526,8.609,-51.665,18.254,-2.7430,-3.1989,-1.5557,-1.0804,-1.2911,-0.5930,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2399,1500,1,15,40.4362473,-86.8937586,167.774,0.250,-0.480,0.480,3,3.07,3.61,0.40,0
1324,27193,15682,12651,0,0,2.89698,-1.76453,9.88805,-0.278034,1.423193,-0.187487,7.663,-48.129,18.489,-2.9145,-3.3861,-1.6114,-1.2019,-1.4323,-0.6610,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2392,1500,1,15,40.4362473,-86.8937586,167.774,0.250,-0.480,0.480,3,3.07,3.61,0.40,0
1367,26770,16173,13135,0,0,2.21823,-1.98360,9.82700,0.085221,1.179248,-0.260990,7.877,-45.127,18.200,-3.0777,-3.5950,-1.6790,-1.3297,-1.5814,-0.7312,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2389,1500,1,15,40.4362473,-86.8937586,167.774,0.250,-0.480,0.480,3,3.07,3.61,0.40,0
1420,15695,15118,12135,0,0,1.99437,-1.99916,10.70926,0.428236,1.184574,-0.397344,9.418,-41.194,17.417,-3.2788,-3.8618,-1.7350,-1.5001,-1.7811,-0.8229,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2385,1500,1,15,40.4362476,-86.8937593,167.677,0.250,-0.480,0.460,3,3.04,3.57,0.46,0
1478,15800,15164,12144,0,0,0.00120,-0.97205,10.03649,0.813862,0.259925,-0.535828,13.054,-39.164,15.499,-3.5631,-4.1383,-1.8436,-1.6991,-2.0142,-0.9266,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2379,1500,1,15,40.4362476,-86.8937593,167.677,0.250,-0.480,0.460,3,3.04,3.57,0.46,0
1545,35513,30641,27601,0,0,-0.98881,-0.71946,11.51731,0.996022,0.312122,-0.700944,17.165,-37.924,13.460,-3.8591,-4.4265,-1.9445,-1.8878,-2.2323,-1.0232,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2372,1500,1,15,40.4362476,-86.8937593,167.677,0.250,-0.480,0.460,3,3.04,3.57,0.46,0
1572,31623,26697,23647,0,0,-0.12330,0.51715,10.47463,1.003479,0.171508,-0.270577,19.268,-37.475,12.994,-4.0296,-4.5622,-2.0045,-2.0125,-2.3745,-1.0856,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2369,1500,1,15,40.4362485,-86.8937614,167.531,0.390,-0.640,0.470,3,3.02,3.54,0.52,0
1625,31147,21464,17526,0,0,-0.37589,-1.43772,10.57639,0.988565,-0.260990,-0.808536,24.166,-37.197,10.493,-4.3007,-4.9157,-2.1745,-2.2545,-2.6493,-1.2071,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2362,1500,1,15,40.4362485,-86.8937614,167.531,0.390,-0.640,0.470,3,3.02,3.54,0.52,0
1667,26206,15677,12643,0,0,-1.05704,3.12443,10.09755,0.928911,-0.827710,-0.896953,28.971,-38.288,6.811,-4.6054,-5.1185,-2.3059,-2.4676,-2.8907,-1.3148,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2355,1500,1,15,40.4362485,-86.8937614,167.531,0.390,-0.640,0.470,3,3.02,3.54,0.52,0
1726,15829,15643,12602,0,0,0.25977,0.51715,9.72884,0.596548,-0.515588,0.017044,32.050,-39.907,5.311,-4.8905,-5.3583,-2.4363,-2.7456,-3.1960,-1.4528,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2352,1500,1,15,40.4362485,-86.8937614,167.531,0.390,-0.640,0.470,3,3.02,3.54,0.52,0
1770,27949,15742,12704,0,0,0.89783,0.84515,9.31943,0.443150,-0.991761,-0.348341,35.006,-41.363,2.675,-5.0844,-5.5881,-2.5790,-2.9649,-3.4369,-1.5632,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2345,1500,1,15,40.4362518,-86.8937623,167.371,1.100,-0.350,0.500,3,3.00,3.50,0.53,0
1828,15822,15562,12545,0,0,1.22703,1.08577,9.67976,0.145941,-1.134507,-0.395213,38.698,-43.443,-1.807,-5.3525,-5.8622,-2.7457,-3.2700,-3.7716,-1.7190,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2342,1500,1,15,40.4362518,-86.8937623,167.371,1.100,-0.350,0.500,3,3.00,3.50,0.53,0
1880,15710,15114,12124,0,0,2.09493,0.87149,8.26239,-0.101200,-1.888714,-0.368582,42.814,-46.588,-7.700,-5.5933,-6.1152,-2.9418,-3.5571,-4.0856,-1.8679,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2335,1500,1,15,40.4362518,-86.8937623,167.371,1.100,-0.350,0.500,3,3.00,3.50,0.53,0
1923,27008,15699,12641,0,0,4.16471,1.52750,7.82186,-0.129962,-1.526524,-0.373908,46.314,-48.808,-12.872,-5.7290,-6.2882,-3.0525,-3.7971,-4.3485,-1.9951,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2329,1500,1,15,40.4362518,-86.8937623,167.371,1.100,-0.350,0.500,3,3.00,3.50,0.53,0
1967,27924,15713,12691,0,0,3.45962,0.31963,8.61434,-0.129962,-1.221858,-0.251402,49.152,-50.355,-17.043,-5.9056,-6.5030,-3.1771,-4.0522,-4.6287,-2.1313,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2325,1500,1,15,40.4362507,-86.8937619,167.351,0.370,-0.280,0.450,3,2.98,3.47,0.47,0
2026,35758,23399,20308,0,0,4.97515,1.94289,6.59483,-0.110788,-1.439172,-0.417584,54.045,-52.139,-23.737,-6.0669,-6.6972,-3.3217,-4.3620,-4.9703,-2.2996,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2322,1500,1,15,40.4362507,-86.8937619,167.351,0.370,-0.280,0.450,3,2.98,3.47,0.47,0
2074,30570,17205,12400,0,0,5.20978,1.23780,7.78714,-0.142745,-0.831972,-0.176834,57.652,-53.315,-28.481,-6.2856,-6.9400,-3.4347,-4.6973,-5.3401,-2.4825,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2315,1500,1,15,40.4362507,-86.8937619,167.351,0.370,-0.280,0.450,3,2.98,3.47,0.47,0
2127,15705,15743,12694,0,0,5.77841,1.98719,7.30471,-0.191748,-1.051416,-0.229032,61.514,-54.375,-33.631,-6.4824,-7.1626,-3.5583,-5.0408,-5.7197,-2.6709,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2312,1500,1,15,40.4362507,-86.8937619,167.351,0.370,-0.280,0.450,3,2.98,3.47,0.47,0
2171,27683,15747,12688,0,0,7.00543,2.89938,6.11838,-0.229032,-0.649811,-0.181095,63.708,-54.794,-36.999,-6.6172,-7.3150,-3.6179,-5.3285,-6.0376,-2.8286,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2305,1500,1,15,40.4362507,-86.8937614,167.316,0.250,-0.220,0.450,3,2.97,3.44,0.45,0
2231,15877,15560,12550,0,0,5.54018,2.36308,6.71574,-0.133158,0.796818,0.161920,58.566,-53.000,-31.513,-6.3758,-7.4992,-3.5194,-5.4215,-6.4703,-2.8869,-0.0007801,-0.0029991,-0.0001561,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2302,1500,1,15,40.4362507,-86.8937614,167.316,0.250,-0.220,0.450,3,2.97,3.44,0.45,0
2274,26687,15689,12660,0,0,5.26605,2.37984,8.01220,-0.455933,0.730771,0.071373,55.253,-52.105,-28.621,-6.5475,-7.6559,-3.5827,-5.6962,-6.7925,-3.0379,-0.0007801,-0.0029991,-0.0001561,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2295,1500,1,15,40.4362507,-86.8937614,167.316,0.250,-0.220,0.450,3,2.97,3.44,0.45,0
2326,15726,15569,12557,0,0,4.72376,1.44251,7.79432,-0.510262,-0.245011,-0.062851,53.834,-51.992,-28.693,-6.7702,-7.8511,-3.6891,-6.0446,-7.1980,-3.2279,-0.0007801,-0.0029991,-0.0001561,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2292,1500,1,15,40.4362507,-86.8937614,167.316,0.250,-0.220,0.450,3,2.97,3.44,0.45,0
2368,26184,16208,13110,0,0,5.41329,0.89423,8.00741,-0.507066,-0.586961,-0.298274,54.423,-52.278,-31.056,-6.9327,-8.0357,-3.7775,-6.3325,-7.5317,-3.3847,-0.0007801,-0.0029991,-0.0001561,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2285,1500,1,15,40.4362507,-86.8937614,167.316,0.250,-0.220,0.450,3,2.97,3.44,0.45,0
2427,15858,15608,12585,0,0,5.58208,0.89663,8.41442,-0.415453,0.028762,-0.230097,54.246,-51.880,-32.498,-7.1548,-8.3145,-3.8797,-6.7519,-8.0188,-3.6128,-0.0007801,-0.0029991,-0.0001561,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2282,1500,1,15,40.4362498,-86.8937592,167.244,-0.030,0.110,0.460,3,2.96,3.42,0.29,1
2470,26774,15753,12657,0,0,5.76883,1.04148,7.98107,-0.453803,-0.112918,-0.304666,54.021,-51.470,-33.526,-7.3214,-8.5056,-3.9581,-7.0608,-8.3776,-3.7800,-0.0007801,-0.0029991,-0.0001561,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2275,1500,1,15,40.4362498,-86.8937592,167.244,-0.030,0.110,0.460,3,2.96,3.42,0.29,1
