ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
517,501128,15240,12072,0,0,-2.85389,8.86094,2.08774,-0.125701,0.412257,0.282295,87.814,41.170,0.403,0.0468,-0.0215,-0.0150,0.0003,-0.0001,-0.0001,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2472,1500,0,,,,,,,,0,,,,0
580,15872,15149,12142,0,0,-2.40498,9.05248,2.48039,0.025566,0.331297,0.224771,88.689,40.245,1.944,0.2985,-0.1348,-0.0806,0.0113,-0.0049,-0.0030,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2469,1500,0,,,,,,,,0,,,,0
622,26342,15605,12570,0,0,-2.37385,8.56526,1.76812,0.139550,0.368582,0.401605,89.734,39.402,3.154,0.4579,-0.2039,-0.1445,0.0271,-0.0120,-0.0076,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2462,1500,0,,,,,,,,0,,,,0
674,16187,15615,12331,0,0,-2.21344,8.86932,1.28808,0.041545,0.007457,0.421845,90.094,37.998,3.615,0.6491,-0.2611,-0.2238,0.0557,-0.0242,-0.0172,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2459,1500,0,,,,,,,,0,,,,0
732,15579,15531,12544,0,0,-2.33794,8.99262,2.04704,0.113983,-0.201335,0.337689,90.060,36.852,3.105,0.8531,-0.3516,-0.3003,0.0992,-0.0417,-0.0324,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2452,1500,0,,,,,,,,0,,,,0
774,25946,15680,12320,0,0,-2.87065,8.19056,1.77769,-0.079895,0.025566,0.303600,89.931,36.139,3.072,0.9710,-0.4211,-0.3569,0.1373,-0.0578,-0.0460,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2445,1500,0,,,,,,,,0,,,,0
825,15725,15543,12535,0,0,-3.57813,8.41921,1.96325,-0.090547,0.208792,0.399474,90.144,35.199,3.662,1.0829,-0.5183,-0.4139,0.1903,-0.0820,-0.0660,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2442,1500,0,,,,,,,,0,,,,0
868,26420,15969,12903,0,0,-3.27048,7.74764,1.35392,-0.314253,0.303600,0.382430,89.975,34.240,4.501,1.1603,-0.5748,-0.4725,0.2377,-0.1051,-0.0847,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2435,1500,0,,,,,,,,0,,,,0
926,15785,15581,12575,0,0,-3.35308,8.18937,1.89621,-0.547546,-0.036219,0.504935,88.638,32.924,5.071,1.2650,-0.6504,-0.5540,0.3085,-0.1408,-0.1148,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2432,1500,0,,,,,,,,0,,,,0
977,15639,15142,12139,0,0,-3.53145,8.57842,2.30562,-0.567786,0.491087,0.499609,87.465,31.408,5.954,1.3576,-0.7477,-0.5814,0.3762,-0.1768,-0.1440,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2425,1500,0,,,,,,,,0,,,,0
