ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set,gps_itow_ms
1326,29699,18129,15128,0,0,0.47884,3.10049,9.40802,-0.005326,-0.010653,-0.011718,18.228,-2.754,-0.001,0.0003,0.0000,0.0894,0.0002,0.0000,0.0367,-0.0050792,-0.0113853,-0.0117285,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2447,1500,0,,,,,,,,0,,,,0,
1373,29431,18018,15023,0,0,0.48602,3.08972,9.40203,-0.005326,-0.010653,-0.011718,18.226,-2.761,-0.003,0.0004,-0.0000,0.0944,0.0002,0.0000,0.0411,-0.0050488,-0.0112214,-0.0117285,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2446,1500,0,,,,,,,,0,,,,0,
1433,18085,18002,15005,0,0,0.47884,3.09929,9.40562,-0.004261,-0.011718,-0.011718,18.222,-2.753,-0.002,0.0004,-0.0000,0.1007,0.0002,0.0000,0.0469,-0.0049717,-0.0113845,-0.0117285,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2445,1500,0,,,,,,,,0,,,,0,
1482,31137,17979,14951,0,0,0.50039,3.07296,9.40802,-0.005326,-0.011718,-0.011718,18.205,-2.765,-0.006,0.0007,-0.0002,0.1057,0.0002,0.0001,0.0520,-0.0046700,-0.0111430,-0.0117286,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2442,1500,0,,,,,,,,0,,,,0,
1520,18171,38285,30272,0,0,0.48722,3.09331,9.40921,-0.003196,-0.011718,-0.011718,18.206,-2.769,-0.008,0.0007,-0.0002,0.1077,0.0002,0.0001,0.0539,-0.0046588,-0.0110681,-0.0117286,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2442,1500,0,,,,,,,,0,,,,0,
1577,36837,19757,16757,0,0,0.46687,3.09690,9.40802,-0.004261,-0.010653,-0.012783,18.215,-2.763,-0.008,0.0005,0.0000,0.1158,0.0002,0.0001,0.0624,-0.0047965,-0.0111758,-0.0117286,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2439,1500,0,,,,,,,,0,,,,0,
1626,25293,18068,15064,0,0,0.48961,3.10289,9.41280,-0.005326,-0.011718,-0.011718,18.215,-2.770,-0.010,0.0005,0.0001,0.1217,0.0002,0.0001,0.0683,-0.0048320,-0.0110827,-0.0117286,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2437,1500,0,,,,,,,,0,,,,0,
1692,38862,26718,18728,0,0,0.44772,3.08373,9.42238,-0.006392,-0.011718,-0.012783,18.207,-2.757,-0.008,-0.0000,-0.0002,0.1282,0.0003,0.0001,0.0755,-0.0047595,-0.0113407,-0.0117284,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2435,1500,0,,,,,,,,0,,,,0,
1733,23089,18018,15028,0,0,0.49201,3.10408,9.40203,-0.005326,-0.010653,-0.011718,18.213,-2.773,-0.013,0.0001,-0.0002,0.1339,0.0002,0.0000,0.0820,-0.0048728,-0.0110314,-0.0117287,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2433,1500,0,,,,,,,,0,,,,0,
1781,29771,17627,14578,0,0,0.47046,3.08493,9.41041,-0.005326,-0.011718,-0.012783,18.212,-2.768,-0.014,0.0001,-0.0003,0.1391,0.0003,0.0000,0.0886,-0.0048749,-0.0111285,-0.0117286,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2431,1500,0,,,,,,,,0,,,,0,
1829,30340,18061,15059,0,0,0.50159,3.10169,9.40442,-0.005326,-0.011718,-0.011718,18.216,-2.768,-0.014,0.0004,-0.0003,0.1444,0.0003,-0.0000,0.0954,-0.0049425,-0.0111607,-0.0117286,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2430,1500,0,,,,,,,,0,,,,0,
1872,24829,18069,15072,0,0,0.48004,3.09570,9.41161,-0.004261,-0.010653,-0.011718,18.216,-2.786,-0.020,0.0002,-0.0003,0.1491,0.0002,-0.0000,0.1017,-0.0049325,-0.0108532,-0.0117288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2429,1500,0,,,,,,,,0,,,,0,
1920,29736,17588,14580,0,0,0.46448,3.08613,9.40682,-0.005326,-0.011718,-0.011718,18.214,-2.761,-0.011,0.0002,-0.0004,0.1542,0.0004,-0.0000,0.1090,-0.0049199,-0.0112669,-0.0117286,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2427,1500,0,,,,,,,,0,,,,0,
1986,18155,18004,15013,0,0,0.46328,3.10408,9.40323,-0.005326,-0.010653,-0.011718,18.229,-2.777,-0.016,0.0002,-0.0003,0.1611,0.0003,-0.0001,0.1194,-0.0051223,-0.0110233,-0.0117289,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2426,1500,0,,,,,,,,0,,,,0,
2024,18215,37848,29994,0,0,0.44891,3.08493,9.41759,-0.005326,-0.010653,-0.012783,18.222,-2.764,-0.013,0.0003,-0.0002,0.1632,0.0003,-0.0001,0.1223,-0.0050364,-0.0111948,-0.0117288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2425,1500,0,,,,,,,,0,,,,0,
2082,37482,20500,15154,0,0,0.48004,3.10648,9.40083,-0.005326,-0.010653,-0.011718,18.227,-2.772,-0.016,0.0006,-0.0001,0.1711,0.0004,-0.0001,0.1349,-0.0050848,-0.0110826,-0.0117288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2422,1500,0,,,,,,,,0,,,,0,
2131,30268,18047,15035,0,0,0.47166,3.09451,9.40682,-0.004261,-0.011718,-0.011718,18.224,-2.760,-0.012,0.0006,-0.0001,0.1766,0.0004,-0.0001,0.1438,-0.0050117,-0.0112783,-0.0117288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2419,1500,0,,,,,,,,0,,,,0,
2172,22986,18009,15012,0,0,0.48004,3.09091,9.41041,-0.005326,-0.011718,-0.011718,18.223,-2.767,-0.014,0.0005,-0.0001,0.1812,0.0004,-0.0001,0.1512,-0.0050183,-0.0111847,-0.0117288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2418,1500,0,,,,,,,,0,,,,0,
2219,29586,17578,14559,0,0,0.45969,3.11007,9.40562,-0.005326,-0.011718,-0.011718,18.225,-2.758,-0.011,0.0004,-0.0000,0.1864,0.0005,-0.0001,0.1600,-0.0050482,-0.0113069,-0.0117288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2417,1500,0,,,,,,,,0,,,,0,
2287,18170,18021,15029,0,0,0.47764,3.08493,9.41520,-0.005326,-0.010653,-0.011718,18.224,-2.760,-0.012,0.0006,-0.0000,0.1939,0.0005,-0.0001,0.1728,-0.0050101,-0.0112681,-0.0117288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2415,1500,0,,,,,,,,0,,,,0,
2328,23145,18078,15053,0,0,0.47645,3.11007,9.40562,-0.005326,-0.011718,-0.011718,18.226,-2.751,-0.009,0.0007,-0.0000,0.1984,0.0006,-0.0001,0.1809,-0.0050481,-0.0113930,-0.0117289,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2413,1500,0,,,,,,,,0,,,,0,
2376,28816,18060,15053,0,0,0.47645,3.08972,9.40802,-0.004261,-0.010653,-0.011718,18.228,-2.750,-0.009,0.0007,-0.0001,0.2035,0.0006,-0.0001,0.1903,-0.0050570,-0.0113877,-0.0117289,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2411,1500,0,,,,,,,,0,,,,0,
2424,30135,18023,15030,0,0,0.47525,3.09690,9.40682,-0.005326,-0.011718,-0.011718,18.222,-2.757,-0.012,0.0006,-0.0000,0.2088,0.0006,-0.0001,0.2003,-0.0049989,-0.0113216,-0.0117289,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2410,1500,0,,,,,,,,0,,,,0,
2484,19234,18073,15064,0,0,0.47645,3.08014,9.41400,-0.005326,-0.010653,-0.011718,18.217,-2.750,-0.009,0.0006,-0.0001,0.2154,0.0007,-0.0001,0.2132,-0.0049634,-0.0114025,-0.0117289,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2409,1500,0,,,,,,,,0,,,,0,
2523,18297,38592,30728,0,0,0.47884,3.09331,9.40921,-0.004261,-0.011718,-0.011718,18.217,-2.751,-0.010,0.0006,-0.0001,0.2174,0.0007,-0.0001,0.2171,-0.0049514,-0.0113915,-0.0117289,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2407,1500,0,,,,,,,,0,,,,0,
2584,35473,25442,22094,0,0,0.46926,3.08373,9.41520,-0.004261,-0.011718,-0.011718,18.216,-2.750,-0.007,0.0005,-0.0001,0.2257,0.0007,-0.0001,0.2336,-0.0049345,-0.0114248,-0.0117289,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2405,1500,0,,,,,,,,0,,,,0,
2626,23050,18020,15019,0,0,0.48722,3.09331,9.41400,-0.006392,-0.010653,-0.011718,18.213,-2.753,-0.008,0.0005,-0.0001,0.2311,0.0007,-0.0001,0.2447,-0.0049153,-0.0113771,-0.0117289,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2402,1500,0,,,,,,,,0,,,,0,
2674,30411,18134,15110,0,0,0.46448,3.08972,9.41400,-0.005326,-0.011718,-0.011718,18.209,-2.749,-0.007,0.0004,-0.0001,0.2366,0.0008,-0.0001,0.2561,-0.0049053,-0.0114181,-0.0117288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2401,1500,0,,,,,,,,0,,,,0,
2723,30371,18045,15041,0,0,0.48243,3.09690,9.41041,-0.005326,-0.011718,-0.011718,18.211,-2.762,-0.011,0.0004,-0.0002,0.2419,0.0008,-0.0001,0.2677,-0.0049144,-0.0113010,-0.0117289,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2399,1500,0,,,,,,,,0,,,,0,
2782,18166,17927,14923,0,0,0.46926,3.09451,9.40921,-0.005326,-0.011718,-0.011718,18.208,-2.754,-0.008,0.0004,-0.0001,0.2484,0.0008,-0.0001,0.2823,-0.0048918,-0.0113882,-0.0117288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2398,1500,0,,,,,,,,0,,,,0,
2830,28945,18142,15111,0,0,0.50039,3.09331,9.41161,-0.006392,-0.011718,-0.012783,18.212,-2.766,-0.014,0.0006,-0.0002,0.2538,0.0008,-0.0001,0.2941,-0.0049379,-0.0112853,-0.0117290,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2395,1500,0,,,,,,,,0,,,,0,
2896,38724,27235,19310,0,0,0.46687,3.09690,9.40802,-0.004261,-0.011718,-0.010653,18.207,-2.759,-0.010,0.0004,-0.0001,0.2600,0.0009,-0.0002,0.3088,-0.0048927,-0.0113586,-0.0117288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2394,1500,0,,,,,,,,0,,,,0,
2919,27459,23077,15008,0,0,0.49440,3.10289,9.40682,-0.005326,-0.011718,-0.010653,18.209,-2.766,-0.011,0.0005,-0.0001,0.2631,0.0009,-0.0002,0.3160,-0.0049172,-0.0113099,-0.0117289,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2393,1500,0,,,,,,,,0,,,,0,
2985,18140,18017,15024,0,0,0.47884,3.09929,9.40682,-0.005326,-0.011718,-0.011718,18.206,-2.765,-0.010,0.0004,-0.0002,0.2709,0.0009,-0.0002,0.3349,-0.0048887,-0.0113341,-0.0117288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2390,1500,0,,,,,,,,0,,,,0,
3024,18218,38541,30676,0,0,0.47884,3.10767,9.40442,-0.004261,-0.011718,-0.011718,18.211,-2.765,-0.010,0.0004,-0.0003,0.2729,0.0009,-0.0002,0.3399,-0.0049256,-0.0113328,-0.0117290,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2389,1500,0,,,,,,,,0,,,,0,
3081,37857,19286,14769,0,0,0.48243,3.09091,9.41520,-0.005326,-0.011718,-0.011718,18.205,-2.764,-0.010,0.0003,-0.0005,0.2813,0.0009,-0.0002,0.3611,-0.0048872,-0.0113526,-0.0117288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2386,1500,0,,,,,,,,0,,,,0,
3130,25078,18071,15067,0,0,0.48483,3.10289,9.40921,-0.005326,-0.011718,-0.011718,18.208,-2.764,-0.010,0.0003,-0.0005,0.2870,0.0009,-0.0002,0.3752,-0.0049121,-0.0113630,-0.0117289,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2383,1500,0,,,,,,,,0,,,,0,
3178,30035,17905,14671,0,0,0.48004,3.09570,9.41161,-0.005326,-0.011718,-0.011718,18.205,-2.764,-0.010,0.0003,-0.0004,0.2923,0.0010,-0.0002,0.3892,-0.0048936,-0.0113591,-0.0117288,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2382,1500,0,,,,,,,,0,,,,0,
3219,23758,17563,14563,0,0,0.48123,3.09211,9.40562,-0.006392,-0.011718,-0.011718,18.203,-2.769,-0.012,0.0003,-0.0004,0.2968,0.0010,-0.0003,0.4015,-0.0049040,-0.0113280,-0.0117290,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2381,1500,0,,,,,,,,0,,,,0,
3287,18195,17988,14993,0,0,0.47884,3.09091,9.40442,-0.005326,-0.011718,-0.011718,18.202,-2.770,-0.012,0.0003,-0.0005,0.3039,0.0010,-0.0003,0.4217,-0.0048981,-0.0113344,-0.0117289,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2379,1500,0,,,,,,,,0,,,,0,
3335,29913,18057,15055,0,0,0.47764,3.10169,9.41041,-0.005326,-0.011718,-0.011718,18.206,-2.766,-0.011,0.0004,-0.0005,0.3092,0.0010,-0.0003,0.4364,-0.0049346,-0.0113679,-0.0117290,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2377,1500,0,,,,,,,,0,,,,0,
3383,30174,18027,15008,0,0,0.47046,3.09570,9.40921,-0.005326,-0.010653,-0.011718,18.205,-2.760,-0.010,0.0003,-0.0005,0.3145,0.0010,-0.0003,0.4515,-0.0049321,-0.0114029,-0.0117287,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2375,1500,0,,,,,,,,0,,,,0,
