ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
28,12514,15083,12058,0,0,4.41850,0.87388,11.05762,-1.091896,0.319579,-1.687379,-2.926,-12.374,-1.249,0.0249,0.0174,0.0236,0.0002,0.0001,0.0001,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
79,32851,17592,14572,0,0,3.92051,-2.50793,7.72729,-0.749946,-0.053263,-0.890561,-11.823,-21.247,-2.671,0.0211,0.0233,0.0122,0.0009,0.0014,0.0013,0.0024752,0.0017791,-0.0000309,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
135,15215,15053,12102,0,0,1.19471,-2.50793,6.20697,-1.703358,-0.173638,0.142745,-17.521,-21.716,-2.841,-0.0196,0.0066,-0.1723,0.0015,0.0024,-0.0033,0.0024752,0.0017791,-0.0000309,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
185,15145,15019,12086,0,0,-0.96726,-2.40498,7.44477,-0.644485,0.756338,1.117462,-20.787,-20.044,-0.859,-0.1795,0.0368,-0.3296,-0.0031,0.0034,-0.0159,0.0024752,0.0017791,-0.0000309,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
233,28948,19363,12245,0,0,1.56820,-0.77692,5.36421,1.050351,1.847169,2.162487,-19.922,-14.549,2.545,-0.2035,0.0647,-0.5051,-0.0120,0.0054,-0.0341,0.0024752,0.0017791,-0.0000309,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
292,15221,17460,14527,0,0,1.41617,-1.15041,7.88889,1.012001,0.343015,0.954477,-12.135,-11.792,1.127,-0.1687,0.0185,-0.6674,-0.0229,-0.0050,-0.0708,-0.0084370,-0.0034115,0.0009248,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
331,22140,17434,14455,0,0,1.29287,-1.56701,11.20606,-0.379234,-0.243946,0.024501,-8.887,-10.702,-2.947,-0.1482,-0.0611,-0.6476,-0.0237,-0.0208,-0.0977,-0.0175980,-0.0145709,0.0014230,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
388,15307,15052,12106,0,0,2.16196,-3.08134,11.18571,0.955542,0.385626,0.079895,-6.846,-10.890,-3.207,-0.2018,-0.1436,-0.4899,-0.0344,-0.0265,-0.1305,-0.0175980,-0.0145709,0.0014230,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
444,31177,25068,14628,0,0,0.53391,-2.14401,9.71208,0.003196,0.423975,0.308927,-8.912,-7.618,0.776,-0.1515,-0.0622,-0.4755,-0.0297,-0.0113,-0.1522,-0.0038177,-0.0231012,-0.0002914,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
484,22164,17472,14488,0,0,1.16598,-0.52672,9.57920,-0.347276,0.025566,0.191748,-8.397,-7.291,0.261,-0.1584,-0.0975,-0.4818,-0.0371,-0.0254,-0.1749,-0.0125034,-0.0261783,0.0001331,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
