ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd
30,12502,17330,14360,0,0,0.89423,-0.21787,9.24880,0.005326,-0.002131,0.008522,-1.351,-5.521,-0.000,0.0000,0.0000,-0.0064,0.0000,0.0000,-0.0000,0.0054560,-0.0022967,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
81,33039,17600,14552,0,0,0.88825,-0.21189,9.25239,0.006392,-0.003196,0.008522,-1.339,-5.519,-0.001,-0.0001,0.0001,-0.0322,-0.0000,0.0000,-0.0010,0.0054446,-0.0023099,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
144,17574,17387,14444,0,0,0.89902,-0.22266,9.25359,0.005326,-0.002131,0.008522,-1.360,-5.533,0.000,-0.0001,0.0001,-0.0641,-0.0000,0.0000,-0.0041,0.0054884,-0.0022770,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
184,21990,17432,14454,0,0,0.89783,-0.21189,9.25239,0.005326,-0.003196,0.008522,-1.353,-5.538,0.001,-0.0001,0.0001,-0.0842,-0.0000,0.0000,-0.0070,0.0054508,-0.0022556,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
236,33668,18115,14743,0,0,0.90261,-0.22266,9.25598,0.006392,-0.003196,0.008522,-1.355,-5.543,-0.000,-0.0000,0.0000,-0.1101,-0.0000,0.0000,-0.0120,0.0054860,-0.0022330,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
281,27806,17469,14482,0,0,0.90142,-0.21308,9.24880,0.005326,-0.002131,0.008522,-1.341,-5.546,-0.001,-0.0000,0.0000,-0.1336,-0.0000,-0.0000,-0.0176,0.0053452,-0.0021959,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
338,17511,17391,14429,0,0,0.89064,-0.22984,9.25239,0.005326,-0.002131,0.008522,-1.347,-5.545,-0.002,0.0000,0.0001,-0.1629,-0.0000,0.0000,-0.0261,0.0054350,-0.0022431,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
384,27913,17525,14528,0,0,0.89423,-0.21907,9.25359,0.006392,-0.002131,0.008522,-1.346,-5.546,-0.002,-0.0001,0.0001,-0.1858,-0.0000,0.0000,-0.0340,0.0054532,-0.0022284,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
453,23034,23509,14713,0,0,0.88945,-0.22266,9.25479,0.005326,-0.003196,0.008522,-1.345,-5.543,-0.002,-0.0001,0.0000,-0.2176,0.0000,0.0000,-0.0467,0.0054307,-0.0023657,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
498,27230,17520,14516,0,0,0.89543,-0.21548,9.25359,0.005326,-0.003196,0.008522,-1.347,-5.541,-0.003,-0.0001,0.0000,-0.2434,0.0000,0.0000,-0.0584,0.0054626,-0.0024547,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
536,17721,37673,29708,0,0,0.89543,-0.20590,9.25479,0.005326,-0.003196,0.008522,-1.341,-5.540,-0.004,-0.0001,-0.0000,-0.2524,0.0000,-0.0000,-0.0628,0.0053313,-0.0024848,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
587,33150,17618,14611,0,0,0.89423,-0.21189,9.25479,0.006392,-0.002131,0.008522,-1.339,-5.538,-0.005,-0.0002,-0.0000,-0.2881,0.0000,-0.0000,-0.0820,0.0053265,-0.0025548,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
632,27223,17512,14500,0,0,0.90022,-0.21787,9.25598,0.005326,-0.002131,0.008522,-1.339,-5.541,-0.004,-0.0002,-0.0000,-0.3109,0.0000,-0.0000,-0.0955,0.0053522,-0.0024982,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
688,22943,17467,14478,0,0,0.90860,-0.20710,9.25119,0.006392,-0.003196,0.008522,-1.330,-5.551,-0.005,-0.0001,0.0000,-0.3395,-0.0001,-0.0001,-0.1138,0.0051776,-0.0022675,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
745,17523,17389,14428,0,0,0.90261,-0.21428,9.25239,0.005326,-0.003196,0.008522,-1.334,-5.549,-0.005,-0.0001,0.0001,-0.3687,-0.0001,-0.0000,-0.1341,0.0052911,-0.0023126,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
791,27906,17528,14525,0,0,0.89423,-0.22027,9.25718,0.005326,-0.003196,0.009587,-1.337,-5.550,-0.004,-0.0001,0.0000,-0.3916,-0.0000,-0.0000,-0.1514,0.0053548,-0.0023619,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
836,27892,17492,14502,0,0,0.89423,-0.21308,9.25838,0.005326,-0.002131,0.008522,-1.335,-5.546,-0.005,-0.0002,0.0000,-0.4147,-0.0000,-0.0000,-0.1698,0.0053195,-0.0024195,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
887,22864,17473,14478,0,0,0.89663,-0.21907,9.25598,0.006392,-0.003196,0.008522,-1.339,-5.548,-0.005,-0.0002,0.0000,-0.4400,-0.0000,0.0000,-0.1913,0.0054252,-0.0024390,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
932,27888,17513,14513,0,0,0.89304,-0.20470,9.24880,0.005326,-0.003196,0.009587,-1.336,-5.549,-0.004,-0.0002,0.0001,-0.4632,-0.0000,0.0000,-0.2119,0.0053578,-0.0024563,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
995,17613,17416,14452,0,0,0.89304,-0.22505,9.25838,0.006392,-0.003196,0.008522,-1.339,-5.543,-0.004,-0.0002,0.0001,-0.4953,-0.0000,0.0000,-0.2422,0.0054570,-0.0025738,0.0088033,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,65535,65535,65535,1500,0,,,,,,,
